,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0,0042200212,2,12,0,1,8:03 PM,12:00,,Start of 1st Period (8:03 PM EST),,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
1,0042200212,4,10,0,1,8:03 PM,12:00,Jump Ball Horford vs. Embiid: Tip to Harris,,,,,4,201143,Al Horford,1610612738.0,Boston,Celtics,BOS,5,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,5,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,1
2,0042200212,7,1,79,1,8:04 PM,11:37,,,Harris 11' Pullup Jump Shot (2 PTS) (Maxey 1 AST),2 - 0,-2,5,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,5,1630178,Tyrese Maxey,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,1
3,0042200212,9,1,1,1,8:04 PM,11:25,Brown 25' 3PT Jump Shot (3 PTS) (Tatum 1 AST),,,2 - 3,1,4,1627759,Jaylen Brown,1610612738.0,Boston,Celtics,BOS,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,1
4,0042200212,11,2,1,1,8:04 PM,11:10,,,MISS Embiid 25' 3PT Jump Shot,,,5,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
5,0042200212,12,4,0,1,8:04 PM,11:08,Smart REBOUND (Off:0 Def:1),,,,,4,203935,Marcus Smart,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
6,0042200212,13,2,2,1,8:04 PM,11:02,MISS Horford 24' 3PT Running Jump Shot,,,,,4,201143,Al Horford,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
7,0042200212,14,4,0,1,8:04 PM,11:01,,,Harden REBOUND (Off:0 Def:1),,,5,201935,James Harden,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
8,0042200212,15,1,103,1,8:04 PM,10:55,,,Maxey 28' 3PT Running Pull-Up Jump Shot (3 PTS) (Harden 1 AST),5 - 3,-2,5,1630178,Tyrese Maxey,1610612755.0,Philadelphia,76ers,PHI,5,201935,James Harden,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,1
9,0042200212,17,2,6,1,8:05 PM,10:37,MISS White 3' Driving Layup,,,,,4,1628401,Derrick White,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
10,0042200212,18,4,0,1,8:05 PM,10:36,,,Tucker REBOUND (Off:0 Def:1),,,5,200782,P.J. Tucker,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
11,0042200212,19,2,2,1,8:05 PM,10:30,,,MISS Maxey 28' 3PT Running Jump Shot,,,5,1630178,Tyrese Maxey,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
12,0042200212,20,4,0,1,8:05 PM,10:29,Horford REBOUND (Off:0 Def:1),,,,,4,201143,Al Horford,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
13,0042200212,21,2,1,1,8:05 PM,10:20,MISS Tatum 25' 3PT Jump Shot,,,,,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
14,0042200212,22,4,0,1,8:05 PM,10:19,,,Harris REBOUND (Off:0 Def:1),,,5,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
15,0042200212,23,2,6,1,8:05 PM,10:09,Tatum BLOCK (1 BLK),,MISS Harden 5' Driving Layup,,,5,201935,James Harden,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,1
16,0042200212,25,4,0,1,8:05 PM,10:08,CELTICS Rebound,,,,,2,1610612738,,,,,,0,0,,,,,,0,0,,,,,,0
17,0042200212,27,1,73,1,8:05 PM,9:59,Brown 2' Driving Reverse Layup (5 PTS),,,5 - 5,TIE,4,1627759,Jaylen Brown,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
18,0042200212,48,2,79,1,8:06 PM,9:35,Horford BLOCK (1 BLK),,MISS Harris 25' 3PT Pullup Jump Shot,,,5,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,4,201143,Al Horford,1610612738.0,Boston,Celtics,BOS,1
19,0042200212,50,4,0,1,8:06 PM,9:34,Tatum REBOUND (Off:0 Def:1),,,,,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
20,0042200212,30,2,2,1,8:06 PM,9:30,MISS White 25' 3PT Running Jump Shot,,,,,4,1628401,Derrick White,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
21,0042200212,31,4,0,1,8:06 PM,9:29,,,Harden REBOUND (Off:0 Def:2),,,5,201935,James Harden,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
22,0042200212,32,2,101,1,8:06 PM,9:06,,,MISS Harris 8' Driving Floating Jump Shot,,,5,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
23,0042200212,33,4,0,1,8:06 PM,9:04,Smart REBOUND (Off:0 Def:2),,,,,4,203935,Marcus Smart,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
24,0042200212,34,2,76,1,8:06 PM,9:00,MISS Smart 5' Running Finger Roll Layup,,Embiid BLOCK (1 BLK),,,4,203935,Marcus Smart,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,5,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,1
25,0042200212,36,4,0,1,8:06 PM,8:59,,,Embiid REBOUND (Off:0 Def:1),,,5,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
26,0042200212,37,2,41,1,8:06 PM,8:52,,,MISS Maxey 6' Running Layup,,,5,1630178,Tyrese Maxey,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
27,0042200212,39,4,0,1,8:06 PM,8:51,Tatum REBOUND (Off:0 Def:2),,,,,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
28,0042200212,40,6,1,1,8:07 PM,8:41,,,Maxey P.FOUL (P1.T1) (Z.Zarba),,,5,1630178,Tyrese Maxey,1610612755.0,Philadelphia,76ers,PHI,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,1,0,,,,,,1
29,0042200212,42,2,1,1,8:07 PM,8:38,MISS Horford 25' 3PT Jump Shot,,,,,4,201143,Al Horford,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
30,0042200212,43,4,0,1,8:07 PM,8:37,,,76ers Rebound,,,3,1610612755,,,,,,0,0,,,,,,0,0,,,,,,1
31,0042200212,45,6,2,1,8:08 PM,8:23,Horford S.FOUL (P1.T1) (K.Scott),,,,,4,201143,Al Horford,1610612738.0,Boston,Celtics,BOS,5,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,1,0,,,,,,1
32,0042200212,47,3,11,1,8:08 PM,8:23,,,Embiid Free Throw 1 of 2 (1 PTS),6 - 5,-1,5,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
33,0042200212,51,3,12,1,8:08 PM,8:23,,,Embiid Free Throw 2 of 2 (2 PTS),7 - 5,-2,5,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
34,0042200212,52,1,6,1,8:09 PM,8:07,Tatum 11' Driving Layup (2 PTS),,,7 - 7,TIE,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
35,0042200212,54,6,2,1,8:09 PM,8:07,,,Embiid S.FOUL (P1.T2) (Z.Zarba),,,5,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,1,0,,,,,,1
36,0042200212,56,3,10,1,8:09 PM,8:07,Tatum Free Throw 1 of 1 (3 PTS),,,7 - 8,1,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
37,0042200212,57,2,1,1,8:10 PM,7:46,,,MISS Harris 25' 3PT Jump Shot,,,5,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
38,0042200212,58,4,0,1,8:10 PM,7:44,Smart REBOUND (Off:0 Def:3),,,,,4,203935,Marcus Smart,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
39,0042200212,59,2,2,1,8:10 PM,7:39,MISS White 27' 3PT Running Jump Shot,,,,,4,1628401,Derrick White,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
40,0042200212,60,4,0,1,8:10 PM,7:38,,,Harden REBOUND (Off:0 Def:3),,,5,201935,James Harden,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
41,0042200212,61,6,2,1,8:10 PM,7:23,Brown S.FOUL (P1.T2) (Z.Zarba),,,,,4,1627759,Jaylen Brown,1610612738.0,Boston,Celtics,BOS,5,201935,James Harden,1610612755.0,Philadelphia,76ers,PHI,1,0,,,,,,1
42,0042200212,63,3,11,1,8:11 PM,7:23,,,MISS Harden Free Throw 1 of 2,,,5,201935,James Harden,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
43,0042200212,64,4,1,1,8:11 PM,7:23,,,76ers Rebound,,,3,1610612755,,,,,,0,0,,,,,,0,0,,,,,,0
44,0042200212,65,3,12,1,8:11 PM,7:23,,,Harden Free Throw 2 of 2 (1 PTS),8 - 8,TIE,5,201935,James Harden,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
45,0042200212,66,6,2,1,8:11 PM,7:09,,,Tucker S.FOUL (P1.T3) (Z.Zarba),,,5,200782,P.J. Tucker,1610612755.0,Philadelphia,76ers,PHI,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,1,0,,,,,,1
46,0042200212,68,3,11,1,8:12 PM,7:09,Tatum Free Throw 1 of 2 (4 PTS),,,8 - 9,1,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
47,0042200212,69,3,12,1,8:12 PM,7:09,Tatum Free Throw 2 of 2 (5 PTS),,,8 - 10,2,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
48,0042200212,70,2,79,1,8:12 PM,6:49,,,MISS Embiid 18' Pullup Jump Shot,,,5,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
49,0042200212,71,4,0,1,8:13 PM,6:48,,,76ers Rebound,,,3,1610612755,,,,,,0,0,,,,,,0,0,,,,,,1
50,0042200212,73,6,3,1,8:13 PM,6:48,Tatum L.B.FOUL (P1.T3) (R.Mott),,,,,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,5,200782,P.J. Tucker,1610612755.0,Philadelphia,76ers,PHI,1,0,,,,,,1
51,0042200212,75,9,1,1,8:13 PM,6:48,CELTICS Timeout: Regular (Full 1 Short 0),,,,,2,1610612738,,,,,,0,0,,,,,,0,0,,,,,,0
52,0042200212,76,8,0,1,8:16 PM,6:48,SUB: Williams III FOR Smart,,,,,4,203935,Marcus Smart,1610612738.0,Boston,Celtics,BOS,4,1629057,Robert Williams III,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0
53,0042200212,78,5,1,1,8:17 PM,6:38,Horford STEAL (1 STL),,Embiid Bad Pass Turnover (P1.T1),,,5,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,4,201143,Al Horford,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,1
54,0042200212,80,2,57,1,8:17 PM,6:25,MISS Horford 6' Driving Hook Shot,,,,,4,201143,Al Horford,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
55,0042200212,81,4,0,1,8:17 PM,6:23,Williams III REBOUND (Off:1 Def:0),,,,,4,1629057,Robert Williams III,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
56,0042200212,82,1,6,1,8:17 PM,6:15,Brown 4' Driving Layup (7 PTS) (Tatum 2 AST),,,8 - 12,4,4,1627759,Jaylen Brown,1610612738.0,Boston,Celtics,BOS,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,1
57,0042200212,84,2,73,1,8:17 PM,5:56,Williams III BLOCK (1 BLK),,MISS Tucker 4' Driving Reverse Layup,,,5,200782,P.J. Tucker,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,4,1629057,Robert Williams III,1610612738.0,Boston,Celtics,BOS,1
58,0042200212,86,4,0,1,8:17 PM,5:54,Williams III REBOUND (Off:1 Def:1),,,,,4,1629057,Robert Williams III,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
59,0042200212,87,6,1,1,8:17 PM,5:47,,,Harden P.FOUL (P1.T4) (Z.Zarba),,,5,201935,James Harden,1610612755.0,Philadelphia,76ers,PHI,4,1627759,Jaylen Brown,1610612738.0,Boston,Celtics,BOS,1,0,,,,,,1
60,0042200212,89,8,0,1,8:18 PM,5:47,SUB: Brogdon FOR Tatum,,,,,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,4,1627763,Malcolm Brogdon,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0
61,0042200212,90,8,0,1,8:18 PM,5:47,,,SUB: Niang FOR Tucker,,,5,200782,P.J. Tucker,1610612755.0,Philadelphia,76ers,PHI,5,1627777,Georges Niang,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0
62,0042200212,93,2,79,1,8:18 PM,5:41,MISS Brown 17' Pullup Jump Shot,,,,,4,1627759,Jaylen Brown,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
63,0042200212,94,4,0,1,8:18 PM,5:40,,,Harden REBOUND (Off:0 Def:4),,,5,201935,James Harden,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
64,0042200212,96,1,80,1,8:18 PM,5:28,,,Harden 16' Step Back Jump Shot (3 PTS),10 - 12,2,5,201935,James Harden,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
65,0042200212,98,6,1,1,8:19 PM,5:09,,,Niang P.FOUL (P1.PN) (Z.Zarba),,,5,1627777,Georges Niang,1610612755.0,Philadelphia,76ers,PHI,4,1627759,Jaylen Brown,1610612738.0,Boston,Celtics,BOS,1,0,,,,,,1
66,0042200212,100,3,11,1,8:19 PM,5:09,Brown Free Throw 1 of 2 (8 PTS),,,10 - 13,3,4,1627759,Jaylen Brown,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
67,0042200212,101,8,0,1,8:19 PM,5:09,SUB: Williams FOR Horford,,,,,4,201143,Al Horford,1610612738.0,Boston,Celtics,BOS,4,1629684,Grant Williams,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0
68,0042200212,102,8,0,1,8:19 PM,5:09,,,SUB: Reed FOR Embiid,,,5,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,5,1630194,Paul Reed,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0
69,0042200212,105,3,12,1,8:20 PM,5:09,Brown Free Throw 2 of 2 (9 PTS),,,10 - 14,4,4,1627759,Jaylen Brown,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
70,0042200212,106,2,57,1,8:20 PM,4:56,,,MISS Niang 13' Driving Hook Shot,,,5,1627777,Georges Niang,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
71,0042200212,107,4,0,1,8:20 PM,4:54,,,76ers Rebound,,,3,1610612755,,,,,,0,0,,,,,,0,0,,,,,,1
72,0042200212,109,2,79,1,8:21 PM,4:47,Brogdon BLOCK (1 BLK),,MISS Harden 27' 3PT Pullup Jump Shot,,,5,201935,James Harden,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,4,1627763,Malcolm Brogdon,1610612738.0,Boston,Celtics,BOS,1
73,0042200212,111,4,0,1,8:21 PM,4:46,CELTICS Rebound,,,,,2,1610612738,,,,,,0,0,,,,,,0,0,,,,,,0
