,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,52022,1610612737,ATL,Atlanta Hawks,0052200101,2023-04-11,ATL @ MIA,W,240,45,96,0.469,10,41,0.244,16,27,0.593,22,41,63,26,5,8,12,21,116,11,1
1,52022,1610612748,MIA,Miami Heat,0052200101,2023-04-11,MIA vs. ATL,L,240,39,91,0.429,11,34,0.324,16,20,0.8,6,33,39,24,7,4,8,19,105,-11,1
2,52022,1610612747,LAL,Los Angeles Lakers,0052200121,2023-04-11,LAL vs. MIN,W,265,38,92,0.413,10,31,0.323,22,24,0.917,12,36,48,27,8,7,21,15,108,6,1
3,52022,1610612750,MIN,Minnesota Timberwolves,0052200121,2023-04-11,MIN @ LAL,L,265,36,83,0.434,16,41,0.39,14,15,0.933,4,33,37,30,13,11,24,26,102,-6,1
4,52022,1610612741,CHI,Chicago Bulls,0052200111,2023-04-12,CHI @ TOR,W,240,42,86,0.488,7,26,0.269,18,22,0.818,8,28,36,20,9,10,11,22,109,4,1
5,52022,1610612761,TOR,Toronto Raptors,0052200111,2023-04-12,TOR vs. CHI,L,240,38,87,0.437,11,31,0.355,18,36,0.5,16,34,50,23,5,5,16,18,105,-4,1
6,52022,1610612740,NOP,New Orleans Pelicans,0052200131,2023-04-12,NOP vs. OKC,L,240,42,87,0.483,9,28,0.321,25,30,0.833,14,34,48,27,5,4,11,23,118,-5,1
7,52022,1610612760,OKC,Oklahoma City Thunder,0052200131,2023-04-12,OKC @ NOP,W,240,42,92,0.457,11,37,0.297,28,32,0.875,13,25,38,25,7,5,7,19,123,5,1
8,52022,1610612741,CHI,Chicago Bulls,0052200201,2023-04-14,CHI @ MIA,L,240,36,82,0.439,8,28,0.286,11,15,0.733,5,32,37,24,5,3,11,25,91,-11,1
9,52022,1610612748,MIA,Miami Heat,0052200201,2023-04-14,MIA vs. CHI,W,240,32,78,0.41,10,30,0.333,28,32,0.875,10,41,51,19,7,2,13,20,102,11,1
10,52022,1610612750,MIN,Minnesota Timberwolves,0052200211,2023-04-14,MIN vs. OKC,W,240,43,83,0.518,13,32,0.406,21,26,0.808,9,38,47,29,11,8,17,15,120,25,1
11,52022,1610612760,OKC,Oklahoma City Thunder,0052200211,2023-04-14,OKC @ MIN,L,240,32,89,0.36,13,40,0.325,18,20,0.9,12,30,42,19,9,6,18,20,95,-25,1
