,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE
0,42022,203991,Clint Capela,1610612737,ATL,Atlanta Hawks,0042200111,2023-04-15,ATL @ BOS,L,27,6,8,0.75,0,0,,0,0,,0,8,8,0,1,0,0,0,12,-8,24.6,1
1,42022,203992,Bogdan Bogdanovic,1610612737,ATL,Atlanta Hawks,0042200111,2023-04-15,ATL @ BOS,L,28,3,10,0.3,2,7,0.286,1,1,1.0,1,3,4,4,2,2,1,2,9,3,30.8,1
2,42022,1627749,Dejounte Murray,1610612737,ATL,Atlanta Hawks,0042200111,2023-04-15,ATL @ BOS,L,36,10,25,0.4,0,6,0.0,4,4,1.0,2,6,8,6,3,0,1,1,24,-13,50.6,1
3,42022,1628381,John Collins,1610612737,ATL,Atlanta Hawks,0042200111,2023-04-15,ATL @ BOS,L,29,5,7,0.714,0,1,0.0,2,2,1.0,1,3,4,1,0,2,1,3,12,-6,23.3,1
4,42022,1629027,Trae Young,1610612737,ATL,Atlanta Hawks,0042200111,2023-04-15,ATL @ BOS,L,35,5,18,0.278,1,5,0.2,5,7,0.714,2,1,3,8,2,0,5,1,16,-14,32.6,1
5,42022,1629631,De'Andre Hunter,1610612737,ATL,Atlanta Hawks,0042200111,2023-04-15,ATL @ BOS,L,30,4,10,0.4,1,4,0.25,2,2,1.0,0,3,3,0,2,0,1,4,11,-9,19.6,1
6,42022,1630168,Onyeka Okongwu,1610612737,ATL,Atlanta Hawks,0042200111,2023-04-15,ATL @ BOS,L,19,0,4,0.0,0,0,,3,4,0.75,5,0,5,0,0,0,0,3,3,-7,9.0,1
7,42022,1630180,Saddiq Bey,1610612737,ATL,Atlanta Hawks,0042200111,2023-04-15,ATL @ BOS,L,24,2,6,0.333,1,4,0.25,1,2,0.5,1,3,4,3,2,0,1,0,6,-12,20.3,1
8,42022,1630552,Jalen Johnson,1610612737,ATL,Atlanta Hawks,0042200111,2023-04-15,ATL @ BOS,L,13,3,10,0.3,0,2,0.0,0,0,,2,4,6,1,1,0,1,3,6,1,16.7,1
9,42022,201143,Al Horford,1610612738,BOS,Boston Celtics,0042200111,2023-04-15,BOS vs. ATL,W,38,2,4,0.5,2,4,0.5,0,0,,2,7,9,2,1,2,2,2,6,16,26.8,1
