,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0,0052300131,2,12,0,1,10:16 PM,12:00,,Start of 1st Period (10:16 PM EST),,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
1,0052300131,4,10,0,1,10:16 PM,12:00, ,,,,,4,1627734,Domantas Sabonis,1610612758.0,Sacramento,Kings,SAC,5,1631218,Trayce Jackson-Davis,1610612744.0,Golden State,Warriors,GSW,3,1610612744,,,,,,1
2,0052300131,8,1,1,1,10:16 PM,11:44,,,Green 24' 3PT Jump Shot (3 PTS) (Wiggins 1 AST),3 - 0,-3,5,203110,Draymond Green,1610612744.0,Golden State,Warriors,GSW,5,203952,Andrew Wiggins,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,1
3,0052300131,10,1,79,1,10:16 PM,11:29,Murray 27' 3PT Pullup Jump Shot (3 PTS) (Fox 1 AST),,,3 - 3,TIE,4,1631099,Keegan Murray,1610612758.0,Sacramento,Kings,SAC,4,1628368,De'Aaron Fox,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,1
4,0052300131,12,1,108,1,10:16 PM,11:19,,,Jackson-Davis 4' Cutting Dunk Shot (2 PTS) (Green 1 AST),5 - 3,-2,5,1631218,Trayce Jackson-Davis,1610612744.0,Golden State,Warriors,GSW,5,203110,Draymond Green,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,1
5,0052300131,14,2,1,1,10:17 PM,11:00,MISS Murray 28' 3PT Jump Shot,,,,,4,1631099,Keegan Murray,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
6,0052300131,15,4,0,1,10:17 PM,10:57,,,Thompson REBOUND (Off:0 Def:1),,,5,202691,Klay Thompson,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0,0,,,,,,1
7,0052300131,16,2,63,1,10:17 PM,10:49,,,MISS Thompson 15' Fadeaway Jumper,,,5,202691,Klay Thompson,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0,0,,,,,,1
8,0052300131,17,4,0,1,10:17 PM,10:47,Barnes REBOUND (Off:0 Def:1),,,,,4,203084,Harrison Barnes,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
9,0052300131,18,1,1,1,10:17 PM,10:37,Murray 24' 3PT Jump Shot (6 PTS) (Barnes 1 AST),,,5 - 6,1,4,1631099,Keegan Murray,1610612758.0,Sacramento,Kings,SAC,4,203084,Harrison Barnes,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,1
10,0052300131,20,1,1,1,10:18 PM,10:16,,,Wiggins 3PT Jump Shot (3 PTS) (Curry 1 AST),8 - 6,-2,5,203952,Andrew Wiggins,1610612744.0,Golden State,Warriors,GSW,5,201939,Stephen Curry,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,1
11,0052300131,22,2,80,1,10:18 PM,10:08,MISS Fox 28' 3PT Step Back Jump Shot,,,,,4,1628368,De'Aaron Fox,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
12,0052300131,23,4,0,1,10:18 PM,10:06,,,Curry REBOUND (Off:0 Def:1),,,5,201939,Stephen Curry,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0,0,,,,,,1
13,0052300131,37,5,40,1,10:18 PM,10:03,,,Wiggins Out of Bounds Lost Ball Turnover (P1.T1),,,5,203952,Andrew Wiggins,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,1,0,,,,,,1
14,0052300131,25,9,1,1,10:18 PM,10:03,KINGS Timeout: Regular (Full 1 Short 0),,,,,2,1610612758,,,,,,0,0,,,,,,0,0,,,,,,0
15,0052300131,26,18,5,1,10:18 PM,10:03,,Instant Replay1st Period (10:18 PM EST),,8 - 6,-2,0,24,Keith Jennings,,,,,0,0,,,,,,1,0,,,,,,0
16,0052300131,27,2,102,1,10:22 PM,9:38,MISS Murray 6' Driving Floating Bank Jump Shot,,,,,4,1631099,Keegan Murray,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
17,0052300131,28,4,0,1,10:22 PM,9:35,,,Wiggins REBOUND (Off:0 Def:1),,,5,203952,Andrew Wiggins,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0,0,,,,,,1
18,0052300131,29,2,6,1,10:22 PM,9:26,,,MISS Wiggins 8' Driving Layup,,,5,203952,Andrew Wiggins,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0,0,,,,,,1
19,0052300131,30,4,0,1,10:22 PM,9:23,Fox REBOUND (Off:0 Def:1),,,,,4,1628368,De'Aaron Fox,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
20,0052300131,31,5,2,1,10:22 PM,9:21,Fox Lost Ball Turnover (P1.T1),,Curry STEAL (1 STL),,,4,1628368,De'Aaron Fox,1610612758.0,Sacramento,Kings,SAC,5,201939,Stephen Curry,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,1
21,0052300131,33,2,79,1,10:23 PM,9:01,,,MISS Thompson 28' 3PT Pullup Jump Shot,,,5,202691,Klay Thompson,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0,0,,,,,,1
22,0052300131,34,4,0,1,10:23 PM,8:58,Murray REBOUND (Off:0 Def:1),,,,,4,1631099,Keegan Murray,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
23,0052300131,35,1,1,1,10:23 PM,8:51,Murray 28' 3PT Jump Shot (9 PTS) (Sabonis 1 AST),,,8 - 9,1,4,1631099,Keegan Murray,1610612758.0,Sacramento,Kings,SAC,4,1627734,Domantas Sabonis,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,1
24,0052300131,38,2,1,1,10:23 PM,8:28,,,MISS Green 24' 3PT Jump Shot,,,5,203110,Draymond Green,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0,0,,,,,,1
25,0052300131,39,4,0,1,10:23 PM,8:26,Ellis REBOUND (Off:0 Def:1),,,,,4,1631165,Keon Ellis,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
26,0052300131,40,2,101,1,10:23 PM,8:16,MISS Barnes 4' Driving Floating Jump Shot,,,,,4,203084,Harrison Barnes,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
27,0052300131,41,4,0,1,10:23 PM,8:14,Fox REBOUND (Off:1 Def:1),,,,,4,1628368,De'Aaron Fox,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
28,0052300131,42,1,107,1,10:24 PM,8:14,Fox Tip Dunk Shot (2 PTS),,,8 - 11,3,4,1628368,De'Aaron Fox,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
29,0052300131,43,5,45,1,10:24 PM,7:51,,,Jackson-Davis Out of Bounds - Bad Pass Turnover Turnover (P1.T2),,,5,1631218,Trayce Jackson-Davis,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,1,0,,,,,,1
30,0052300131,44,1,79,1,10:24 PM,7:38,Murray 10' Pullup Jump Shot (11 PTS) (Fox 2 AST),,,8 - 13,5,4,1631099,Keegan Murray,1610612758.0,Sacramento,Kings,SAC,4,1628368,De'Aaron Fox,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,1
31,0052300131,45,5,1,1,10:25 PM,7:22,Sabonis STEAL (1 STL),,Green Bad Pass Turnover (P1.T3),,,5,203110,Draymond Green,1610612744.0,Golden State,Warriors,GSW,4,1627734,Domantas Sabonis,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,1
32,0052300131,47,2,2,1,10:25 PM,7:17,MISS Murray 24' 3PT Running Jump Shot,,,,,4,1631099,Keegan Murray,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
33,0052300131,48,4,0,1,10:25 PM,7:15,,,Warriors Rebound,,,3,1610612744,,,,,,0,0,,,,,,0,0,,,,,,1
34,0052300131,49,6,3,1,10:25 PM,7:15,Ellis L.B.FOUL (P1.T1) (A.Smith),,,,,4,1631165,Keon Ellis,1610612758.0,Sacramento,Kings,SAC,5,203110,Draymond Green,1610612744.0,Golden State,Warriors,GSW,1,0,,,,,,1
35,0052300131,51,8,0,1,10:25 PM,7:15,,,SUB: Kuminga FOR Thompson,,,5,202691,Klay Thompson,1610612744.0,Golden State,Warriors,GSW,5,1630228,Jonathan Kuminga,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0
36,0052300131,54,8,0,1,10:25 PM,7:15,,,SUB: Podziemski FOR Jackson-Davis,,,5,1631218,Trayce Jackson-Davis,1610612744.0,Golden State,Warriors,GSW,5,1641764,Brandin Podziemski,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0
37,0052300131,53,1,93,1,10:25 PM,6:58,,,Curry 15' Driving Bank Hook Shot (2 PTS),10 - 13,3,5,201939,Stephen Curry,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0,0,,,,,,1
38,0052300131,56,1,5,1,10:26 PM,6:45,Sabonis 6' Layup (2 PTS) (Ellis 1 AST),,,10 - 15,5,4,1627734,Domantas Sabonis,1610612758.0,Sacramento,Kings,SAC,4,1631165,Keon Ellis,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,1
39,0052300131,59,2,6,1,10:26 PM,6:16,,,MISS Green 5' Driving Layup,,,5,203110,Draymond Green,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,0,0,,,,,,1
40,0052300131,60,4,0,1,10:26 PM,6:13,Murray REBOUND (Off:0 Def:2),,,,,4,1631099,Keegan Murray,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
41,0052300131,61,5,1,1,10:27 PM,6:06,Ellis Bad Pass Turnover (P1.T2),,Green STEAL (1 STL),,,4,1631165,Keon Ellis,1610612758.0,Sacramento,Kings,SAC,5,203110,Draymond Green,1610612744.0,Golden State,Warriors,GSW,0,0,,,,,,1
