,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0,0052300101,2,12,0,1,7:16 PM,12:00,,Start of 1st Period (7:16 PM EST),,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
1,0052300101,4,10,0,1,7:16 PM,12:00,Jump Ball Embiid vs. Adebayo: Tip to Maxey,,,,,4,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,5,1628389,Bam Adebayo,1610612748.0,Miami,Heat,MIA,4,1630178,Tyrese Maxey,1610612755.0,Philadelphia,76ers,PHI,1
2,0052300101,7,1,63,1,7:17 PM,11:32,Harris 18' Fadeaway Jumper (2 PTS),,,0 - 2,2,4,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
3,0052300101,9,2,1,1,7:17 PM,11:07,,,MISS Adebayo 28' 3PT Jump Shot,,,5,1628389,Bam Adebayo,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,,1
4,0052300101,10,4,0,1,7:17 PM,11:04,Embiid REBOUND (Off:0 Def:1),,,,,4,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
5,0052300101,11,2,79,1,7:18 PM,10:59,MISS Embiid 15' Pullup Jump Shot,,,,,4,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
6,0052300101,12,4,0,1,7:18 PM,10:56,,,Martin REBOUND (Off:0 Def:1),,,5,1628997,Caleb Martin,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,,1
7,0052300101,13,6,1,1,7:18 PM,10:53,Harris P.FOUL (P1.T1) (T.Brothers),,,,,4,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,5,1628997,Caleb Martin,1610612748.0,Miami,Heat,MIA,1,0,,,,,,1
8,0052300101,15,2,79,1,7:18 PM,10:47,,,MISS Butler 8' Pullup Jump Shot,,,5,202710,Jimmy Butler,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,,1
9,0052300101,16,4,0,1,7:18 PM,10:44,Maxey REBOUND (Off:0 Def:1),,,,,4,1630178,Tyrese Maxey,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
10,0052300101,17,2,103,1,7:18 PM,10:40,MISS Maxey 29' 3PT Running Pull-Up Jump Shot,,,,,4,1630178,Tyrese Maxey,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
11,0052300101,18,4,0,1,7:18 PM,10:35,,,Jovic REBOUND (Off:0 Def:1),,,5,1631107,Nikola Jovic,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,,1
12,0052300101,19,2,1,1,7:18 PM,10:31,,,MISS Herro 27' 3PT Jump Shot,,,5,1629639,Tyler Herro,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,,1
13,0052300101,20,4,0,1,7:18 PM,10:26,Embiid REBOUND (Off:0 Def:2),,,,,4,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
14,0052300101,21,9,1,1,7:19 PM,10:20,76ERS Timeout: Regular (Full 1 Short 0),,,,,2,1610612755,,,,,,0,0,,,,,,0,0,,,,,,0
15,0052300101,26,5,15,1,7:23 PM,10:11,Harris Offensive Goaltending Turnover (P1.T1),,,,,4,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,1,0,,,,,,1
16,0052300101,28,5,2,1,7:23 PM,9:51,Lowry STEAL (1 STL),,Herro Lost Ball Turnover (P1.T1),,,5,1629639,Tyler Herro,1610612748.0,Miami,Heat,MIA,4,200768,Kyle Lowry,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,1
17,0052300101,30,1,76,1,7:23 PM,9:48,Maxey 2' Running Finger Roll Layup (2 PTS),,,0 - 4,4,4,1630178,Tyrese Maxey,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
18,0052300101,31,1,6,1,7:23 PM,9:39,,,Jovic 3' Driving Layup (2 PTS),2 - 4,2,5,1631107,Nikola Jovic,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,,1
19,0052300101,32,2,1,1,7:24 PM,9:21,MISS Harris 24' 3PT Jump Shot,,,,,4,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
20,0052300101,33,4,0,1,7:24 PM,9:19,,,Butler REBOUND (Off:0 Def:1),,,5,202710,Jimmy Butler,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,,1
21,0052300101,34,5,4,1,7:24 PM,9:11,,,Herro Traveling Turnover (P2.T2),,,5,1629639,Tyler Herro,1610612748.0,Miami,Heat,MIA,0,0,,,,,,1,0,,,,,,1
22,0052300101,35,2,80,1,7:24 PM,8:57,MISS Lowry 27' 3PT Step Back Jump Shot,,,,,4,200768,Kyle Lowry,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
23,0052300101,36,4,0,1,7:24 PM,8:52,,,Jovic REBOUND (Off:0 Def:2),,,5,1631107,Nikola Jovic,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,,1
