,GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,PERSON_ID,PLAYER_FIRST,PLAYER_LAST,IN_TIME_REAL,OUT_TIME_REAL,PLAYER_PTS,PT_DIFF,USG_PCT,h_a
0,0022200869,1610612738,Boston,Celtics,201933,Blake,Griffin,0.0,4170.0,5,5.0,0.188,away
1,0022200869,1610612738,Boston,Celtics,201933,Blake,Griffin,7200.0,8930.0,0,-6.0,0.143,away
2,0022200869,1610612738,Boston,Celtics,201933,Blake,Griffin,9600.0,12830.0,3,2.0,0.083,away
3,0022200869,1610612738,Boston,Celtics,201933,Blake,Griffin,14400.0,18630.0,7,10.0,0.211,away
4,0022200869,1610612738,Boston,Celtics,201933,Blake,Griffin,22520.0,23680.0,0,4.0,0.2,away
5,0022200869,1610612738,Boston,Celtics,203488,Mike,Muscala,0.0,5750.0,10,5.0,0.273,away
6,0022200869,1610612738,Boston,Celtics,203488,Mike,Muscala,7200.0,18880.0,8,4.0,0.167,away
7,0022200869,1610612738,Boston,Celtics,203488,Mike,Muscala,19850.0,21600.0,0,-9.0,0.429,away
8,0022200869,1610612738,Boston,Celtics,203488,Mike,Muscala,24720.0,31800.0,0,-4.0,0.04,away
9,0022200869,1610612738,Boston,Celtics,1627763,Malcolm,Brogdon,4170.0,14400.0,12,-6.0,0.325,away
10,0022200869,1610612738,Boston,Celtics,1627763,Malcolm,Brogdon,18630.0,31800.0,14,-15.0,0.229,away
11,0022200869,1610612738,Boston,Celtics,1628401,Derrick,White,0.0,4170.0,4,5.0,0.313,away
12,0022200869,1610612738,Boston,Celtics,1628401,Derrick,White,7156.0,18630.0,12,1.0,0.255,away
13,0022200869,1610612738,Boston,Celtics,1628401,Derrick,White,21600.0,31800.0,11,-11.0,0.333,away
14,0022200869,1610612738,Boston,Celtics,1628436,Luke,Kornet,4170.0,5130.0,0,-3.0,0.0,away
15,0022200869,1610612738,Boston,Celtics,1629057,Robert,Williams III,5130.0,7156.0,4,6.0,0.222,away
16,0022200869,1610612738,Boston,Celtics,1629057,Robert,Williams III,8930.0,9600.0,0,0.0,0.0,away
17,0022200869,1610612738,Boston,Celtics,1629057,Robert,Williams III,18630.0,22520.0,2,-11.0,0.067,away
18,0022200869,1610612738,Boston,Celtics,1629057,Robert,Williams III,23680.0,24720.0,0,-4.0,0.667,away
19,0022200869,1610612738,Boston,Celtics,1629057,Robert,Williams III,28726.0,28726.0,0,0.0,0.0,away
20,0022200869,1610612738,Boston,Celtics,1629057,Robert,Williams III,28770.0,28800.0,0,0.0,0.0,away
21,0022200869,1610612738,Boston,Celtics,1629057,Robert,Williams III,31761.0,31800.0,0,-2.0,0.0,away
22,0022200869,1610612738,Boston,Celtics,1629684,Grant,Williams,0.0,7200.0,3,8.0,0.107,away
23,0022200869,1610612738,Boston,Celtics,1629684,Grant,Williams,8930.0,19850.0,7,12.0,0.178,away
24,0022200869,1610612738,Boston,Celtics,1629684,Grant,Williams,21407.0,31800.0,2,-11.0,0.132,away
25,0022200869,1610612738,Boston,Celtics,1630202,Payton,Pritchard,4170.0,8930.0,3,-3.0,0.158,away
26,0022200869,1610612738,Boston,Celtics,1630202,Payton,Pritchard,18880.0,22520.0,3,-14.0,0.214,away
27,0022200869,1610612738,Boston,Celtics,1630573,Sam,Hauser,0.0,4170.0,3,5.0,0.063,away
28,0022200869,1610612738,Boston,Celtics,1630573,Sam,Hauser,5750.0,7200.0,0,3.0,0.167,away
29,0022200869,1610612738,Boston,Celtics,1630573,Sam,Hauser,12830.0,21407.0,4,1.0,0.132,away
