,GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,PERSON_ID,PLAYER_FIRST,PLAYER_LAST,IN_TIME_REAL,OUT_TIME_REAL,PLAYER_PTS,PT_DIFF,USG_PCT,h_a
0,0052200111,1610612741,Chicago,Bulls,201942,DeMar,DeRozan,0.0,3420.0,2,-7.0,0.25,away
1,0052200111,1610612741,Chicago,Bulls,201942,DeMar,DeRozan,4540.0,9910.0,8,-2.0,0.286,away
2,0052200111,1610612741,Chicago,Bulls,201942,DeMar,DeRozan,11340.0,19340.0,6,-9.0,0.242,away
3,0052200111,1610612741,Chicago,Bulls,201942,DeMar,DeRozan,22430.0,28800.0,7,14.0,0.217,away
4,0052200111,1610612741,Chicago,Bulls,201976,Patrick,Beverley,0.0,4540.0,0,-3.0,0.133,away
5,0052200111,1610612741,Chicago,Bulls,201976,Patrick,Beverley,9110.0,12190.0,0,-6.0,0.333,away
6,0052200111,1610612741,Chicago,Bulls,201976,Patrick,Beverley,14400.0,16250.0,0,-5.0,0.0,away
7,0052200111,1610612741,Chicago,Bulls,201976,Patrick,Beverley,22680.0,28513.0,3,13.0,0.05,away
8,0052200111,1610612741,Chicago,Bulls,201976,Patrick,Beverley,28689.0,28800.0,0,0.0,0.0,away
9,0052200111,1610612741,Chicago,Bulls,202696,Nikola,Vucevic,0.0,6667.0,6,-7.0,0.261,away
10,0052200111,1610612741,Chicago,Bulls,202696,Nikola,Vucevic,9350.0,19950.0,4,-13.0,0.167,away
11,0052200111,1610612741,Chicago,Bulls,202696,Nikola,Vucevic,22680.0,28800.0,4,14.0,0.136,away
12,0052200111,1610612741,Chicago,Bulls,203083,Andre,Drummond,6667.0,9350.0,2,4.0,0.182,away
13,0052200111,1610612741,Chicago,Bulls,203897,Zach,LaVine,0.0,4540.0,4,-3.0,0.267,away
14,0052200111,1610612741,Chicago,Bulls,203897,Zach,LaVine,7200.0,11340.0,3,-2.0,0.333,away
15,0052200111,1610612741,Chicago,Bulls,203897,Zach,LaVine,12190.0,18270.0,8,-4.0,0.308,away
16,0052200111,1610612741,Chicago,Bulls,203897,Zach,LaVine,19340.0,28800.0,24,20.0,0.457,away
17,0052200111,1610612741,Chicago,Bulls,1627884,Derrick,Jones Jr.,19950.0,22680.0,0,6.0,0.0,away
18,0052200111,1610612741,Chicago,Bulls,1627936,Alex,Caruso,0.0,5000.0,2,-1.0,0.059,away
19,0052200111,1610612741,Chicago,Bulls,1627936,Alex,Caruso,9110.0,11340.0,0,-4.0,0.0,away
20,0052200111,1610612741,Chicago,Bulls,1627936,Alex,Caruso,13490.0,14133.0,0,1.0,0.0,away
