,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Giannis,Antetokounmpo,1824,36,203507,1610612749,MIL,18,30.4
1,Malik,Beasley,1823,9,1627736,1610612749,MIL,16,30.383333333333333
2,Brook,Lopez,1745,9,201572,1610612749,MIL,12,29.083333333333332
3,Bobby,Portis,1521,13,1626171,1610612749,MIL,8,25.35
4,Jae,Crowder,1374,2,203109,1610612749,MIL,3,22.9
5,Damian,Lillard,1362,18,203081,1610612749,MIL,12,22.7
6,Pat,Connaughton,1340,5,1626192,1610612749,MIL,19,22.333333333333332
7,Patrick,Beverley,1182,5,201976,1610612749,MIL,7,19.7
8,AJ,Green,925,9,1631260,1610612749,MIL,7,15.416666666666666
9,MarJon,Beauchamp,376,3,1630699,1610612749,MIL,-3,6.266666666666667
10,Andre,Jackson Jr.,336,3,1641748,1610612749,MIL,-2,5.6
11,Thanasis,Antetokounmpo,294,0,203648,1610612749,MIL,-1,4.9
12,TyTy,Washington Jr.,166,0,1631102,1610612749,MIL,-5,2.7666666666666666
13,Chris,Livingston,132,0,1641753,1610612749,MIL,-6,2.2
14,Khris,Middleton,0,0,203114,1610612749,MIL,0,0.0
15,Nikola,Jokic,1892,29,203999,1610612743,DEN,-16,31.533333333333335
16,Michael,Porter Jr.,1848,11,1629008,1610612743,DEN,-16,30.8
17,Aaron,Gordon,1707,14,203932,1610612743,DEN,1,28.45
18,Christian,Braun,1345,7,1631128,1610612743,DEN,-7,22.416666666666668
19,Reggie,Jackson,1326,7,202704,1610612743,DEN,-1,22.1
20,Peyton,Watson,1266,5,1631212,1610612743,DEN,-9,21.1
21,Justin,Holiday,1134,5,203200,1610612743,DEN,-11,18.9
22,Jamal,Murray,1053,3,1627750,1610612743,DEN,-18,17.55
23,Collin,Gillespie,791,6,1631221,1610612743,DEN,-7,13.183333333333334
24,Kentavious,Caldwell-Pope,560,1,203484,1610612743,DEN,1,9.333333333333334
25,Zeke,Nnaji,486,2,1630192,1610612743,DEN,3,8.1
26,Julian,Strawther,399,2,1631124,1610612743,DEN,3,6.65
27,Braxton,Key,336,2,1630296,1610612743,DEN,2,5.6
28,DeAndre,Jordan,257,1,201599,1610612743,DEN,-10,4.283333333333333
29,Jay,Huff,0,0,1630643,1610612743,DEN,0,0.0
30,Vlatko,Cancar,0,0,1628427,1610612743,DEN,0,0.0
31,Jalen,Pickett,0,0,1629618,1610612743,DEN,0,0.0
32,Hunter,Tyson,0,0,1641816,1610612743,DEN,0,0.0
