,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Anthony,Davis,2199,27,203076,1610612747,LAL,12,36.65
1,LeBron,James,2122,16,2544,1610612747,LAL,16,35.36666666666667
2,Taurean,Prince,1757,11,1627752,1610612747,LAL,6,29.283333333333335
3,Max,Christie,1737,12,1631108,1610612747,LAL,19,28.95
4,D'Angelo,Russell,1582,9,1626156,1610612747,LAL,8,26.366666666666667
5,Cam,Reddish,1465,11,1629629,1610612747,LAL,-1,24.416666666666668
6,Austin,Reaves,1329,18,1630559,1610612747,LAL,15,22.15
7,Jarred,Vanderbilt,821,0,1629020,1610612747,LAL,2,13.683333333333334
8,Christian,Wood,663,1,1626174,1610612747,LAL,-6,11.05
9,Jaxson,Hayes,366,2,1629637,1610612747,LAL,-6,6.1
10,Jalen,Hood-Schifino,185,0,1641720,1610612747,LAL,-8,3.0833333333333335
11,Maxwell,Lewis,174,0,1641721,1610612747,LAL,-7,2.9
12,Rui,Hachimura,0,0,1629060,1610612747,LAL,0,0.0
13,Colin,Castleton,0,0,1630658,1610612747,LAL,0,0.0
14,Alex,Fudge,0,0,1641788,1610612747,LAL,0,0.0
15,D'Moi,Hodge,0,0,1641793,1610612747,LAL,0,0.0
16,Gabe,Vincent,0,0,1629216,1610612747,LAL,0,0.0
17,Fred,VanVleet,2374,22,1627832,1610612745,HOU,-22,39.56666666666667
18,Alperen,Sengun,2024,21,1630578,1610612745,HOU,-6,33.733333333333334
19,Dillon,Brooks,1989,10,1628415,1610612745,HOU,-14,33.15
20,Jalen,Green,1932,10,1630224,1610612745,HOU,-6,32.2
21,Jabari,Smith Jr.,1787,10,1631095,1610612745,HOU,-16,29.783333333333335
22,Tari,Eason,1188,6,1631106,1610612745,HOU,-4,19.8
23,Jae'Sean,Tate,851,2,1630256,1610612745,HOU,-8,14.183333333333334
24,Aaron,Holiday,844,11,1628988,1610612745,HOU,6,14.066666666666666
25,Jeff,Green,671,0,201145,1610612745,HOU,-12,11.183333333333334
26,Jermaine,Samuels Jr.,185,0,1631257,1610612745,HOU,8,3.0833333333333335
27,Jock,Landale,185,0,1629111,1610612745,HOU,8,3.0833333333333335
28,Cam,Whitmore,185,5,1641715,1610612745,HOU,8,3.0833333333333335
29,Nate,Hinton,185,0,1630207,1610612745,HOU,8,3.0833333333333335
30,Reggie,Bullock Jr.,0,0,203493,1610612745,HOU,0,0.0
31,Boban,Marjanovic,0,0,1626246,1610612745,HOU,0,0.0
32,Victor,Oladipo,0,0,203506,1610612745,HOU,0,0.0
33,Amen,Thompson,0,0,1641708,1610612745,HOU,0,0.0
34,Nate,Williams,0,0,1631466,1610612745,HOU,0,0.0
