,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Max,Strus,2338,27,1629622,1610612739,CLE,13,38.96666666666667
1,Donovan,Mitchell,2144,27,1628378,1610612739,CLE,7,35.733333333333334
2,Evan,Mobley,2017,10,1630596,1610612739,CLE,3,33.61666666666667
3,Darius,Garland,1940,15,1629636,1610612739,CLE,6,32.333333333333336
4,Isaac,Okoro,1898,18,1630171,1610612739,CLE,5,31.633333333333333
5,Caris,LeVert,1882,11,1627747,1610612739,CLE,-6,31.366666666666667
6,Georges,Niang,1186,0,1627777,1610612739,CLE,-9,19.766666666666666
7,Damian,Jones,665,4,1627745,1610612739,CLE,-7,11.083333333333334
8,Ty,Jerome,330,2,1629660,1610612739,CLE,-7,5.5
9,Emoni,Bates,0,0,1641734,1610612739,CLE,0,0.0
10,Sam,Merrill,0,0,1630241,1610612739,CLE,0,0.0
11,Isaiah,Mobley,0,0,1630600,1610612739,CLE,0,0.0
12,Tristan,Thompson,0,0,202684,1610612739,CLE,0,0.0
13,Jarrett,Allen,0,0,1628386,1610612739,CLE,0,0.0
14,Craig,Porter,0,0,1641854,1610612739,CLE,0,0.0
15,Ricky,Rubio,0,0,201937,1610612739,CLE,0,0.0
16,Dean,Wade,0,0,1629731,1610612739,CLE,0,0.0
17,Mikal,Bridges,2111,20,1628969,1610612751,BKN,-3,35.18333333333333
18,Nic,Claxton,1697,7,1629651,1610612751,BKN,-12,28.283333333333335
19,Dorian,Finney-Smith,1668,10,1627827,1610612751,BKN,7,27.8
20,Cameron,Johnson,1568,12,1629661,1610612751,BKN,-1,26.133333333333333
21,Cam,Thomas,1508,36,1630560,1610612751,BKN,5,25.133333333333333
22,Spencer,Dinwiddie,1437,5,203915,1610612751,BKN,-10,23.95
23,Ben,Simmons,1379,4,1627732,1610612751,BKN,-6,22.983333333333334
24,Royce,O'Neale,1368,5,1626220,1610612751,BKN,8,22.8
25,Dennis,Smith Jr.,950,10,1628372,1610612751,BKN,5,15.833333333333334
26,Day'Ron,Sharpe,714,4,1630549,1610612751,BKN,2,11.9
27,Noah,Clowney,0,0,1641730,1610612751,BKN,0,0.0
28,Harry,Giles III,0,0,1628385,1610612751,BKN,0,0.0
29,Lonnie,Walker IV,0,0,1629022,1610612751,BKN,0,0.0
30,Trendon,Watford,0,0,1630570,1610612751,BKN,0,0.0
31,Armoni,Brooks,0,0,1629717,1610612751,BKN,0,0.0
32,Dariq,Whitehead,0,0,1641727,1610612751,BKN,0,0.0
33,Jalen,Wilson,0,0,1630592,1610612751,BKN,0,0.0
