,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Donovan,Mitchell,1805,27,1628378,1610612739,CLE,17,30.083333333333332
1,Jarrett,Allen,1777,14,1628386,1610612739,CLE,17,29.616666666666667
2,Darius,Garland,1717,14,1629636,1610612739,CLE,23,28.616666666666667
3,Evan,Mobley,1540,14,1630596,1610612739,CLE,25,25.666666666666668
4,Isaac,Okoro,1423,8,1630171,1610612739,CLE,6,23.716666666666665
5,Georges,Niang,1399,13,1627777,1610612739,CLE,1,23.316666666666666
6,Caris,LeVert,1385,4,1627747,1610612739,CLE,8,23.083333333333332
7,Max,Strus,1281,6,1629622,1610612739,CLE,20,21.35
8,Dean,Wade,987,9,1629731,1610612739,CLE,-4,16.45
9,Sam,Merrill,704,9,1630241,1610612739,CLE,-6,11.733333333333333
10,Craig,Porter Jr.,191,0,1641854,1610612739,CLE,4,3.183333333333333
11,Damian,Jones,191,0,1627745,1610612739,CLE,4,3.183333333333333
12,Emoni,Bates,0,0,1641734,1610612739,CLE,0,0.0
13,Ty,Jerome,0,0,1629660,1610612739,CLE,0,0.0
14,Isaiah,Mobley,0,0,1630600,1610612739,CLE,0,0.0
15,Tristan,Thompson,0,0,202684,1610612739,CLE,0,0.0
16,Jalen,Wilson,2378,8,1630592,1610612751,BKN,-16,39.63333333333333
17,Mikal,Bridges,2121,26,1628969,1610612751,BKN,-28,35.35
18,Cam,Thomas,1821,17,1630560,1610612751,BKN,-24,30.35
19,Trendon,Watford,1589,15,1630570,1610612751,BKN,1,26.483333333333334
20,Dennis,Smith Jr.,1559,6,1628372,1610612751,BKN,6,25.983333333333334
21,Nic,Claxton,1508,6,1629651,1610612751,BKN,-18,25.133333333333333
22,Noah,Clowney,1372,8,1641730,1610612751,BKN,-5,22.866666666666667
23,Ben,Simmons,1192,6,1627732,1610612751,BKN,-26,19.866666666666667
24,Keon,Johnson,860,3,1630553,1610612751,BKN,-5,14.333333333333334
25,Dorian,Finney-Smith,0,0,1627827,1610612751,BKN,0,0.0
26,Cameron,Johnson,0,0,1629661,1610612751,BKN,0,0.0
27,Lonnie,Walker IV,0,0,1629022,1610612751,BKN,0,0.0
28,Royce,O'Neale,0,0,1626220,1610612751,BKN,0,0.0
29,Dennis,Schroder,0,0,203471,1610612751,BKN,0,0.0
30,Day'Ron,Sharpe,0,0,1630549,1610612751,BKN,0,0.0
31,Dariq,Whitehead,0,0,1641727,1610612751,BKN,0,0.0
32,Thaddeus,Young,0,0,201152,1610612751,BKN,0,0.0
