,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Kevin,Durant,2354,20,201142,1610612756,PHX,-9,39.233333333333334
1,Devin,Booker,2298,62,1626164,1610612756,PHX,1,38.3
2,Grayson,Allen,2240,11,1628960,1610612756,PHX,-8,37.333333333333336
3,Bradley,Beal,2062,12,203078,1610612756,PHX,-4,34.36666666666667
4,Eric,Gordon,1825,14,201569,1610612756,PHX,0,30.416666666666668
5,Jusuf,Nurkic,1208,2,203994,1610612756,PHX,-3,20.133333333333333
6,Drew,Eubanks,956,8,1629234,1610612756,PHX,12,15.933333333333334
7,Josh,Okogie,786,0,1629006,1610612756,PHX,-1,13.1
8,Keita,Bates-Diop,526,2,1628966,1610612756,PHX,7,8.766666666666667
9,Chimezie,Metu,145,0,1629002,1610612756,PHX,-5,2.4166666666666665
10,Jordan,Goodwin,0,0,1630692,1610612756,PHX,0,0.0
11,Nassir,Little,0,0,1629642,1610612756,PHX,0,0.0
12,Yuta,Watanabe,0,0,1629139,1610612756,PHX,0,0.0
13,Udoka,Azubuike,0,0,1628962,1610612756,PHX,0,0.0
14,Bol,Bol,0,0,1629626,1610612756,PHX,0,0.0
15,Damion,Lee,0,0,1627814,1610612756,PHX,0,0.0
16,Saben,Lee,0,0,1630240,1610612756,PHX,0,0.0
17,Theo,Maledon,0,0,1630177,1610612756,PHX,0,0.0
18,Aaron,Nesmith,2037,22,1630174,1610612754,IND,7,33.95
19,Obi,Toppin,1998,23,1630167,1610612754,IND,7,33.3
20,Pascal,Siakam,1964,31,1627783,1610612754,IND,9,32.733333333333334
21,Andrew,Nembhard,1774,22,1629614,1610612754,IND,7,29.566666666666666
22,Bennedict,Mathurin,1285,11,1631097,1610612754,IND,-2,21.416666666666668
23,Jalen,Smith,1225,13,1630188,1610612754,IND,-5,20.416666666666668
24,T.J.,McConnell,1106,2,204456,1610612754,IND,-5,18.433333333333334
25,Ben,Sheppard,1082,2,1641767,1610612754,IND,-1,18.033333333333335
26,Myles,Turner,1069,5,1626167,1610612754,IND,-2,17.816666666666666
27,Buddy,Hield,860,2,1627741,1610612754,IND,-5,14.333333333333334
28,Kendall,Brown,0,0,1631112,1610612754,IND,0,0.0
29,Isaiah,Jackson,0,0,1630543,1610612754,IND,0,0.0
30,James,Johnson,0,0,201949,1610612754,IND,0,0.0
31,Oscar,Tshiebwe,0,0,1631131,1610612754,IND,0,0.0
32,Jarace,Walker,0,0,1641716,1610612754,IND,0,0.0
33,Tyrese,Haliburton,0,0,1630169,1610612754,IND,0,0.0
34,Isaiah,Wong,0,0,1631209,1610612754,IND,0,0.0
