,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,LeBron,James,2407,33,2544,1610612747,LAL,-4,40.11666666666667
1,Taurean,Prince,2216,15,1627752,1610612747,LAL,5,36.93333333333333
2,Anthony,Davis,2205,37,203076,1610612747,LAL,0,36.75
3,Austin,Reaves,1908,22,1630559,1610612747,LAL,4,31.8
4,Rui,Hachimura,1711,7,1629060,1610612747,LAL,-3,28.516666666666666
5,D'Angelo,Russell,1501,7,1626156,1610612747,LAL,-6,25.016666666666666
6,Cam,Reddish,1330,4,1629629,1610612747,LAL,-10,22.166666666666668
7,Jaxson,Hayes,765,0,1629637,1610612747,LAL,-1,12.75
8,Max,Christie,357,0,1631108,1610612747,LAL,5,5.95
9,Jarred,Vanderbilt,0,0,1629020,1610612747,LAL,0,0.0
10,Gabe,Vincent,0,0,1629216,1610612747,LAL,0,0.0
11,Christian,Wood,0,0,1626174,1610612747,LAL,0,0.0
12,Colin,Castleton,0,0,1630658,1610612747,LAL,0,0.0
13,Alex,Fudge,0,0,1641788,1610612747,LAL,0,0.0
14,D'Moi,Hodge,0,0,1641793,1610612747,LAL,0,0.0
15,Jalen,Hood-Schifino,0,0,1641720,1610612747,LAL,0,0.0
16,Maxwell,Lewis,0,0,1641721,1610612747,LAL,0,0.0
17,Luka,Doncic,2601,33,1629029,1610612742,DAL,10,43.35
18,Grant,Williams,2405,19,1629684,1610612742,DAL,7,40.083333333333336
19,Tim,Hardaway Jr.,2219,32,203501,1610612742,DAL,-6,36.983333333333334
20,Dante,Exum,2153,26,203957,1610612742,DAL,7,35.88333333333333
21,Dereck,Lively II,1803,8,1641726,1610612742,DAL,8,30.05
22,Jaden,Hardy,1141,2,1630702,1610612742,DAL,0,19.016666666666666
23,Richaun,Holmes,901,4,1626158,1610612742,DAL,-4,15.016666666666667
24,Seth,Curry,718,3,203552,1610612742,DAL,4,11.966666666666667
25,Markieff,Morris,381,0,202693,1610612742,DAL,-10,6.35
26,Olivier-Maxence,Prosper,76,0,1641765,1610612742,DAL,-3,1.2666666666666666
27,A.J.,Lawson,2,0,1630639,1610612742,DAL,-3,0.03333333333333333
28,Greg,Brown III,0,0,1630535,1610612742,DAL,0,0.0
29,Dexter,Dennis,0,0,1641926,1610612742,DAL,0,0.0
30,Dwight,Powell,0,0,203939,1610612742,DAL,0,0.0
31,Josh,Green,0,0,1630182,1610612742,DAL,0,0.0
32,Kyrie,Irving,0,0,202681,1610612742,DAL,0,0.0
33,Derrick,Jones Jr.,0,0,1627884,1610612742,DAL,0,0.0
34,Maxi,Kleber,0,0,1628467,1610612742,DAL,0,0.0
