,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Herbert,Jones,2208,17,1630529,1610612740,NOP,36,36.8
1,Zion,Williamson,2097,27,1629627,1610612740,NOP,17,34.95
2,Trey,Murphy III,2062,13,1630530,1610612740,NOP,20,34.36666666666667
3,CJ,McCollum,1878,28,203468,1610612740,NOP,25,31.3
4,Jonas,Valanciunas,1648,20,202685,1610612740,NOP,9,27.466666666666665
5,Jose,Alvarado,1211,11,1630631,1610612740,NOP,-2,20.183333333333334
6,Naji,Marshall,1193,6,1630230,1610612740,NOP,4,19.883333333333333
7,Jordan,Hawkins,1025,3,1641722,1610612740,NOP,-6,17.083333333333332
8,Larry,Nance Jr.,700,0,1626204,1610612740,NOP,4,11.666666666666666
9,Matt,Ryan,126,0,1630346,1610612740,NOP,1,2.1
10,Cody,Zeller,126,2,203469,1610612740,NOP,1,2.1
11,Jeremiah,Robinson-Earl,126,0,1630526,1610612740,NOP,1,2.1
12,Jalen,Crutcher,0,0,1630622,1610612740,NOP,0,0.0
13,Dyson,Daniels,0,0,1630700,1610612740,NOP,0,0.0
14,Malcolm,Hill,0,0,1630792,1610612740,NOP,0,0.0
15,Brandon,Ingram,0,0,1627742,1610612740,NOP,0,0.0
16,E.J.,Liddell,0,0,1630604,1610612740,NOP,0,0.0
17,Dereon,Seabron,0,0,1631220,1610612740,NOP,0,0.0
18,Fred,VanVleet,1826,7,1627832,1610612745,HOU,-21,30.433333333333334
19,Amen,Thompson,1655,22,1641708,1610612745,HOU,-5,27.583333333333332
20,Dillon,Brooks,1638,7,1628415,1610612745,HOU,-8,27.3
21,Alperen,Sengun,1628,20,1630578,1610612745,HOU,-15,27.133333333333333
22,Jabari,Smith Jr.,1598,9,1631095,1610612745,HOU,-20,26.633333333333333
23,Cam,Whitmore,1467,13,1641715,1610612745,HOU,-10,24.45
24,Jalen,Green,1418,10,1630224,1610612745,HOU,-17,23.633333333333333
25,Jock,Landale,720,2,1629111,1610612745,HOU,0,12.0
26,Jae'Sean,Tate,720,4,1630256,1610612745,HOU,0,12.0
27,Reggie,Bullock Jr.,593,3,203493,1610612745,HOU,4,9.883333333333333
28,Jeff,Green,547,8,201145,1610612745,HOU,-7,9.116666666666667
29,Aaron,Holiday,464,0,1628988,1610612745,HOU,-10,7.733333333333333
30,Nate,Williams,126,0,1631466,1610612745,HOU,-1,2.1
31,Boban,Marjanovic,0,0,1626246,1610612745,HOU,0,0.0
32,Steven,Adams,0,0,203500,1610612745,HOU,0,0.0
33,Tari,Eason,0,0,1631106,1610612745,HOU,0,0.0
34,Nate,Hinton,0,0,1630207,1610612745,HOU,0,0.0
35,Jermaine,Samuels Jr.,0,0,1631257,1610612745,HOU,0,0.0
