,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Jalen,Brunson,2169,25,1628973,1610612752,NYK,-16,36.15
1,Julius,Randle,2013,21,203944,1610612752,NYK,-13,33.55
2,Mitchell,Robinson,1827,10,1629011,1610612752,NYK,-11,30.45
3,Donte,DiVincenzo,1534,7,1628978,1610612752,NYK,3,25.566666666666666
4,Quentin,Grimes,1487,0,1629656,1610612752,NYK,-18,24.783333333333335
5,Josh,Hart,1449,4,1628404,1610612752,NYK,-5,24.15
6,RJ,Barrett,1318,14,1629628,1610612752,NYK,-13,21.966666666666665
7,Immanuel,Quickley,1029,15,1630193,1610612752,NYK,-6,17.15
8,Isaiah,Hartenstein,868,2,1628392,1610612752,NYK,-6,14.466666666666667
9,DaQuan,Jeffries,185,0,1629610,1610612752,NYK,0,3.0833333333333335
10,Jericho,Sims,185,2,1630579,1610612752,NYK,0,3.0833333333333335
11,Ryan,Arcidiacono,185,0,1627853,1610612752,NYK,0,3.0833333333333335
12,Miles,McBride,151,0,1630540,1610612752,NYK,0,2.5166666666666666
13,Charlie,Brown Jr.,0,0,1629718,1610612752,NYK,0,0.0
14,Evan,Fournier,0,0,203095,1610612752,NYK,0,0.0
15,Jacob,Toppin,0,0,1631210,1610612752,NYK,0,0.0
16,Duane,Washington Jr.,0,0,1630613,1610612752,NYK,0,0.0
17,Dylan,Windler,0,0,1629685,1610612752,NYK,0,0.0
18,Anthony,Edwards,2348,23,1630162,1610612750,MIN,9,39.13333333333333
19,Karl-Anthony,Towns,2145,20,1626157,1610612750,MIN,14,35.75
20,Nickeil,Alexander-Walker,1985,11,1629638,1610612750,MIN,15,33.083333333333336
21,Mike,Conley,1675,11,201144,1610612750,MIN,20,27.916666666666668
22,Rudy,Gobert,1583,16,203497,1610612750,MIN,16,26.383333333333333
23,Kyle,Anderson,1385,9,203937,1610612750,MIN,3,23.083333333333332
24,Naz,Reid,1094,10,1629675,1610612750,MIN,3,18.233333333333334
25,Troy,Brown Jr.,994,5,1628972,1610612750,MIN,2,16.566666666666666
26,Shake,Milton,841,6,1629003,1610612750,MIN,0,14.016666666666667
27,Jaden,McDaniels,270,4,1630183,1610612750,MIN,1,4.5
28,Josh,Minott,80,2,1631169,1610612750,MIN,2,1.3333333333333333
29,Jordan,McLaughlin,0,0,1629162,1610612750,MIN,0,0.0
30,Jaylen,Clark,0,0,1641740,1610612750,MIN,0,0.0
31,Luka,Garza,0,0,1630568,1610612750,MIN,0,0.0
32,Leonard,Miller,0,0,1631159,1610612750,MIN,0,0.0
33,Wendell,Moore Jr.,0,0,1631111,1610612750,MIN,0,0.0
34,Daishen,Nix,0,0,1630227,1610612750,MIN,0,0.0
