,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Julius,Randle,2316,35,203944,1610612752,NYK,13,38.6
1,Jalen,Brunson,2299,31,1628973,1610612752,NYK,31,38.31666666666667
2,Isaiah,Hartenstein,2195,10,1628392,1610612752,NYK,32,36.583333333333336
3,OG,Anunoby,2064,11,1628384,1610612752,NYK,35,34.4
4,Josh,Hart,1524,3,1628404,1610612752,NYK,2,25.4
5,Donte,DiVincenzo,1500,11,1628978,1610612752,NYK,18,25.0
6,Quentin,Grimes,1100,8,1629656,1610612752,NYK,-20,18.333333333333332
7,Precious,Achiuwa,685,4,1630173,1610612752,NYK,-16,11.416666666666666
8,Miles,McBride,581,3,1630540,1610612752,NYK,-15,9.683333333333334
9,Jericho,Sims,68,0,1630579,1610612752,NYK,0,1.1333333333333333
10,Ryan,Arcidiacono,68,0,1627853,1610612752,NYK,0,1.1333333333333333
11,Evan,Fournier,0,0,203095,1610612752,NYK,0,0.0
12,Taj,Gibson,0,0,201959,1610612752,NYK,0,0.0
13,Charlie,Brown Jr.,0,0,1629718,1610612752,NYK,0,0.0
14,Malachi,Flynn,0,0,1630201,1610612752,NYK,0,0.0
15,Mitchell,Robinson,0,0,1629011,1610612752,NYK,0,0.0
16,Jacob,Toppin,0,0,1631210,1610612752,NYK,0,0.0
17,DeMar,DeRozan,2310,28,201942,1610612741,CHI,-25,38.5
18,Coby,White,2262,26,1629632,1610612741,CHI,-23,37.7
19,Alex,Caruso,1957,13,1627936,1610612741,CHI,-11,32.61666666666667
20,Ayo,Dosunmu,1883,7,1630245,1610612741,CHI,-11,31.383333333333333
21,Andre,Drummond,1827,13,203083,1610612741,CHI,-15,30.45
22,Patrick,Williams,1609,5,1630172,1610612741,CHI,-14,26.816666666666666
23,Terry,Taylor,943,4,1630678,1610612741,CHI,0,15.716666666666667
24,Jevon,Carter,936,2,1628975,1610612741,CHI,13,15.6
25,Dalen,Terry,502,2,1631207,1610612741,CHI,6,8.366666666666667
26,Julian,Phillips,103,0,1641763,1610612741,CHI,0,1.7166666666666666
27,Adama,Sanogo,68,0,1641766,1610612741,CHI,0,1.1333333333333333
28,Torrey,Craig,0,0,1628470,1610612741,CHI,0,0.0
29,Lonzo,Ball,0,0,1628366,1610612741,CHI,0,0.0
30,Onuralp,Bitim,0,0,1641931,1610612741,CHI,0,0.0
31,Henri,Drell,0,0,1630929,1610612741,CHI,0,0.0
32,Zach,LaVine,0,0,203897,1610612741,CHI,0,0.0
33,Nikola,Vucevic,0,0,202696,1610612741,CHI,0,0.0
