,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Ayo,Dosunmu,2409,12,1630245,1610612741,CHI,14,40.15
1,Coby,White,2390,22,1629632,1610612741,CHI,0,39.833333333333336
2,DeMar,DeRozan,2251,17,201942,1610612741,CHI,18,37.516666666666666
3,Zach,LaVine,1795,15,203897,1610612741,CHI,4,29.916666666666668
4,Nikola,Vucevic,1495,11,202696,1610612741,CHI,5,24.916666666666668
5,Andre,Drummond,1385,7,203083,1610612741,CHI,8,23.083333333333332
6,Dalen,Terry,1261,8,1631207,1610612741,CHI,6,21.016666666666666
7,Jevon,Carter,867,7,1628975,1610612741,CHI,5,14.45
8,Terry,Taylor,547,5,1630678,1610612741,CHI,5,9.116666666666667
9,Alex,Caruso,0,0,1627936,1610612741,CHI,0,0.0
10,Torrey,Craig,0,0,1628470,1610612741,CHI,0,0.0
11,Julian,Phillips,0,0,1641763,1610612741,CHI,0,0.0
12,Lonzo,Ball,0,0,1628366,1610612741,CHI,0,0.0
13,Onuralp,Bitim,0,0,1641931,1610612741,CHI,0,0.0
14,Henri,Drell,0,0,1630929,1610612741,CHI,0,0.0
15,Adama,Sanogo,0,0,1641766,1610612741,CHI,0,0.0
16,Patrick,Williams,0,0,1630172,1610612741,CHI,0,0.0
17,Miles,Bridges,2518,28,1628970,1610612766,CHA,-9,41.96666666666667
18,Terry,Rozier,2184,15,1626179,1610612766,CHA,-10,36.4
19,Cody,Martin,2151,13,1628998,1610612766,CHA,-14,35.85
20,Nick,Richards,1620,4,1630208,1610612766,CHA,-4,27.0
21,Brandon,Miller,1366,9,1641706,1610612766,CHA,3,22.766666666666666
22,Nathan,Mensah,1026,4,1641877,1610612766,CHA,-5,17.1
23,Ish,Smith,970,6,202397,1610612766,CHA,-8,16.166666666666668
24,Nick,Smith Jr.,960,10,1641733,1610612766,CHA,-9,16.0
25,JT,Thor,959,2,1630550,1610612766,CHA,-6,15.983333333333333
26,P.J.,Washington,364,0,1629023,1610612766,CHA,-1,6.066666666666666
27,Bryce,McGowens,282,0,1631121,1610612766,CHA,-2,4.7
28,James,Bouknight,0,0,1630547,1610612766,CHA,0,0.0
29,Amari,Bailey,0,0,1641735,1610612766,CHA,0,0.0
30,LaMelo,Ball,0,0,1630163,1610612766,CHA,0,0.0
31,Leaky,Black,0,0,1641778,1610612766,CHA,0,0.0
32,Gordon,Hayward,0,0,202330,1610612766,CHA,0,0.0
33,Frank,Ntilikina,0,0,1628373,1610612766,CHA,0,0.0
34,Mark,Williams,0,0,1631109,1610612766,CHA,0,0.0
