,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Kevin,Durant,2075,41,201142,1610612756,PHX,7,34.583333333333336
1,Eric,Gordon,1864,21,201569,1610612756,PHX,23,31.066666666666666
2,Grayson,Allen,1773,14,1628960,1610612756,PHX,6,29.55
3,Josh,Okogie,1734,10,1629006,1610612756,PHX,9,28.9
4,Jusuf,Nurkic,1661,6,203994,1610612756,PHX,13,27.683333333333334
5,Jordan,Goodwin,1259,8,1630692,1610612756,PHX,12,20.983333333333334
6,Yuta,Watanabe,1214,6,1629139,1610612756,PHX,13,20.233333333333334
7,Keita,Bates-Diop,1193,0,1628966,1610612756,PHX,1,19.883333333333333
8,Drew,Eubanks,1064,8,1629234,1610612756,PHX,6,17.733333333333334
9,Bol,Bol,155,2,1629626,1610612756,PHX,-5,2.5833333333333335
10,Udoka,Azubuike,155,0,1628962,1610612756,PHX,-5,2.5833333333333335
11,Saben,Lee,155,4,1630240,1610612756,PHX,-5,2.5833333333333335
12,Chimezie,Metu,98,0,1629002,1610612756,PHX,-5,1.6333333333333333
13,Nassir,Little,0,0,1629642,1610612756,PHX,0,0.0
14,Bradley,Beal,0,0,203078,1610612756,PHX,0,0.0
15,Devin,Booker,0,0,1626164,1610612756,PHX,0,0.0
16,Damion,Lee,0,0,1627814,1610612756,PHX,0,0.0
17,Cade,Cunningham,2315,26,1630595,1610612765,DET,-21,38.583333333333336
18,Ausar,Thompson,2287,14,1641709,1610612765,DET,-13,38.11666666666667
19,Isaiah,Stewart,2060,8,1630191,1610612765,DET,-10,34.333333333333336
20,Killian,Hayes,2043,13,1630165,1610612765,DET,-22,34.05
21,Jalen,Duren,1865,12,1631105,1610612765,DET,-19,31.083333333333332
22,Marcus,Sasser,1787,22,1631204,1610612765,DET,3,29.783333333333335
23,Joe,Harris,785,0,203925,1610612765,DET,-5,13.083333333333334
24,Marvin,Bagley III,680,11,1628963,1610612765,DET,7,11.333333333333334
25,Stanley,Umude,268,0,1630649,1610612765,DET,0,4.466666666666667
26,Jared,Rhoden,155,0,1631197,1610612765,DET,5,2.5833333333333335
27,Malcolm,Cazalon,155,0,1630608,1610612765,DET,5,2.5833333333333335
28,Jaden,Ivey,0,0,1631093,1610612765,DET,0,0.0
29,James,Wiseman,0,0,1630164,1610612765,DET,0,0.0
30,Bojan,Bogdanovic,0,0,202711,1610612765,DET,0,0.0
31,Alec,Burks,0,0,202692,1610612765,DET,0,0.0
32,Isaiah,Livers,0,0,1630587,1610612765,DET,0,0.0
33,Monte,Morris,0,0,1628420,1610612765,DET,0,0.0
