,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Tyus,Jones,2025,16,1626145,1610612764,WAS,-29,33.75
1,Jordan,Poole,1874,14,1629673,1610612764,WAS,-17,31.233333333333334
2,Deni,Avdija,1845,11,1630166,1610612764,WAS,9,30.75
3,Daniel,Gafford,1805,10,1629655,1610612764,WAS,-16,30.083333333333332
4,Kyle,Kuzma,1745,17,1628398,1610612764,WAS,-19,29.083333333333332
5,Bilal,Coulibaly,1178,10,1641731,1610612764,WAS,15,19.633333333333333
6,Danilo,Gallinari,1075,9,201568,1610612764,WAS,9,17.916666666666668
7,Landry,Shamet,1017,11,1629013,1610612764,WAS,-3,16.95
8,Corey,Kispert,981,15,1630557,1610612764,WAS,-6,16.35
9,Delon,Wright,855,4,1626153,1610612764,WAS,22,14.25
10,Patrick,Baldwin Jr.,0,0,1631116,1610612764,WAS,0,0.0
11,Johnny,Davis,0,0,1631098,1610612764,WAS,0,0.0
12,Anthony,Gill,0,0,1630264,1610612764,WAS,0,0.0
13,Mike,Muscala,0,0,203488,1610612764,WAS,0,0.0
14,Ryan,Rollins,0,0,1631157,1610612764,WAS,0,0.0
15,Jared,Butler,0,0,1630215,1610612764,WAS,0,0.0
16,John,Butler Jr.,0,0,1631219,1610612764,WAS,0,0.0
17,Eugene,Omoruyi,0,0,1630647,1610612764,WAS,0,0.0
18,P.J.,Washington,2270,11,1629023,1610612766,CHA,-1,37.833333333333336
19,LaMelo,Ball,2264,25,1630163,1610612766,CHA,0,37.733333333333334
20,Gordon,Hayward,2161,27,202330,1610612766,CHA,16,36.016666666666666
21,Brandon,Miller,1895,12,1641706,1610612766,CHA,3,31.583333333333332
22,Mark,Williams,1786,21,1631109,1610612766,CHA,19,29.766666666666666
23,JT,Thor,1220,7,1630550,1610612766,CHA,17,20.333333333333332
24,Nick,Richards,1094,15,1630208,1610612766,CHA,-12,18.233333333333334
25,Theo,Maledon,935,4,1630177,1610612766,CHA,1,15.583333333333334
26,Bryce,McGowens,775,2,1631121,1610612766,CHA,-8,12.916666666666666
27,Amari,Bailey,0,0,1641735,1610612766,CHA,0,0.0
28,Leaky,Black,0,0,1641778,1610612766,CHA,0,0.0
29,Ish,Smith,0,0,202397,1610612766,CHA,0,0.0
30,Nick,Smith Jr.,0,0,1641733,1610612766,CHA,0,0.0
31,James,Bouknight,0,0,1630547,1610612766,CHA,0,0.0
32,Miles,Bridges,0,0,1628970,1610612766,CHA,0,0.0
33,Cody,Martin,0,0,1628998,1610612766,CHA,0,0.0
34,Frank,Ntilikina,0,0,1628373,1610612766,CHA,0,0.0
35,Terry,Rozier,0,0,1626179,1610612766,CHA,0,0.0
