,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Jalen,Brunson,2446,28,1628973,1610612752,NYK,-17,40.766666666666666
1,Julius,Randle,2363,28,203944,1610612752,NYK,-6,39.38333333333333
2,Josh,Hart,2258,10,1628404,1610612752,NYK,-19,37.63333333333333
3,Donte,DiVincenzo,2159,38,1628978,1610612752,NYK,-17,35.983333333333334
4,Isaiah,Hartenstein,1970,2,1628392,1610612752,NYK,-4,32.833333333333336
5,Miles,McBride,1055,5,1630540,1610612752,NYK,7,17.583333333333332
6,Evan,Fournier,1044,10,203095,1610612752,NYK,-13,17.4
7,Taj,Gibson,845,2,201959,1610612752,NYK,-13,14.083333333333334
8,Jacob,Toppin,65,0,1631210,1610612752,NYK,3,1.0833333333333333
9,Dmytro,Skapintsev,65,0,1631376,1610612752,NYK,3,1.0833333333333333
10,Charlie,Brown Jr.,65,3,1629718,1610612752,NYK,3,1.0833333333333333
11,Ryan,Arcidiacono,65,0,1627853,1610612752,NYK,3,1.0833333333333333
12,Jericho,Sims,0,0,1630579,1610612752,NYK,0,0.0
13,Precious,Achiuwa,0,0,1630173,1610612752,NYK,0,0.0
14,OG,Anunoby,0,0,1628384,1610612752,NYK,0,0.0
15,Malachi,Flynn,0,0,1630201,1610612752,NYK,0,0.0
16,Quentin,Grimes,0,0,1629656,1610612752,NYK,0,0.0
17,DaQuan,Jeffries,0,0,1629610,1610612752,NYK,0,0.0
18,Mitchell,Robinson,0,0,1629011,1610612752,NYK,0,0.0
19,Tyrese,Haliburton,2143,22,1630169,1610612754,IND,19,35.71666666666667
20,Andrew,Nembhard,2009,14,1629614,1610612754,IND,20,33.483333333333334
21,Myles,Turner,1855,28,1626167,1610612754,IND,17,30.916666666666668
22,Aaron,Nesmith,1837,25,1630174,1610612754,IND,10,30.616666666666667
23,Bennedict,Mathurin,1532,20,1631097,1610612754,IND,11,25.533333333333335
24,Jalen,Smith,1246,9,1630188,1610612754,IND,3,20.766666666666666
25,Obi,Toppin,1196,9,1630167,1610612754,IND,2,19.933333333333334
26,Buddy,Hield,1099,6,1627741,1610612754,IND,4,18.316666666666666
27,T.J.,McConnell,737,5,204456,1610612754,IND,-5,12.283333333333333
28,Isaiah,Jackson,551,2,1630543,1610612754,IND,-2,9.183333333333334
29,Jarace,Walker,65,0,1641716,1610612754,IND,-3,1.0833333333333333
30,Jordan,Nwora,65,0,1629670,1610612754,IND,-3,1.0833333333333333
31,Ben,Sheppard,65,0,1641767,1610612754,IND,-3,1.0833333333333333
32,James,Johnson,0,0,201949,1610612754,IND,0,0.0
33,Bruce,Brown,0,0,1628971,1610612754,IND,0,0.0
34,Kendall,Brown,0,0,1631112,1610612754,IND,0,0.0
35,Oscar,Tshiebwe,0,0,1631131,1610612754,IND,0,0.0
36,Isaiah,Wong,0,0,1631209,1610612754,IND,0,0.0
