,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Scottie,Barnes,2223,17,1630567,1610612761,TOR,2,37.05
1,Pascal,Siakam,2046,15,1627783,1610612761,TOR,7,34.1
2,O.G.,Anunoby,2028,20,1628384,1610612761,TOR,6,33.8
3,Dennis,Schroder,1953,22,203471,1610612761,TOR,10,32.55
4,Gary,Trent Jr.,1602,5,1629018,1610612761,TOR,3,26.7
5,Precious,Achiuwa,1457,8,1630173,1610612761,TOR,-5,24.283333333333335
6,Jakob,Poeltl,1423,7,1627751,1610612761,TOR,8,23.716666666666665
7,Jalen,McDaniels,968,0,1629667,1610612761,TOR,-3,16.133333333333333
8,Malachi,Flynn,573,3,1630201,1610612761,TOR,-14,9.55
9,Gradey,Dick,127,0,1641711,1610612761,TOR,1,2.1166666666666667
10,Chris,Boucher,0,0,1628449,1610612761,TOR,0,0.0
11,Otto,Porter Jr.,0,0,203490,1610612761,TOR,0,0.0
12,Garrett,Temple,0,0,202066,1610612761,TOR,0,0.0
13,Thaddeus,Young,0,0,201152,1610612761,TOR,0,0.0
14,Javon,Freeman-Liberty,0,0,1631241,1610612761,TOR,0,0.0
15,Ron,Harper Jr.,0,0,1631199,1610612761,TOR,0,0.0
16,Christian,Koloko,0,0,1631132,1610612761,TOR,0,0.0
17,Markquis,Nowell,0,0,1641806,1610612761,TOR,0,0.0
18,Anthony,Edwards,2298,26,1630162,1610612750,MIN,0,38.3
19,Karl-Anthony,Towns,2158,19,1626157,1610612750,MIN,-1,35.96666666666667
20,Rudy,Gobert,1920,15,203497,1610612750,MIN,-11,32.0
21,Mike,Conley,1830,11,201144,1610612750,MIN,-6,30.5
22,Kyle,Anderson,1819,7,203937,1610612750,MIN,15,30.316666666666666
23,Naz,Reid,1426,10,1629675,1610612750,MIN,1,23.766666666666666
24,Nickeil,Alexander-Walker,1358,2,1629638,1610612750,MIN,-17,22.633333333333333
25,Shake,Milton,1276,4,1629003,1610612750,MIN,3,21.266666666666666
26,Troy,Brown Jr.,315,0,1628972,1610612750,MIN,1,5.25
27,Luka,Garza,0,0,1630568,1610612750,MIN,0,0.0
28,Jordan,McLaughlin,0,0,1629162,1610612750,MIN,0,0.0
29,Leonard,Miller,0,0,1631159,1610612750,MIN,0,0.0
30,Josh,Minott,0,0,1631169,1610612750,MIN,0,0.0
31,Wendell,Moore Jr.,0,0,1631111,1610612750,MIN,0,0.0
32,Daishen,Nix,0,0,1630227,1610612750,MIN,0,0.0
33,Jaylen,Clark,0,0,1641740,1610612750,MIN,0,0.0
34,Jaden,McDaniels,0,0,1630183,1610612750,MIN,0,0.0
