,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Jabari,Walker,1948,17,1631133,1610612757,POR,2,32.46666666666667
1,Jerami,Grant,1832,13,203924,1610612757,POR,-36,30.533333333333335
2,Anfernee,Simons,1729,5,1629014,1610612757,POR,-35,28.816666666666666
3,Malcolm,Brogdon,1554,9,1627763,1610612757,POR,-8,25.9
4,Scoot,Henderson,1511,8,1630703,1610612757,POR,-27,25.183333333333334
5,Toumani,Camara,1487,14,1641739,1610612757,POR,-16,24.783333333333335
6,Duop,Reath,1433,14,1641871,1610612757,POR,-20,23.883333333333333
7,Matisse,Thybulle,862,3,1629680,1610612757,POR,-14,14.366666666666667
8,Kris,Murray,568,2,1631200,1610612757,POR,13,9.466666666666667
9,Justin,Minaya,568,3,1631303,1610612757,POR,13,9.466666666666667
10,Ibou,Badji,510,2,1630641,1610612757,POR,2,8.5
11,Rayan,Rupert,398,3,1641712,1610612757,POR,11,6.633333333333334
12,Deandre,Ayton,0,0,1629028,1610612757,POR,0,0.0
13,Moses,Brown,0,0,1629650,1610612757,POR,0,0.0
14,Shaedon,Sharpe,0,0,1631101,1610612757,POR,0,0.0
15,Robert,Williams III,0,0,1629057,1610612757,POR,0,0.0
16,Rudy,Gobert,1707,24,203497,1610612750,MIN,33,28.45
17,Karl-Anthony,Towns,1665,23,1626157,1610612750,MIN,38,27.75
18,Anthony,Edwards,1638,9,1630162,1610612750,MIN,41,27.3
19,Jaden,McDaniels,1434,9,1630183,1610612750,MIN,36,23.9
20,Naz,Reid,1242,14,1629675,1610612750,MIN,-4,20.7
21,Mike,Conley,1224,9,201144,1610612750,MIN,35,20.4
22,Nickeil,Alexander-Walker,1134,2,1629638,1610612750,MIN,0,18.9
23,Kyle,Anderson,915,2,203937,1610612750,MIN,-4,15.25
24,Jordan,McLaughlin,771,2,1629162,1610612750,MIN,-9,12.85
25,Shake,Milton,589,6,1629003,1610612750,MIN,-11,9.816666666666666
26,Josh,Minott,557,2,1631169,1610612750,MIN,-10,9.283333333333333
27,Troy,Brown Jr.,557,6,1628972,1610612750,MIN,-10,9.283333333333333
28,Wendell,Moore Jr.,496,4,1631111,1610612750,MIN,-11,8.266666666666667
29,Leonard,Miller,471,4,1631159,1610612750,MIN,-9,7.85
30,Daishen,Nix,0,0,1630227,1610612750,MIN,0,0.0
31,Jaylen,Clark,0,0,1641740,1610612750,MIN,0,0.0
32,Luka,Garza,0,0,1630568,1610612750,MIN,0,0.0
