,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Kevin,Durant,2226,15,201142,1610612756,PHX,-25,37.1
1,Devin,Booker,2173,44,1626164,1610612756,PHX,-4,36.21666666666667
2,Bradley,Beal,2126,9,203078,1610612756,PHX,-16,35.43333333333333
3,Grayson,Allen,1981,8,1628960,1610612756,PHX,-9,33.016666666666666
4,Drew,Eubanks,1744,4,1629234,1610612756,PHX,-2,29.066666666666666
5,Eric,Gordon,1306,9,201569,1610612756,PHX,-14,21.766666666666666
6,Keita,Bates-Diop,1175,5,1628966,1610612756,PHX,0,19.583333333333332
7,Udoka,Azubuike,637,2,1628962,1610612756,PHX,-3,10.616666666666667
8,Chimezie,Metu,424,0,1629002,1610612756,PHX,-6,7.066666666666666
9,Josh,Okogie,338,0,1629006,1610612756,PHX,2,5.633333333333334
10,Jordan,Goodwin,135,2,1630692,1610612756,PHX,1,2.25
11,Nassir,Little,135,0,1629642,1610612756,PHX,1,2.25
12,Yuta,Watanabe,0,0,1629139,1610612756,PHX,0,0.0
13,Bol,Bol,0,0,1629626,1610612756,PHX,0,0.0
14,Damion,Lee,0,0,1627814,1610612756,PHX,0,0.0
15,Saben,Lee,0,0,1630240,1610612756,PHX,0,0.0
16,Theo,Maledon,0,0,1630177,1610612756,PHX,0,0.0
17,Jusuf,Nurkic,0,0,203994,1610612756,PHX,0,0.0
18,Paolo,Banchero,2141,26,1631094,1610612753,ORL,11,35.68333333333333
19,Jalen,Suggs,1935,10,1630591,1610612753,ORL,4,32.25
20,Franz,Wagner,1858,11,1630532,1610612753,ORL,18,30.966666666666665
21,Markelle,Fultz,1643,14,1628365,1610612753,ORL,1,27.383333333333333
22,Wendell,Carter Jr.,1399,9,1628976,1610612753,ORL,-6,23.316666666666666
23,Jonathan,Isaac,1376,9,1628371,1610612753,ORL,17,22.933333333333334
24,Moritz,Wagner,1365,16,1629021,1610612753,ORL,20,22.75
25,Joe,Ingles,798,6,204060,1610612753,ORL,-1,13.3
26,Anthony,Black,795,4,1641710,1610612753,ORL,4,13.25
27,Cole,Anthony,626,5,1630175,1610612753,ORL,3,10.433333333333334
28,Caleb,Houstan,116,3,1631216,1610612753,ORL,1,1.9333333333333333
29,Chuma,Okeke,116,0,1629643,1610612753,ORL,1,1.9333333333333333
30,Trevelin,Queen,116,0,1630243,1610612753,ORL,1,1.9333333333333333
31,Goga,Bitadze,116,0,1629048,1610612753,ORL,1,1.9333333333333333
32,Gary,Harris,0,0,203914,1610612753,ORL,0,0.0
33,Kevon,Harris,0,0,1630284,1610612753,ORL,0,0.0
34,Jett,Howard,0,0,1641724,1610612753,ORL,0,0.0
35,Admiral,Schofield,0,0,1629678,1610612753,ORL,0,0.0
