,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Damian,Lillard,1526,17,203081,1610612749,MIL,-26,25.433333333333334
1,Brook,Lopez,1473,11,201572,1610612749,MIL,-34,24.55
2,Andre,Jackson Jr.,1398,6,1641748,1610612749,MIL,-26,23.3
3,MarJon,Beauchamp,1372,0,1630699,1610612749,MIL,-12,22.866666666666667
4,Malik,Beasley,1332,2,1627736,1610612749,MIL,-27,22.2
5,Bobby,Portis,1271,16,1626171,1610612749,MIL,-8,21.183333333333334
6,Khris,Middleton,1192,2,203114,1610612749,MIL,-40,19.866666666666667
7,Jae,Crowder,1140,15,203109,1610612749,MIL,-3,19.0
8,Pat,Connaughton,838,8,1626192,1610612749,MIL,-3,13.966666666666667
9,Cameron,Payne,800,13,1626166,1610612749,MIL,-4,13.333333333333334
10,AJ,Green,797,3,1631260,1610612749,MIL,2,13.283333333333333
11,Chris,Livingston,518,0,1641753,1610612749,MIL,-6,8.633333333333333
12,Robin,Lopez,412,2,201577,1610612749,MIL,-2,6.866666666666666
13,Thanasis,Antetokounmpo,331,0,203648,1610612749,MIL,-11,5.516666666666667
14,Giannis,Antetokounmpo,0,0,203507,1610612749,MIL,0,0.0
15,TyTy,Washington Jr.,0,0,1631102,1610612749,MIL,0,0.0
16,Georges,Niang,1634,33,1627777,1610612739,CLE,0,27.233333333333334
17,Donovan,Mitchell,1554,31,1628378,1610612739,CLE,37,25.9
18,Isaac,Okoro,1537,10,1630171,1610612739,CLE,37,25.616666666666667
19,Jarrett,Allen,1537,21,1628386,1610612739,CLE,37,25.616666666666667
20,Sam,Merrill,1321,10,1630241,1610612739,CLE,3,22.016666666666666
21,Max,Strus,1302,6,1629622,1610612739,CLE,33,21.7
22,Caris,LeVert,1295,4,1627747,1610612739,CLE,2,21.583333333333332
23,Dean,Wade,1246,5,1629731,1610612739,CLE,40,20.766666666666666
24,Craig,Porter Jr.,1198,9,1641854,1610612739,CLE,6,19.966666666666665
25,Tristan,Thompson,1171,6,202684,1610612739,CLE,10,19.516666666666666
26,Damian,Jones,605,0,1627745,1610612739,CLE,-5,10.083333333333334
27,Ty,Jerome,0,0,1629660,1610612739,CLE,0,0.0
28,Emoni,Bates,0,0,1641734,1610612739,CLE,0,0.0
29,Darius,Garland,0,0,1629636,1610612739,CLE,0,0.0
30,Evan,Mobley,0,0,1630596,1610612739,CLE,0,0.0
31,Isaiah,Mobley,0,0,1630600,1610612739,CLE,0,0.0
