,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Jae,Crowder,1780,5,203109,1610612749,MIL,39,29.666666666666668
1,Damian,Lillard,1744,26,203081,1610612749,MIL,33,29.066666666666666
2,Brook,Lopez,1613,11,201572,1610612749,MIL,34,26.883333333333333
3,Malik,Beasley,1468,21,1627736,1610612749,MIL,31,24.466666666666665
4,Giannis,Antetokounmpo,1419,15,203507,1610612749,MIL,28,23.65
5,Bobby,Portis,1259,18,1626171,1610612749,MIL,13,20.983333333333334
6,AJ,Green,1100,3,1631260,1610612749,MIL,-3,18.333333333333332
7,Pat,Connaughton,942,5,1626192,1610612749,MIL,9,15.7
8,Andre,Jackson Jr.,792,2,1641748,1610612749,MIL,-1,13.2
9,Patrick,Beverley,701,6,201976,1610612749,MIL,8,11.683333333333334
10,Thanasis,Antetokounmpo,642,4,203648,1610612749,MIL,-3,10.7
11,MarJon,Beauchamp,470,4,1630699,1610612749,MIL,-4,7.833333333333333
12,TyTy,Washington Jr.,470,0,1631102,1610612749,MIL,-4,7.833333333333333
13,Chris,Livingston,0,0,1641753,1610612749,MIL,0,0.0
14,Khris,Middleton,0,0,203114,1610612749,MIL,0,0.0
15,Miles,Bridges,1882,11,1628970,1610612766,CHA,-39,31.366666666666667
16,Bryce,McGowens,1821,15,1631121,1610612766,CHA,-19,30.35
17,Leaky,Black,1810,4,1641778,1610612766,CHA,-16,30.166666666666668
18,Nick,Richards,1794,16,1630208,1610612766,CHA,-25,29.9
19,Brandon,Miller,1745,16,1641706,1610612766,CHA,-31,29.083333333333332
20,Cody,Martin,1451,5,1628998,1610612766,CHA,-36,24.183333333333334
21,Nick,Smith Jr.,1429,13,1641733,1610612766,CHA,0,23.816666666666666
22,JT,Thor,1126,0,1630550,1610612766,CHA,-2,18.766666666666666
23,Nathan,Mensah,1086,4,1641877,1610612766,CHA,-11,18.1
24,Amari,Bailey,256,0,1641735,1610612766,CHA,-1,4.266666666666667
25,Davis,Bertans,0,0,202722,1610612766,CHA,0,0.0
26,Tre,Mann,0,0,1630544,1610612766,CHA,0,0.0
27,LaMelo,Ball,0,0,1630163,1610612766,CHA,0,0.0
28,Seth,Curry,0,0,203552,1610612766,CHA,0,0.0
29,Kyle,Lowry,0,0,200768,1610612766,CHA,0,0.0
30,Vasilije,Micic,0,0,203995,1610612766,CHA,0,0.0
31,Grant,Williams,0,0,1629684,1610612766,CHA,0,0.0
32,Mark,Williams,0,0,1631109,1610612766,CHA,0,0.0
