,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Vince,Williams Jr.,2209,14,1631246,1610612763,MEM,-7,36.81666666666667
1,Jaren,Jackson Jr.,2115,21,1628991,1610612763,MEM,-13,35.25
2,Santi,Aldama,1891,13,1630583,1610612763,MEM,-14,31.516666666666666
3,Lamar,Stevens,1716,13,1630205,1610612763,MEM,3,28.6
4,John,Konchar,1713,5,1629723,1610612763,MEM,-9,28.55
5,Jake,LaRavia,1566,14,1631222,1610612763,MEM,2,26.1
6,Jordan,Goodwin,1436,5,1630692,1610612763,MEM,-10,23.933333333333334
7,Trey,Jemison,989,5,1641998,1610612763,MEM,7,16.483333333333334
8,Wenyen,Gabriel,765,2,1629117,1610612763,MEM,6,12.75
9,GG,Jackson,0,0,1641713,1610612763,MEM,0,0.0
10,Luke,Kennard,0,0,1628379,1610612763,MEM,0,0.0
11,Ziaire,Williams,0,0,1630533,1610612763,MEM,0,0.0
12,Desmond,Bane,0,0,1630217,1610612763,MEM,0,0.0
13,Brandon,Clarke,0,0,1629634,1610612763,MEM,0,0.0
14,Ja,Morant,0,0,1629630,1610612763,MEM,0,0.0
15,Scotty,Pippen Jr.,0,0,1630590,1610612763,MEM,0,0.0
16,Derrick,Rose,0,0,201565,1610612763,MEM,0,0.0
17,Marcus,Smart,0,0,203935,1610612763,MEM,0,0.0
18,Yuta,Watanabe,0,0,1629139,1610612763,MEM,0,0.0
19,Dejounte,Murray,2408,41,1627749,1610612737,ATL,15,40.13333333333333
20,Saddiq,Bey,2223,3,1630180,1610612737,ATL,7,37.05
21,Bogdan,Bogdanovic,2098,16,203992,1610612737,ATL,15,34.96666666666667
22,De'Andre,Hunter,1741,12,1629631,1610612737,ATL,6,29.016666666666666
23,Clint,Capela,1612,15,203991,1610612737,ATL,13,26.866666666666667
24,Vit,Krejci,1325,3,1630249,1610612737,ATL,7,22.083333333333332
25,Bruno,Fernando,1268,1,1628981,1610612737,ATL,-6,21.133333333333333
26,Garrison,Mathews,970,6,1629726,1610612737,ATL,-7,16.166666666666668
27,Trent,Forrest,472,2,1630235,1610612737,ATL,-8,7.866666666666666
28,Wesley,Matthews,283,0,202083,1610612737,ATL,-7,4.716666666666667
29,Kobe,Bufkin,0,0,1641723,1610612737,ATL,0,0.0
30,Dylan,Windler,0,0,1629685,1610612737,ATL,0,0.0
31,AJ,Griffin,0,0,1631100,1610612737,ATL,0,0.0
32,Mouhamed,Gueye,0,0,1631243,1610612737,ATL,0,0.0
33,Jalen,Johnson,0,0,1630552,1610612737,ATL,0,0.0
34,Seth,Lundy,0,0,1641754,1610612737,ATL,0,0.0
35,Onyeka,Okongwu,0,0,1630168,1610612737,ATL,0,0.0
36,Trae,Young,0,0,1629027,1610612737,ATL,0,0.0
