,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Deni,Avdija,2253,24,1630166,1610612764,WAS,-16,37.55
1,Kyle,Kuzma,2085,17,1628398,1610612764,WAS,-13,34.75
2,Tyus,Jones,1949,5,1626145,1610612764,WAS,-9,32.483333333333334
3,Jordan,Poole,1692,7,1629673,1610612764,WAS,-10,28.2
4,Marvin,Bagley III,1560,17,1628963,1610612764,WAS,-1,26.0
5,Daniel,Gafford,1281,10,1629655,1610612764,WAS,-13,21.35
6,Bilal,Coulibaly,1225,4,1641731,1610612764,WAS,2,20.416666666666668
7,Corey,Kispert,960,7,1630557,1610612764,WAS,-6,16.0
8,Landry,Shamet,744,9,1629013,1610612764,WAS,5,12.4
9,Delon,Wright,534,4,1626153,1610612764,WAS,-3,8.9
10,Patrick,Baldwin Jr.,39,3,1631116,1610612764,WAS,3,0.65
11,Anthony,Gill,39,0,1630264,1610612764,WAS,3,0.65
12,Trey,Jemison,39,0,1641998,1610612764,WAS,3,0.65
13,Jules,Bernard,0,0,1631262,1610612764,WAS,0,0.0
14,Jared,Butler,0,0,1630215,1610612764,WAS,0,0.0
15,Johnny,Davis,0,0,1631098,1610612764,WAS,0,0.0
16,Isaiah,Livers,0,0,1630587,1610612764,WAS,0,0.0
17,Eugene,Omoruyi,0,0,1630647,1610612764,WAS,0,0.0
18,Rudy,Gobert,2085,19,203497,1610612750,MIN,9,34.75
19,Karl-Anthony,Towns,2076,27,1626157,1610612750,MIN,26,34.6
20,Anthony,Edwards,2042,38,1630162,1610612750,MIN,8,34.03333333333333
21,Nickeil,Alexander-Walker,1848,6,1629638,1610612750,MIN,8,30.8
22,Jaden,McDaniels,1822,13,1630183,1610612750,MIN,10,30.366666666666667
23,Kyle,Anderson,1309,3,203937,1610612750,MIN,-3,21.816666666666666
24,Naz,Reid,1245,5,1629675,1610612750,MIN,2,20.75
25,Shake,Milton,1114,2,1629003,1610612750,MIN,0,18.566666666666666
26,Jordan,McLaughlin,781,5,1629162,1610612750,MIN,1,13.016666666666667
27,Wendell,Moore Jr.,39,0,1631111,1610612750,MIN,-3,0.65
28,Luka,Garza,39,0,1630568,1610612750,MIN,-3,0.65
29,Troy,Brown Jr.,0,0,1628972,1610612750,MIN,0,0.0
30,Jaylen,Clark,0,0,1641740,1610612750,MIN,0,0.0
31,Mike,Conley,0,0,201144,1610612750,MIN,0,0.0
32,Leonard,Miller,0,0,1631159,1610612750,MIN,0,0.0
33,Josh,Minott,0,0,1631169,1610612750,MIN,0,0.0
34,Daishen,Nix,0,0,1630227,1610612750,MIN,0,0.0
