,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Domantas,Sabonis,2696,21,1627734,1610612758,SAC,7,44.93333333333333
1,De'Aaron,Fox,2573,32,1628368,1610612758,SAC,-3,42.88333333333333
2,Kevin,Huerter,2323,26,1628989,1610612758,SAC,4,38.71666666666667
3,Malik,Monk,2178,28,1628370,1610612758,SAC,-11,36.3
4,Trey,Lyles,1986,9,1626168,1610612758,SAC,10,33.1
5,Harrison,Barnes,1910,14,203084,1610612758,SAC,-1,31.833333333333332
6,Keegan,Murray,1168,4,1631099,1610612758,SAC,1,19.466666666666665
7,Alex,Len,682,4,203458,1610612758,SAC,-7,11.366666666666667
8,Sasha,Vezenkov,384,4,1628426,1610612758,SAC,-5,6.4
9,Chris,Duarte,0,0,1630537,1610612758,SAC,0,0.0
10,Kessler,Edwards,0,0,1630556,1610612758,SAC,0,0.0
11,Keon,Ellis,0,0,1631165,1610612758,SAC,0,0.0
12,JaVale,McGee,0,0,201580,1610612758,SAC,0,0.0
13,Davion,Mitchell,0,0,1630558,1610612758,SAC,0,0.0
14,Juan,Toscano-Anderson,0,0,1629308,1610612758,SAC,0,0.0
15,Jordan,Ford,0,0,1630259,1610612758,SAC,0,0.0
16,Colby,Jones,0,0,1641732,1610612758,SAC,0,0.0
17,Jalen,Slawson,0,0,1641771,1610612758,SAC,0,0.0
18,Malik,Beasley,2716,23,1627736,1610612749,MIL,-1,45.266666666666666
19,Damian,Lillard,2485,29,203081,1610612749,MIL,-6,41.416666666666664
20,Giannis,Antetokounmpo,2423,27,203507,1610612749,MIL,-13,40.38333333333333
21,Brook,Lopez,2404,17,201572,1610612749,MIL,5,40.06666666666667
22,Pat,Connaughton,1994,5,1626192,1610612749,MIL,5,33.233333333333334
23,Bobby,Portis,1533,22,1626171,1610612749,MIL,10,25.55
24,AJ,Green,1050,5,1631260,1610612749,MIL,-4,17.5
25,Cameron,Payne,695,15,1626166,1610612749,MIL,7,11.583333333333334
26,Andre,Jackson Jr.,600,0,1641748,1610612749,MIL,2,10.0
27,Thanasis,Antetokounmpo,0,0,203648,1610612749,MIL,0,0.0
28,MarJon,Beauchamp,0,0,1630699,1610612749,MIL,0,0.0
29,Robin,Lopez,0,0,201577,1610612749,MIL,0,0.0
30,TyTy,Washington Jr.,0,0,1631102,1610612749,MIL,0,0.0
31,Jae,Crowder,0,0,203109,1610612749,MIL,0,0.0
32,Chris,Livingston,0,0,1641753,1610612749,MIL,0,0.0
33,Khris,Middleton,0,0,203114,1610612749,MIL,0,0.0
