,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Domantas,Sabonis,2278,37,1627734,1610612758,SAC,28,37.96666666666667
1,Keegan,Murray,2080,32,1631099,1610612758,SAC,32,34.666666666666664
2,De'Aaron,Fox,1998,26,1628368,1610612758,SAC,2,33.3
3,Trey,Lyles,1910,6,1626168,1610612758,SAC,31,31.833333333333332
4,Kevin,Huerter,1752,4,1628989,1610612758,SAC,16,29.2
5,Malik,Monk,1683,20,1628370,1610612758,SAC,18,28.05
6,Juan,Toscano-Anderson,857,0,1629308,1610612758,SAC,-6,14.283333333333333
7,Harrison,Barnes,822,0,203084,1610612758,SAC,-9,13.7
8,Alex,Len,602,6,203458,1610612758,SAC,-7,10.033333333333333
9,Keon,Ellis,264,0,1631165,1610612758,SAC,-4,4.4
10,Davion,Mitchell,77,0,1630558,1610612758,SAC,2,1.2833333333333334
11,Kessler,Edwards,77,0,1630556,1610612758,SAC,2,1.2833333333333334
12,Chris,Duarte,0,0,1630537,1610612758,SAC,0,0.0
13,JaVale,McGee,0,0,201580,1610612758,SAC,0,0.0
14,Sasha,Vezenkov,0,0,1628426,1610612758,SAC,0,0.0
15,Jordan,Ford,0,0,1630259,1610612758,SAC,0,0.0
16,Colby,Jones,0,0,1641732,1610612758,SAC,0,0.0
17,Jalen,Slawson,0,0,1641771,1610612758,SAC,0,0.0
18,Jaden,Ivey,1960,22,1631093,1610612765,DET,-15,32.666666666666664
19,Bojan,Bogdanovic,1955,26,202711,1610612765,DET,-19,32.583333333333336
20,Killian,Hayes,1844,4,1630165,1610612765,DET,-15,30.733333333333334
21,James,Wiseman,1442,4,1630164,1610612765,DET,1,24.033333333333335
22,Jalen,Duren,1438,16,1631105,1610612765,DET,-22,23.966666666666665
23,Alec,Burks,1210,16,202692,1610612765,DET,-15,20.166666666666668
24,Kevin,Knox II,1180,8,1628995,1610612765,DET,-5,19.666666666666668
25,Marcus,Sasser,1113,2,1631204,1610612765,DET,-8,18.55
26,Isaiah,Livers,910,3,1630587,1610612765,DET,-7,15.166666666666666
27,Ausar,Thompson,811,0,1641709,1610612765,DET,-2,13.516666666666667
28,Joe,Harris,537,9,203925,1610612765,DET,2,8.95
29,Marvin,Bagley III,0,0,1628963,1610612765,DET,0,0.0
30,Isaiah,Stewart,0,0,1630191,1610612765,DET,0,0.0
31,Malcolm,Cazalon,0,0,1630608,1610612765,DET,0,0.0
32,Cade,Cunningham,0,0,1630595,1610612765,DET,0,0.0
33,Monte,Morris,0,0,1628420,1610612765,DET,0,0.0
34,Jared,Rhoden,0,0,1631197,1610612765,DET,0,0.0
35,Stanley,Umude,0,0,1630649,1610612765,DET,0,0.0
