,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Keldon,Johnson,1984,9,1629640,1610612759,SAS,-21,33.06666666666667
1,Victor,Wembanyama,1811,14,1641705,1610612759,SAS,-25,30.183333333333334
2,Jeremy,Sochan,1754,16,1631110,1610612759,SAS,-19,29.233333333333334
3,Tre,Jones,1513,12,1630200,1610612759,SAS,-2,25.216666666666665
4,Zach,Collins,1470,11,1628380,1610612759,SAS,-12,24.5
5,Malaki,Branham,1414,14,1631103,1610612759,SAS,-9,23.566666666666666
6,Doug,McDermott,1298,11,203926,1610612759,SAS,-5,21.633333333333333
7,Charles,Bassey,892,6,1629646,1610612759,SAS,-4,14.866666666666667
8,Cedi,Osman,805,2,1626224,1610612759,SAS,-5,13.416666666666666
9,Devin,Vassell,715,4,1630170,1610612759,SAS,-3,11.916666666666666
10,Blake,Wesley,186,4,1631104,1610612759,SAS,0,3.1
11,Dominick,Barlow,186,2,1631230,1610612759,SAS,0,3.1
12,Julian,Champagnie,186,0,1630577,1610612759,SAS,0,3.1
13,Sandro,Mamukelashvili,186,0,1630572,1610612759,SAS,0,3.1
14,Devonte',Graham,0,0,1628984,1610612759,SAS,0,0.0
15,Charles,Bediako,0,0,1641777,1610612759,SAS,0,0.0
16,Sidy,Cissoko,0,0,1631321,1610612759,SAS,0,0.0
17,Sir'Jabari,Rice,0,0,1641811,1610612759,SAS,0,0.0
18,Jalen,Brunson,1965,25,1628973,1610612752,NYK,27,32.75
19,RJ,Barrett,1904,24,1629628,1610612752,NYK,26,31.733333333333334
20,Mitchell,Robinson,1873,8,1629011,1610612752,NYK,30,31.216666666666665
21,Julius,Randle,1872,23,203944,1610612752,NYK,31,31.2
22,Immanuel,Quickley,1665,19,1630193,1610612752,NYK,-3,27.75
23,Josh,Hart,1446,3,1628404,1610612752,NYK,-3,24.1
24,Donte,DiVincenzo,1189,3,1628978,1610612752,NYK,-12,19.816666666666666
25,Quentin,Grimes,1123,8,1629656,1610612752,NYK,26,18.716666666666665
26,Isaiah,Hartenstein,915,13,1628392,1610612752,NYK,-7,15.25
27,Miles,McBride,92,0,1630540,1610612752,NYK,-2,1.5333333333333334
28,DaQuan,Jeffries,92,0,1629610,1610612752,NYK,-2,1.5333333333333334
29,Jericho,Sims,92,0,1630579,1610612752,NYK,-2,1.5333333333333334
30,Ryan,Arcidiacono,92,0,1627853,1610612752,NYK,-2,1.5333333333333334
31,Dylan,Windler,80,0,1629685,1610612752,NYK,-2,1.3333333333333333
32,Evan,Fournier,0,0,203095,1610612752,NYK,0,0.0
33,Charlie,Brown Jr.,0,0,1629718,1610612752,NYK,0,0.0
34,Jacob,Toppin,0,0,1631210,1610612752,NYK,0,0.0
35,Duane,Washington Jr.,0,0,1630613,1610612752,NYK,0,0.0
