,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Shai,Gilgeous-Alexander,2215,25,1628983,1610612760,OKC,3,36.916666666666664
1,Jalen,Williams,1973,24,1631114,1610612760,OKC,10,32.88333333333333
2,Chet,Holmgren,1941,17,1631096,1610612760,OKC,10,32.35
3,Isaiah,Joe,1603,12,1630198,1610612760,OKC,12,26.716666666666665
4,Luguentz,Dort,1562,13,1629652,1610612760,OKC,5,26.033333333333335
5,Jaylin,Williams,1313,11,1631119,1610612760,OKC,-6,21.883333333333333
6,Cason,Wallace,1097,2,1641717,1610612760,OKC,-7,18.283333333333335
7,Josh,Giddey,921,4,1630581,1610612760,OKC,-7,15.35
8,Kenrich,Williams,750,2,1629026,1610612760,OKC,-7,12.5
9,Aaron,Wiggins,735,6,1630598,1610612760,OKC,-4,12.25
10,Ousmane,Dieng,290,2,1631172,1610612760,OKC,-4,4.833333333333333
11,Davis,Bertans,0,0,202722,1610612760,OKC,0,0.0
12,Tre,Mann,0,0,1630544,1610612760,OKC,0,0.0
13,Vasilije,Micic,0,0,203995,1610612760,OKC,0,0.0
14,Olivier,Sarr,0,0,1630846,1610612760,OKC,0,0.0
15,Keyontae,Johnson,0,0,1641749,1610612760,OKC,0,0.0
16,Aleksej,Pokusevski,0,0,1630197,1610612760,OKC,0,0.0
17,Lindy,Waters III,0,0,1630322,1610612760,OKC,0,0.0
18,Nikola,Jokic,2245,24,203999,1610612743,DEN,-9,37.416666666666664
19,Aaron,Gordon,1971,16,203932,1610612743,DEN,-7,32.85
20,Michael,Porter Jr.,1945,20,1629008,1610612743,DEN,1,32.416666666666664
21,Jamal,Murray,1651,15,1627750,1610612743,DEN,-3,27.516666666666666
22,Justin,Holiday,1526,6,203200,1610612743,DEN,-8,25.433333333333334
23,Christian,Braun,1523,14,1631128,1610612743,DEN,1,25.383333333333333
24,Reggie,Jackson,1299,7,202704,1610612743,DEN,4,21.65
25,Peyton,Watson,979,13,1631212,1610612743,DEN,3,16.316666666666666
26,Julian,Strawther,883,0,1631124,1610612743,DEN,8,14.716666666666667
27,DeAndre,Jordan,378,2,201599,1610612743,DEN,5,6.3
28,Collin,Gillespie,0,0,1631221,1610612743,DEN,0,0.0
29,Braxton,Key,0,0,1630296,1610612743,DEN,0,0.0
30,Zeke,Nnaji,0,0,1630192,1610612743,DEN,0,0.0
31,Kentavious,Caldwell-Pope,0,0,203484,1610612743,DEN,0,0.0
32,Vlatko,Cancar,0,0,1628427,1610612743,DEN,0,0.0
33,Jay,Huff,0,0,1630643,1610612743,DEN,0,0.0
34,Jalen,Pickett,0,0,1629618,1610612743,DEN,0,0.0
35,Hunter,Tyson,0,0,1641816,1610612743,DEN,0,0.0
