,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Donovan,Mitchell,2332,30,1628378,1610612739,CLE,4,38.86666666666667
1,Jarrett,Allen,2114,13,1628386,1610612739,CLE,9,35.233333333333334
2,Evan,Mobley,1853,14,1630596,1610612739,CLE,-6,30.883333333333333
3,Darius,Garland,1833,12,1629636,1610612739,CLE,0,30.55
4,Max,Strus,1786,7,1629622,1610612739,CLE,-8,29.766666666666666
5,Isaac,Okoro,1612,16,1630171,1610612739,CLE,1,26.866666666666667
6,Georges,Niang,1464,11,1627777,1610612739,CLE,6,24.4
7,Caris,LeVert,1406,5,1627747,1610612739,CLE,9,23.433333333333334
8,Ty,Jerome,0,0,1629660,1610612739,CLE,0,0.0
9,Damian,Jones,0,0,1627745,1610612739,CLE,0,0.0
10,Sam,Merrill,0,0,1630241,1610612739,CLE,0,0.0
11,Zhaire,Smith,0,0,1629015,1610612739,CLE,0,0.0
12,Emoni,Bates,0,0,1641734,1610612739,CLE,0,0.0
13,Isaiah,Mobley,0,0,1630600,1610612739,CLE,0,0.0
14,Craig,Porter Jr.,0,0,1641854,1610612739,CLE,0,0.0
15,Tristan,Thompson,0,0,202684,1610612739,CLE,0,0.0
16,Dean,Wade,0,0,1629731,1610612739,CLE,0,0.0
17,DeMar,DeRozan,2430,24,201942,1610612741,CHI,-1,40.5
18,Nikola,Vucevic,2365,9,202696,1610612741,CHI,-11,39.416666666666664
19,Coby,White,2353,32,1629632,1610612741,CHI,-4,39.21666666666667
20,Ayo,Dosunmu,1991,12,1630245,1610612741,CHI,-5,33.18333333333333
21,Andre,Drummond,1683,10,203083,1610612741,CHI,8,28.05
22,Alex,Caruso,1547,10,1627936,1610612741,CHI,-7,25.783333333333335
23,Torrey,Craig,1297,8,1628470,1610612741,CHI,-2,21.616666666666667
24,Dalen,Terry,406,0,1631207,1610612741,CHI,-1,6.766666666666667
25,Jevon,Carter,328,0,1628975,1610612741,CHI,8,5.466666666666667
26,Onuralp,Bitim,0,0,1641931,1610612741,CHI,0,0.0
27,Julian,Phillips,0,0,1641763,1610612741,CHI,0,0.0
28,Terry,Taylor,0,0,1630678,1610612741,CHI,0,0.0
29,Lonzo,Ball,0,0,1628366,1610612741,CHI,0,0.0
30,Henri,Drell,0,0,1630929,1610612741,CHI,0,0.0
31,Zach,LaVine,0,0,203897,1610612741,CHI,0,0.0
32,Adama,Sanogo,0,0,1641766,1610612741,CHI,0,0.0
33,Patrick,Williams,0,0,1630172,1610612741,CHI,0,0.0
