,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Brandon,Ingram,2169,24,1627742,1610612740,NOP,4,36.15
1,CJ,McCollum,2155,19,203468,1610612740,NOP,3,35.916666666666664
2,Jonas,Valanciunas,1951,25,202685,1610612740,NOP,13,32.516666666666666
3,Naji,Marshall,1861,10,1630230,1610612740,NOP,8,31.016666666666666
4,Trey,Murphy III,1645,13,1630530,1610612740,NOP,4,27.416666666666668
5,Dyson,Daniels,1424,9,1630700,1610612740,NOP,1,23.733333333333334
6,Jordan,Hawkins,1408,3,1641722,1610612740,NOP,17,23.466666666666665
7,Larry,Nance Jr.,929,0,1626204,1610612740,NOP,-2,15.483333333333333
8,Jose,Alvarado,858,7,1630631,1610612740,NOP,7,14.3
9,Malcolm,Hill,0,0,1630792,1610612740,NOP,0,0.0
10,E.J.,Liddell,0,0,1630604,1610612740,NOP,0,0.0
11,Jeremiah,Robinson-Earl,0,0,1630526,1610612740,NOP,0,0.0
12,Matt,Ryan,0,0,1630346,1610612740,NOP,0,0.0
13,Cody,Zeller,0,0,203469,1610612740,NOP,0,0.0
14,Herbert,Jones,0,0,1630529,1610612740,NOP,0,0.0
15,Dereon,Seabron,0,0,1631220,1610612740,NOP,0,0.0
16,Zion,Williamson,0,0,1629627,1610612740,NOP,0,0.0
17,Jalen,Green,2294,31,1630224,1610612745,HOU,-7,38.233333333333334
18,Fred,VanVleet,2234,16,1627832,1610612745,HOU,-5,37.233333333333334
19,Alperen,Sengun,2011,10,1630578,1610612745,HOU,-5,33.516666666666666
20,Dillon,Brooks,1875,13,1628415,1610612745,HOU,-6,31.25
21,Jabari,Smith Jr.,1308,0,1631095,1610612745,HOU,-19,21.8
22,Cam,Whitmore,1214,17,1641715,1610612745,HOU,-13,20.233333333333334
23,Aaron,Holiday,1048,0,1628988,1610612745,HOU,9,17.466666666666665
24,Amen,Thompson,1030,10,1641708,1610612745,HOU,-5,17.166666666666668
25,Jeff,Green,875,0,201145,1610612745,HOU,2,14.583333333333334
26,Jae'Sean,Tate,401,2,1630256,1610612745,HOU,-10,6.683333333333334
27,Jermaine,Samuels Jr.,55,0,1631257,1610612745,HOU,2,0.9166666666666666
28,Nate,Hinton,55,0,1630207,1610612745,HOU,2,0.9166666666666666
29,Reggie,Bullock Jr.,0,0,203493,1610612745,HOU,0,0.0
30,Jock,Landale,0,0,1629111,1610612745,HOU,0,0.0
31,Boban,Marjanovic,0,0,1626246,1610612745,HOU,0,0.0
32,Tari,Eason,0,0,1631106,1610612745,HOU,0,0.0
33,Victor,Oladipo,0,0,203506,1610612745,HOU,0,0.0
34,Nate,Williams,0,0,1631466,1610612745,HOU,0,0.0
