,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Tyrese,Maxey,2020,16,1630178,1610612755,PHI,-18,33.666666666666664
1,Tobias,Harris,1939,15,202699,1610612755,PHI,-15,32.31666666666667
2,De'Anthony,Melton,1816,16,1629001,1610612755,PHI,-6,30.266666666666666
3,Paul,Reed,1561,10,1630194,1610612755,PHI,-10,26.016666666666666
4,Nicolas,Batum,1452,6,201587,1610612755,PHI,-23,24.2
5,Robert,Covington,1186,5,203496,1610612755,PHI,6,19.766666666666666
6,Danuel,House Jr.,1001,3,1627863,1610612755,PHI,-2,16.683333333333334
7,Marcus,Morris Sr.,974,16,202694,1610612755,PHI,-7,16.233333333333334
8,Patrick,Beverley,940,2,201976,1610612755,PHI,-16,15.666666666666666
9,Jaden,Springer,506,0,1630531,1610612755,PHI,2,8.433333333333334
10,KJ,Martin,335,3,1630231,1610612755,PHI,8,5.583333333333333
11,Mo,Bamba,335,4,1628964,1610612755,PHI,8,5.583333333333333
12,Furkan,Korkmaz,335,3,1627788,1610612755,PHI,8,5.583333333333333
13,Ricky,Council IV,0,0,1641741,1610612755,PHI,0,0.0
14,Joel,Embiid,0,0,203954,1610612755,PHI,0,0.0
15,Kelly,Oubre Jr.,0,0,1626162,1610612755,PHI,0,0.0
16,Javonte,Smart,0,0,1630606,1610612755,PHI,0,0.0
17,Terquavion,Smith,0,0,1631173,1610612755,PHI,0,0.0
18,Karl-Anthony,Towns,2169,23,1626157,1610612750,MIN,18,36.15
19,Anthony,Edwards,2148,31,1630162,1610612750,MIN,19,35.8
20,Rudy,Gobert,1872,13,203497,1610612750,MIN,1,31.2
21,Nickeil,Alexander-Walker,1724,7,1629638,1610612750,MIN,22,28.733333333333334
22,Kyle,Anderson,1690,7,203937,1610612750,MIN,3,28.166666666666668
23,Mike,Conley,1364,5,201144,1610612750,MIN,6,22.733333333333334
24,Naz,Reid,1294,13,1629675,1610612750,MIN,4,21.566666666666666
25,Shake,Milton,1240,12,1629003,1610612750,MIN,2,20.666666666666668
26,Troy,Brown Jr.,435,0,1628972,1610612750,MIN,-6,7.25
27,Wendell,Moore Jr.,116,0,1631111,1610612750,MIN,-1,1.9333333333333333
28,Josh,Minott,116,0,1631169,1610612750,MIN,-1,1.9333333333333333
29,Leonard,Miller,116,0,1631159,1610612750,MIN,-1,1.9333333333333333
30,Luka,Garza,116,1,1630568,1610612750,MIN,-1,1.9333333333333333
31,Jaylen,Clark,0,0,1641740,1610612750,MIN,0,0.0
32,Jaden,McDaniels,0,0,1630183,1610612750,MIN,0,0.0
33,Jordan,McLaughlin,0,0,1629162,1610612750,MIN,0,0.0
34,Daishen,Nix,0,0,1630227,1610612750,MIN,0,0.0
