,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Jerami,Grant,1670,21,203924,1610612757,POR,-31,27.833333333333332
1,Ibou,Badji,1635,4,1630641,1610612757,POR,-8,27.25
2,Anfernee,Simons,1600,12,1629014,1610612757,POR,-26,26.666666666666668
3,Toumani,Camara,1530,5,1641739,1610612757,POR,-3,25.5
4,Scoot,Henderson,1492,8,1630703,1610612757,POR,-26,24.866666666666667
5,Shaedon,Sharpe,1317,9,1631101,1610612757,POR,-23,21.95
6,Duop,Reath,1245,7,1641871,1610612757,POR,-20,20.75
7,Kris,Murray,982,9,1631200,1610612757,POR,6,16.366666666666667
8,Malcolm,Brogdon,788,2,1627763,1610612757,POR,-13,13.133333333333333
9,Justin,Minaya,720,3,1631303,1610612757,POR,8,12.0
10,Rayan,Rupert,720,4,1641712,1610612757,POR,8,12.0
11,Matisse,Thybulle,701,0,1629680,1610612757,POR,-12,11.683333333333334
12,Deandre,Ayton,0,0,1629028,1610612757,POR,0,0.0
13,Moses,Brown,0,0,1629650,1610612757,POR,0,0.0
14,Jabari,Walker,0,0,1631133,1610612757,POR,0,0.0
15,Robert,Williams III,0,0,1629057,1610612757,POR,0,0.0
16,Julius,Randle,1899,20,203944,1610612752,NYK,31,31.65
17,OG,Anunoby,1765,23,1628384,1610612752,NYK,26,29.416666666666668
18,Isaiah,Hartenstein,1672,5,1628392,1610612752,NYK,31,27.866666666666667
19,Jalen,Brunson,1557,12,1628973,1610612752,NYK,29,25.95
20,Josh,Hart,1542,2,1628404,1610612752,NYK,12,25.7
21,Miles,McBride,1323,16,1630540,1610612752,NYK,-1,22.05
22,Quentin,Grimes,1263,17,1629656,1610612752,NYK,9,21.05
23,Precious,Achiuwa,1208,2,1630173,1610612752,NYK,-3,20.133333333333333
24,Donte,DiVincenzo,1120,13,1628978,1610612752,NYK,14,18.666666666666668
25,Jericho,Sims,444,0,1630579,1610612752,NYK,-4,7.4
26,Ryan,Arcidiacono,388,0,1627853,1610612752,NYK,1,6.466666666666667
27,Malachi,Flynn,219,2,1630201,1610612752,NYK,-5,3.65
28,Evan,Fournier,0,0,203095,1610612752,NYK,0,0.0
29,Charlie,Brown Jr.,0,0,1629718,1610612752,NYK,0,0.0
30,Mitchell,Robinson,0,0,1629011,1610612752,NYK,0,0.0
31,Jacob,Toppin,0,0,1631210,1610612752,NYK,0,0.0
32,Duane,Washington Jr.,0,0,1630613,1610612752,NYK,0,0.0
