,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Scottie,Barnes,2102,24,1630567,1610612761,TOR,-11,35.03333333333333
1,Pascal,Siakam,1989,10,1627783,1610612761,TOR,-14,33.15
2,OG,Anunoby,1965,16,1628384,1610612761,TOR,5,32.75
3,Dennis,Schroder,1885,13,203471,1610612761,TOR,-7,31.416666666666668
4,Jakob,Poeltl,1667,9,1627751,1610612761,TOR,-9,27.783333333333335
5,Gary,Trent Jr.,1388,8,1629018,1610612761,TOR,-15,23.133333333333333
6,Malachi,Flynn,995,6,1630201,1610612761,TOR,-8,16.583333333333332
7,Gradey,Dick,816,0,1641711,1610612761,TOR,-17,13.6
8,Chris,Boucher,767,6,1628449,1610612761,TOR,-5,12.783333333333333
9,Jalen,McDaniels,540,5,1629667,1610612761,TOR,4,9.0
10,Garrett,Temple,143,2,202066,1610612761,TOR,1,2.3833333333333333
11,Thaddeus,Young,143,0,201152,1610612761,TOR,1,2.3833333333333333
12,Precious,Achiuwa,0,0,1630173,1610612761,TOR,0,0.0
13,Javon,Freeman-Liberty,0,0,1631241,1610612761,TOR,0,0.0
14,Ron,Harper Jr.,0,0,1631199,1610612761,TOR,0,0.0
15,Christian,Koloko,0,0,1631132,1610612761,TOR,0,0.0
16,Markquis,Nowell,0,0,1641806,1610612761,TOR,0,0.0
17,Otto,Porter Jr.,0,0,203490,1610612761,TOR,0,0.0
18,Tobias,Harris,2401,23,202699,1610612755,PHI,6,40.016666666666666
19,Tyrese,Maxey,2401,18,1630178,1610612755,PHI,6,40.016666666666666
20,Joel,Embiid,2085,28,203954,1610612755,PHI,22,34.75
21,Kelly,Oubre Jr.,1793,23,1626162,1610612755,PHI,8,29.883333333333333
22,Patrick,Beverley,1685,2,201976,1610612755,PHI,10,28.083333333333332
23,Furkan,Korkmaz,1293,10,1627788,1610612755,PHI,16,21.55
24,De'Anthony,Melton,1280,4,1629001,1610612755,PHI,10,21.333333333333332
25,Paul,Reed,720,6,1630194,1610612755,PHI,-5,12.0
26,Jaden,Springer,517,0,1630531,1610612755,PHI,8,8.616666666666667
27,KJ,Martin,75,0,1630231,1610612755,PHI,-2,1.25
28,Mo,Bamba,75,0,1628964,1610612755,PHI,-2,1.25
29,Robert,Covington,75,0,203496,1610612755,PHI,-2,1.25
30,Danuel,House Jr.,0,0,1627863,1610612755,PHI,0,0.0
31,Marcus,Morris Sr.,0,0,202694,1610612755,PHI,0,0.0
32,Nicolas,Batum,0,0,201587,1610612755,PHI,0,0.0
33,Ricky,Council IV,0,0,1641741,1610612755,PHI,0,0.0
34,Javonte,Smart,0,0,1630606,1610612755,PHI,0,0.0
35,Terquavion,Smith,0,0,1631173,1610612755,PHI,0,0.0
