,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Paolo,Banchero,2104,18,1631094,1610612753,ORL,-30,35.06666666666667
1,Caleb,Houstan,2048,8,1631216,1610612753,ORL,-18,34.13333333333333
2,Moritz,Wagner,1887,21,1629021,1610612753,ORL,-13,31.45
3,Trevelin,Queen,1703,11,1630243,1610612753,ORL,-10,28.383333333333333
4,Chuma,Okeke,1620,3,1629643,1610612753,ORL,-9,27.0
5,Jalen,Suggs,1602,20,1630591,1610612753,ORL,-16,26.7
6,Anthony,Black,1275,3,1641710,1610612753,ORL,0,21.25
7,Goga,Bitadze,993,2,1629048,1610612753,ORL,-8,16.55
8,Markelle,Fultz,761,4,1628365,1610612753,ORL,-3,12.683333333333334
9,Cole,Anthony,407,2,1630175,1610612753,ORL,2,6.783333333333333
10,Wendell,Carter Jr.,0,0,1628976,1610612753,ORL,0,0.0
11,Joe,Ingles,0,0,204060,1610612753,ORL,0,0.0
12,Gary,Harris,0,0,203914,1610612753,ORL,0,0.0
13,Kevon,Harris,0,0,1630284,1610612753,ORL,0,0.0
14,Jett,Howard,0,0,1641724,1610612753,ORL,0,0.0
15,Jonathan,Isaac,0,0,1628371,1610612753,ORL,0,0.0
16,Admiral,Schofield,0,0,1629678,1610612753,ORL,0,0.0
17,Franz,Wagner,0,0,1630532,1610612753,ORL,0,0.0
18,Jaden,McDaniels,2108,15,1630183,1610612750,MIN,35,35.13333333333333
19,Karl-Anthony,Towns,2025,28,1626157,1610612750,MIN,28,33.75
20,Rudy,Gobert,2014,21,203497,1610612750,MIN,13,33.56666666666667
21,Mike,Conley,1858,11,201144,1610612750,MIN,23,30.966666666666665
22,Anthony,Edwards,1537,6,1630162,1610612750,MIN,1,25.616666666666667
23,Kyle,Anderson,1286,11,203937,1610612750,MIN,5,21.433333333333334
24,Naz,Reid,1262,13,1629675,1610612750,MIN,1,21.033333333333335
25,Nickeil,Alexander-Walker,1088,0,1629638,1610612750,MIN,11,18.133333333333333
26,Jordan,McLaughlin,928,4,1629162,1610612750,MIN,-8,15.466666666666667
27,Shake,Milton,147,4,1629003,1610612750,MIN,-2,2.45
28,Troy,Brown Jr.,147,0,1628972,1610612750,MIN,-2,2.45
29,Wendell,Moore Jr.,0,0,1631111,1610612750,MIN,0,0.0
30,Jaylen,Clark,0,0,1641740,1610612750,MIN,0,0.0
31,Luka,Garza,0,0,1630568,1610612750,MIN,0,0.0
32,Leonard,Miller,0,0,1631159,1610612750,MIN,0,0.0
33,Josh,Minott,0,0,1631169,1610612750,MIN,0,0.0
34,Daishen,Nix,0,0,1630227,1610612750,MIN,0,0.0
