,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Jaden,McDaniels,2728,20,1630183,1610612750,MIN,-6,45.46666666666667
1,Rudy,Gobert,2445,14,203497,1610612750,MIN,24,40.75
2,Anthony,Edwards,2288,38,1630162,1610612750,MIN,18,38.13333333333333
3,Mike,Conley,2175,8,201144,1610612750,MIN,-18,36.25
4,Karl-Anthony,Towns,1666,7,1626157,1610612750,MIN,-5,27.766666666666666
5,Kyle,Anderson,1514,3,203937,1610612750,MIN,6,25.233333333333334
6,Naz,Reid,1506,14,1629675,1610612750,MIN,-2,25.1
7,Nickeil,Alexander-Walker,1186,8,1629638,1610612750,MIN,13,19.766666666666666
8,Jordan,McLaughlin,231,2,1629162,1610612750,MIN,3,3.85
9,Shake,Milton,161,0,1629003,1610612750,MIN,-8,2.683333333333333
10,Troy,Brown Jr.,0,0,1628972,1610612750,MIN,0,0.0
11,Josh,Minott,0,0,1631169,1610612750,MIN,0,0.0
12,Daishen,Nix,0,0,1630227,1610612750,MIN,0,0.0
13,Jaylen,Clark,0,0,1641740,1610612750,MIN,0,0.0
14,Luka,Garza,0,0,1630568,1610612750,MIN,0,0.0
15,Leonard,Miller,0,0,1631159,1610612750,MIN,0,0.0
16,Wendell,Moore Jr.,0,0,1631111,1610612750,MIN,0,0.0
17,Jayson,Tatum,2578,32,1628369,1610612738,BOS,3,42.96666666666667
18,Jrue,Holiday,2497,12,201950,1610612738,BOS,-19,41.61666666666667
19,Jaylen,Brown,2369,26,1627759,1610612738,BOS,-16,39.483333333333334
20,Al,Horford,2162,3,201143,1610612738,BOS,7,36.03333333333333
21,Kristaps,Porzingis,2140,20,204001,1610612738,BOS,-7,35.666666666666664
22,Sam,Hauser,1485,11,1630573,1610612738,BOS,-3,24.75
23,Payton,Pritchard,1222,0,1630202,1610612738,BOS,13,20.366666666666667
24,Luke,Kornet,953,5,1628436,1610612738,BOS,4,15.883333333333333
25,Lamar,Stevens,263,0,1630205,1610612738,BOS,-5,4.383333333333334
26,Svi,Mykhailiuk,231,0,1629004,1610612738,BOS,-2,3.85
27,Dalano,Banton,0,0,1630625,1610612738,BOS,0,0.0
28,Oshae,Brissett,0,0,1629052,1610612738,BOS,0,0.0
29,JD,Davison,0,0,1631120,1610612738,BOS,0,0.0
30,Nathan,Knight,0,0,1630233,1610612738,BOS,0,0.0
31,Neemias,Queta,0,0,1629674,1610612738,BOS,0,0.0
32,Jordan,Walsh,0,0,1641775,1610612738,BOS,0,0.0
33,Derrick,White,0,0,1628401,1610612738,BOS,0,0.0
