,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Anthony,Edwards,2139,26,1630162,1610612750,MIN,16,35.65
1,Rudy,Gobert,2113,16,203497,1610612750,MIN,13,35.21666666666667
2,Mike,Conley,1835,18,201144,1610612750,MIN,6,30.583333333333332
3,Karl-Anthony,Towns,1779,19,1626157,1610612750,MIN,21,29.65
4,Nickeil,Alexander-Walker,1526,7,1629638,1610612750,MIN,20,25.433333333333334
5,Kyle,Anderson,1452,8,203937,1610612750,MIN,9,24.2
6,Naz,Reid,1426,17,1629675,1610612750,MIN,6,23.766666666666666
7,Jaden,McDaniels,1160,8,1630183,1610612750,MIN,16,19.333333333333332
8,Josh,Minott,233,5,1631169,1610612750,MIN,3,3.8833333333333333
9,Wendell,Moore Jr.,210,0,1631111,1610612750,MIN,3,3.5
10,Daishen,Nix,187,3,1630227,1610612750,MIN,3,3.1166666666666667
11,Luka,Garza,187,0,1630568,1610612750,MIN,3,3.1166666666666667
12,Leonard,Miller,153,2,1631159,1610612750,MIN,1,2.55
13,Troy,Brown Jr.,0,0,1628972,1610612750,MIN,0,0.0
14,Jaylen,Clark,0,0,1641740,1610612750,MIN,0,0.0
15,Jordan,McLaughlin,0,0,1629162,1610612750,MIN,0,0.0
16,Shake,Milton,0,0,1629003,1610612750,MIN,0,0.0
17,Jae,Crowder,2241,21,203109,1610612749,MIL,-15,37.35
18,Pat,Connaughton,2237,9,1626192,1610612749,MIL,-12,37.28333333333333
19,Malik,Beasley,1968,3,1627736,1610612749,MIL,-13,32.8
20,Bobby,Portis,1752,12,1626171,1610612749,MIL,-21,29.2
21,Giannis,Antetokounmpo,1641,17,203507,1610612749,MIL,-18,27.35
22,Brook,Lopez,1543,12,201572,1610612749,MIL,-21,25.716666666666665
23,AJ,Green,1308,27,1631260,1610612749,MIL,-7,21.8
24,Andre,Jackson Jr.,1062,0,1641748,1610612749,MIL,-11,17.7
25,MarJon,Beauchamp,324,2,1630699,1610612749,MIL,-1,5.4
26,Thanasis,Antetokounmpo,324,2,203648,1610612749,MIL,-1,5.4
27,Damian,Lillard,0,0,203081,1610612749,MIL,0,0.0
28,Chris,Livingston,0,0,1641753,1610612749,MIL,0,0.0
29,Robin,Lopez,0,0,201577,1610612749,MIL,0,0.0
30,Khris,Middleton,0,0,203114,1610612749,MIL,0,0.0
31,Cameron,Payne,0,0,1626166,1610612749,MIL,0,0.0
32,TyTy,Washington Jr.,0,0,1631102,1610612749,MIL,0,0.0
