,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,De'Aaron,Fox,2390,40,1628368,1610612758,SAC,-9,39.833333333333336
1,Domantas,Sabonis,2338,35,1627734,1610612758,SAC,5,38.96666666666667
2,Harrison,Barnes,2225,9,203084,1610612758,SAC,-3,37.083333333333336
3,Keegan,Murray,2011,6,1631099,1610612758,SAC,0,33.516666666666666
4,Malik,Monk,1988,22,1628370,1610612758,SAC,-1,33.13333333333333
5,Kevin,Huerter,1421,10,1628989,1610612758,SAC,-8,23.683333333333334
6,Davion,Mitchell,1037,3,1630558,1610612758,SAC,-8,17.283333333333335
7,Keon,Ellis,437,0,1631165,1610612758,SAC,2,7.283333333333333
8,Alex,Len,426,0,203458,1610612758,SAC,-1,7.1
9,Kessler,Edwards,127,0,1630556,1610612758,SAC,-2,2.1166666666666667
10,Chris,Duarte,0,0,1630537,1610612758,SAC,0,0.0
11,Colby,Jones,0,0,1641732,1610612758,SAC,0,0.0
12,Trey,Lyles,0,0,1626168,1610612758,SAC,0,0.0
13,JaVale,McGee,0,0,201580,1610612758,SAC,0,0.0
14,Jordan,Ford,0,0,1630259,1610612758,SAC,0,0.0
15,Mason,Jones,0,0,1630222,1610612758,SAC,0,0.0
16,Jalen,Slawson,0,0,1641771,1610612758,SAC,0,0.0
17,Sasha,Vezenkov,0,0,1628426,1610612758,SAC,0,0.0
18,Grayson,Allen,2369,19,1628960,1610612756,PHX,3,39.483333333333334
19,Devin,Booker,2307,25,1626164,1610612756,PHX,5,38.45
20,Kevin,Durant,2283,28,201142,1610612756,PHX,8,38.05
21,Royce,O'Neale,1783,9,1626220,1610612756,PHX,13,29.716666666666665
22,Eric,Gordon,1633,23,201569,1610612756,PHX,8,27.216666666666665
23,Jusuf,Nurkic,1521,9,203994,1610612756,PHX,5,25.35
24,Josh,Okogie,1137,7,1629006,1610612756,PHX,2,18.95
25,Nassir,Little,607,3,1629642,1610612756,PHX,0,10.116666666666667
26,Drew,Eubanks,344,2,1629234,1610612756,PHX,-14,5.733333333333333
27,Bradley,Beal,279,5,203078,1610612756,PHX,3,4.65
28,Bol,Bol,137,0,1629626,1610612756,PHX,-8,2.283333333333333
29,Theo,Maledon,0,0,1630177,1610612756,PHX,0,0.0
30,David,Roddy,0,0,1631223,1610612756,PHX,0,0.0
31,Udoka,Azubuike,0,0,1628962,1610612756,PHX,0,0.0
32,Damion,Lee,0,0,1627814,1610612756,PHX,0,0.0
33,Saben,Lee,0,0,1630240,1610612756,PHX,0,0.0
