,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Jordan,Hawkins,2101,14,1641722,1610612740,NOP,-14,35.016666666666666
1,CJ,McCollum,2009,19,203468,1610612740,NOP,-19,33.483333333333334
2,Zion,Williamson,1796,19,1629627,1610612740,NOP,-17,29.933333333333334
3,Matt,Ryan,1630,12,1630346,1610612740,NOP,-17,27.166666666666668
4,Dyson,Daniels,1449,7,1630700,1610612740,NOP,-13,24.15
5,Jonas,Valanciunas,1368,11,202685,1610612740,NOP,-17,22.8
6,Herbert,Jones,1341,4,1630529,1610612740,NOP,-22,22.35
7,Larry,Nance Jr.,1017,5,1626204,1610612740,NOP,-6,16.95
8,Kira,Lewis Jr.,964,11,1630184,1610612740,NOP,-13,16.066666666666666
9,Kaiser,Gates,446,0,1629232,1610612740,NOP,-2,7.433333333333334
10,Cody,Zeller,279,0,203469,1610612740,NOP,0,4.65
11,Brandon,Ingram,0,0,1627742,1610612740,NOP,0,0.0
12,E.J.,Liddell,0,0,1630604,1610612740,NOP,0,0.0
13,Jose,Alvarado,0,0,1630631,1610612740,NOP,0,0.0
14,Naji,Marshall,0,0,1630230,1610612740,NOP,0,0.0
15,Trey,Murphy III,0,0,1630530,1610612740,NOP,0,0.0
16,Dereon,Seabron,0,0,1631220,1610612740,NOP,0,0.0
17,Stephen,Curry,1802,42,201939,1610612744,GSW,13,30.033333333333335
18,Chris,Paul,1513,13,101108,1610612744,GSW,17,25.216666666666665
19,Kevon,Looney,1474,8,1626172,1610612744,GSW,19,24.566666666666666
20,Brandin,Podziemski,1368,5,1641764,1610612744,GSW,15,22.8
21,Draymond,Green,1294,6,203110,1610612744,GSW,6,21.566666666666666
22,Moses,Moody,1251,13,1630541,1610612744,GSW,18,20.85
23,Dario,Saric,1235,6,203967,1610612744,GSW,14,20.583333333333332
24,Andrew,Wiggins,1227,9,203952,1610612744,GSW,10,20.45
25,Gary,Payton II,1209,10,1627780,1610612744,GSW,17,20.15
26,Trayce,Jackson-Davis,1190,13,1631218,1610612744,GSW,11,19.833333333333332
27,Cory,Joseph,279,0,202709,1610612744,GSW,0,4.65
28,Jerome,Robinson,279,0,1629010,1610612744,GSW,0,4.65
29,Lester,Quinones,279,5,1631311,1610612744,GSW,0,4.65
30,Usman,Garuba,0,0,1630586,1610612744,GSW,0,0.0
31,Jonathan,Kuminga,0,0,1630228,1610612744,GSW,0,0.0
32,Klay,Thompson,0,0,202691,1610612744,GSW,0,0.0
