,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,CJ,McCollum,2189,25,203468,1610612740,NOP,4,36.483333333333334
1,Brandon,Ingram,2131,15,1627742,1610612740,NOP,14,35.516666666666666
2,Zion,Williamson,2102,21,1629627,1610612740,NOP,-6,35.03333333333333
3,Herbert,Jones,1822,13,1630529,1610612740,NOP,7,30.366666666666667
4,Larry,Nance Jr.,1643,2,1626204,1610612740,NOP,13,27.383333333333333
5,Trey,Murphy III,1357,13,1630530,1610612740,NOP,15,22.616666666666667
6,Dyson,Daniels,1309,10,1630700,1610612740,NOP,6,21.816666666666666
7,Jose,Alvarado,803,7,1630631,1610612740,NOP,6,13.383333333333333
8,Jonas,Valanciunas,633,8,202685,1610612740,NOP,2,10.55
9,Jordan,Hawkins,137,3,1641722,1610612740,NOP,-2,2.283333333333333
10,Cody,Zeller,137,0,203469,1610612740,NOP,-2,2.283333333333333
11,Jeremiah,Robinson-Earl,137,0,1630526,1610612740,NOP,-2,2.283333333333333
12,E.J.,Liddell,0,0,1630604,1610612740,NOP,0,0.0
13,Naji,Marshall,0,0,1630230,1610612740,NOP,0,0.0
14,Matt,Ryan,0,0,1630346,1610612740,NOP,0,0.0
15,Dereon,Seabron,0,0,1631220,1610612740,NOP,0,0.0
16,James,Harden,2303,19,201935,1610612746,LAC,-1,38.38333333333333
17,Kawhi,Leonard,1992,15,202695,1610612746,LAC,-11,33.2
18,Paul,George,1701,7,202331,1610612746,LAC,-4,28.35
19,Norman,Powell,1547,18,1626181,1610612746,LAC,-12,25.783333333333335
20,Terance,Mann,1506,5,1629611,1610612746,LAC,-5,25.1
21,Amir,Coffey,1280,8,1629599,1610612746,LAC,-7,21.333333333333332
22,Ivica,Zubac,1269,12,1627826,1610612746,LAC,6,21.15
23,Russell,Westbrook,1066,4,201566,1610612746,LAC,-12,17.766666666666666
24,Mason,Plumlee,906,11,203486,1610612746,LAC,-16,15.1
25,Daniel,Theis,416,2,1628464,1610612746,LAC,1,6.933333333333334
26,Brandon,Boston Jr.,207,2,1630527,1610612746,LAC,3,3.45
27,Kobe,Brown,207,3,1641738,1610612746,LAC,3,3.45
28,Bones,Hyland,0,0,1630538,1610612746,LAC,0,0.0
29,P.J.,Tucker,0,0,200782,1610612746,LAC,0,0.0
30,Moussa,Diabate,0,0,1631217,1610612746,LAC,0,0.0
31,Jordan,Miller,0,0,1641757,1610612746,LAC,0,0.0
32,Xavier,Moon,0,0,1629875,1610612746,LAC,0,0.0
33,Joshua,Primo,0,0,1630563,1610612746,LAC,0,0.0
