,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Franz,Wagner,2143,38,1630532,1610612753,ORL,16,35.71666666666667
1,Paolo,Banchero,2071,20,1631094,1610612753,ORL,8,34.516666666666666
2,Jalen,Suggs,1681,9,1630591,1610612753,ORL,14,28.016666666666666
3,Wendell,Carter Jr.,1654,7,1628976,1610612753,ORL,9,27.566666666666666
4,Gary,Harris,1435,10,203914,1610612753,ORL,1,23.916666666666668
5,Markelle,Fultz,1355,8,1628365,1610612753,ORL,3,22.583333333333332
6,Jonathan,Isaac,1264,5,1628371,1610612753,ORL,9,21.066666666666666
7,Moritz,Wagner,1226,10,1629021,1610612753,ORL,3,20.433333333333334
8,Joe,Ingles,901,3,204060,1610612753,ORL,0,15.016666666666667
9,Cole,Anthony,651,1,1630175,1610612753,ORL,-1,10.85
10,Anthony,Black,19,0,1641710,1610612753,ORL,-2,0.31666666666666665
11,Goga,Bitadze,0,0,1629048,1610612753,ORL,0,0.0
12,Caleb,Houstan,0,0,1631216,1610612753,ORL,0,0.0
13,Chuma,Okeke,0,0,1629643,1610612753,ORL,0,0.0
14,Kevon,Harris,0,0,1630284,1610612753,ORL,0,0.0
15,Jett,Howard,0,0,1641724,1610612753,ORL,0,0.0
16,Trevelin,Queen,0,0,1630243,1610612753,ORL,0,0.0
17,Admiral,Schofield,0,0,1629678,1610612753,ORL,0,0.0
18,Jaden,Ivey,2124,18,1631093,1610612765,DET,-12,35.4
19,Bojan,Bogdanovic,1950,11,202711,1610612765,DET,-11,32.5
20,Cade,Cunningham,1911,18,1630595,1610612765,DET,-8,31.85
21,Ausar,Thompson,1647,17,1641709,1610612765,DET,-8,27.45
22,Jalen,Duren,1613,15,1631105,1610612765,DET,-5,26.883333333333333
23,Alec,Burks,1172,10,202692,1610612765,DET,-2,19.533333333333335
24,Danilo,Gallinari,945,2,201568,1610612765,DET,-7,15.75
25,Mike,Muscala,834,0,203488,1610612765,DET,-1,13.9
26,Kevin,Knox II,784,0,1628995,1610612765,DET,1,13.066666666666666
27,Marcus,Sasser,577,6,1631204,1610612765,DET,-10,9.616666666666667
28,Monte,Morris,521,2,1628420,1610612765,DET,3,8.683333333333334
29,James,Wiseman,322,0,1630164,1610612765,DET,0,5.366666666666666
30,Joe,Harris,0,0,203925,1610612765,DET,0,0.0
31,Killian,Hayes,0,0,1630165,1610612765,DET,0,0.0
32,Malcolm,Cazalon,0,0,1630608,1610612765,DET,0,0.0
33,Jared,Rhoden,0,0,1631197,1610612765,DET,0,0.0
34,Isaiah,Stewart,0,0,1630191,1610612765,DET,0,0.0
35,Stanley,Umude,0,0,1630649,1610612765,DET,0,0.0
