,fn,ln,totsec,pts,player_id,team_id,team_abbreviation,pm,game_min
0,Giannis,Antetokounmpo,2194,34,203507,1610612749,MIL,12,36.56666666666667
1,Brook,Lopez,2160,9,201572,1610612749,MIL,9,36.0
2,Malik,Beasley,2077,15,1627736,1610612749,MIL,12,34.61666666666667
3,Damian,Lillard,2054,31,203081,1610612749,MIL,14,34.233333333333334
4,Khris,Middleton,1996,13,203114,1610612749,MIL,7,33.266666666666666
5,Bobby,Portis,1406,9,1626171,1610612749,MIL,-5,23.433333333333334
6,Pat,Connaughton,1363,3,1626192,1610612749,MIL,6,22.716666666666665
7,MarJon,Beauchamp,649,5,1630699,1610612749,MIL,1,10.816666666666666
8,Cameron,Payne,351,0,1626166,1610612749,MIL,-9,5.85
9,Andre,Jackson Jr.,150,0,1641748,1610612749,MIL,-7,2.5
10,Thanasis,Antetokounmpo,0,0,203648,1610612749,MIL,0,0.0
11,AJ,Green,0,0,1631260,1610612749,MIL,0,0.0
12,Chris,Livingston,0,0,1641753,1610612749,MIL,0,0.0
13,Robin,Lopez,0,0,201577,1610612749,MIL,0,0.0
14,Marques,Bolden,0,0,1629716,1610612749,MIL,0,0.0
15,Jae,Crowder,0,0,203109,1610612749,MIL,0,0.0
16,TyTy,Washington Jr.,0,0,1631102,1610612749,MIL,0,0.0
17,Lindell,Wigginton,0,0,1629623,1610612749,MIL,0,0.0
18,Jarrett,Allen,2429,30,1628386,1610612739,CLE,-12,40.483333333333334
19,Max,Strus,2189,12,1629622,1610612739,CLE,-5,36.483333333333334
20,Donovan,Mitchell,2162,34,1628378,1610612739,CLE,3,36.03333333333333
21,Isaac,Okoro,1789,8,1630171,1610612739,CLE,-10,29.816666666666666
22,Caris,LeVert,1687,6,1627747,1610612739,CLE,-3,28.116666666666667
23,Dean,Wade,1024,0,1629731,1610612739,CLE,-8,17.066666666666666
24,Craig,Porter Jr.,912,14,1641854,1610612739,CLE,0,15.2
25,Sam,Merrill,895,3,1630241,1610612739,CLE,-1,14.916666666666666
26,Georges,Niang,860,2,1627777,1610612739,CLE,-8,14.333333333333334
27,Tristan,Thompson,453,2,202684,1610612739,CLE,4,7.55
28,Ty,Jerome,0,0,1629660,1610612739,CLE,0,0.0
29,Damian,Jones,0,0,1627745,1610612739,CLE,0,0.0
30,Emoni,Bates,0,0,1641734,1610612739,CLE,0,0.0
31,Darius,Garland,0,0,1629636,1610612739,CLE,0,0.0
32,Evan,Mobley,0,0,1630596,1610612739,CLE,0,0.0
33,Isaiah,Mobley,0,0,1630600,1610612739,CLE,0,0.0
34,Ricky,Rubio,0,0,201937,1610612739,CLE,0,0.0
