,PERIOD,EVT,WALLCLK,CL,DE,LOCX,LOCY,OPT1,OPT2,OPT3,OPT4,MTYPE,ETYPE,OPID,TID,PID,HS,VS,EPID,OFTID,ORD,PTS,diff_a-h
0,1,2,2024-03-14T02:11:36.3000000+00:00,12:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,0
1,1,4,2024-03-14T02:11:39.4000000+00:00,11:55,Jump Ball Ayton vs Capela (Banton gains possession),0,-80,0,0,0,0,0,10,203991,1610612757,1629028,0,0,1630625,1610612757,60000,0,0
2,1,7,2024-03-14T02:11:55.2000000+00:00,11:40,[POR] Simons Turnover : Bad Pass (1 TO) Steal:Capela (1 ST),-153,305,1,0,0,0,1,5,203991,1610612757,1629014,0,0,,1610612757,70000,0,0
3,1,148,2024-03-14T02:12:06.0000000+00:00,11:32,[ATL] Matthews Turnaround Jump Shot: Missed Block: Camara (1 BLK),91,105,2,0,0,0,47,2,1641739,1610612737,202083,0,0,,1610612737,85000,0,0
4,1,150,2024-03-14T02:12:08.0000000+00:00,11:30,[ATL] Bogdanovic Rebound (Off:1 Def:0),-126,793,1,0,0,0,0,4,,1610612737,203992,0,0,,1610612737,88750,0,0
5,1,9,2024-03-14T02:12:16.9000000+00:00,11:19,[ATL] Matthews Floating Jump shot: Missed,-118,36,2,0,0,0,78,2,,1610612737,202083,0,0,,1610612737,90000,0,0
6,1,10,2024-03-14T02:12:18.9000000+00:00,11:17,[POR] Camara Rebound (Off:0 Def:1),-118,36,0,0,0,0,0,4,,1610612757,1641739,0,0,,1610612737,100000,0,0
7,1,11,2024-03-14T02:12:39.5000000+00:00,10:56,[POR] Simons Driving Floating Jump Shot: Missed Block: Murray (1 BLK),151,66,2,0,0,0,101,2,1627749,1610612757,1629014,0,0,,1610612757,110000,0,0
8,1,13,2024-03-14T02:12:43.5000000+00:00,10:52,[ATL] Bogdanovic Rebound (Off:1 Def:1),151,66,0,0,0,0,0,4,,1610612737,203992,0,0,,1610612757,130000,0,0
9,1,14,2024-03-14T02:12:45.1000000+00:00,10:50,[ATL] Bogdanovic Running Layup Shot: Missed,-10,23,2,1,0,0,41,2,,1610612737,203992,0,0,,1610612737,140000,0,0
10,1,15,2024-03-14T02:12:48.1000000+00:00,10:47,[ATL] Capela Rebound (Off:1 Def:0),-10,23,1,0,0,0,0,4,,1610612737,203991,0,0,,1610612737,150000,0,0
11,1,16,2024-03-14T02:12:47.6000000+00:00,10:47,[ATL 2-0] Capela Tip Layup Shot: Made (2 PTS),0,0,2,1,0,0,97,1,,1610612737,203991,0,2,,1610612737,160000,2,2
12,1,17,2024-03-14T02:13:01.5000000+00:00,10:34,[POR 2-2] Banton Driving Dunk Shot: Made (2 PTS),21,20,2,0,0,0,9,1,,1610612757,1630625,2,2,,1610612757,170000,2,0
13,1,18,2024-03-14T02:13:25.5000000+00:00,10:09,[ATL] Bogdanovic Pullup Jump shot: Missed,86,133,2,0,0,0,79,2,,1610612737,203992,2,2,,1610612737,180000,0,0
14,1,19,2024-03-14T02:13:29.5000000+00:00,10:05,[POR] Camara Rebound (Off:0 Def:2),86,133,0,0,0,0,0,4,,1610612757,1641739,2,2,,1610612737,190000,0,0
