,PERIOD,EVT,WALLCLK,CL,DE,LOCX,LOCY,OPT1,OPT2,OPT3,OPT4,MTYPE,ETYPE,OPID,TID,PID,HS,VS,EPID,OFTID,ORD,PTS,diff_a-h
0,1,2,2024-01-27T01:11:54.8000000+00:00,12:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,0
1,1,4,2024-01-27T01:11:57.9000000+00:00,12:00,Jump Ball Allen vs Lopez (Mitchell gains possession),0,-80,0,0,0,0,0,10,201572,1610612739,1628386,0,0,1628378,1610612739,60000,0,0
2,1,7,2024-01-27T01:12:04.3000000+00:00,11:48,[MIL] Lopez Foul: Non-Unsportsmanlike Technical Foul - Defensive Three Seconds (1 PF) (1 FTA) (M Smith),0,-80,0,0,1,0,17,6,,1610612749,201572,0,0,1193,1610612739,70000,0,0
3,1,8,2024-01-27T01:12:26.8000000+00:00,11:48,[CLE] Mitchell Free Throw Technical Missed,0,-80,2,0,0,0,16,3,,1610612739,1628378,0,0,,1610612739,80000,0,0
4,1,9,2024-01-27T01:12:26.8000000+00:00,11:48,[CLE] Team Rebound,0,-80,1,0,0,0,1,4,,1610612739,0,0,0,,1610612739,80001,0,0
5,1,10,2024-01-27T01:12:46.0000000+00:00,11:40,[CLE] Allen Floating Jump shot: Missed,6,83,2,0,0,0,78,2,,1610612739,1628386,0,0,,1610612739,100000,0,0
6,1,11,2024-01-27T01:12:48.6000000+00:00,11:38,[MIL] Middleton Rebound (Off:0 Def:1),6,83,0,0,0,0,0,4,,1610612749,203114,0,0,,1610612739,110000,0,0
7,1,12,2024-01-27T01:12:58.7000000+00:00,11:28,[MIL] Antetokounmpo Turnover : Bad Pass (1 TO) Steal:Allen (1 ST),22,150,1,0,0,0,1,5,1628386,1610612749,203507,0,0,,1610612749,120000,0,0
8,1,14,2024-01-27T01:13:12.6000000+00:00,11:22,Stoppage: Out-of-Bounds,0,-80,0,0,0,0,3,20,,0,0,0,0,,1610612739,140000,0,0
9,1,15,2024-01-27T01:13:28.5000000+00:00,11:17,[CLE] Strus Driving Layup Shot: Missed Block: Lopez (1 BLK),5,26,2,0,0,0,6,2,201572,1610612739,1629622,0,0,,1610612739,150000,0,0
10,1,16,2024-01-27T01:13:30.5000000+00:00,11:15,[MIL] Beasley Rebound (Off:0 Def:1),5,26,0,0,0,0,0,4,,1610612749,1627736,0,0,,1610612739,160000,0,0
11,1,17,2024-01-27T01:13:38.7000000+00:00,11:10,[MIL] Lillard Driving Floating Jump Shot: Missed,31,117,2,1,0,0,101,2,,1610612749,203081,0,0,,1610612749,170000,0,0
12,1,18,2024-01-27T01:13:40.7000000+00:00,11:08,[CLE] Team Rebound,31,117,0,0,0,0,0,4,,1610612739,0,0,0,,1610612749,180000,0,0
13,1,19,2024-01-27T01:13:54.2000000+00:00,10:54,[CLE] Mitchell Step Back Jump shot: Missed,-89,101,2,0,0,0,80,2,,1610612739,1628378,0,0,,1610612739,190000,0,0
14,1,21,2024-01-27T01:13:58.2000000+00:00,10:50,[MIL] Antetokounmpo Rebound (Off:0 Def:1),-89,101,0,0,0,0,0,4,,1610612749,203507,0,0,,1610612739,200000,0,0
15,1,22,2024-01-27T01:14:04.3000000+00:00,10:44,[MIL] Middleton Turnaround Jump Shot: Missed,61,123,2,0,0,0,47,2,,1610612749,203114,0,0,,1610612749,210000,0,0
16,1,23,2024-01-27T01:14:07.3000000+00:00,10:41,[CLE] Wade Rebound (Off:0 Def:1),61,123,0,0,0,0,0,4,,1610612739,1629731,0,0,,1610612749,220000,0,0
17,1,24,2024-01-27T01:14:15.7000000+00:00,10:31,[CLE] Strus 3pt Shot: Missed,82,253,3,0,0,0,1,2,,1610612739,1629622,0,0,,1610612739,230000,0,0
18,1,25,2024-01-27T01:14:17.7000000+00:00,10:29,[MIL] Lopez Rebound (Off:0 Def:1),82,253,0,0,0,0,0,4,,1610612749,201572,0,0,,1610612739,240000,0,0
19,1,26,2024-01-27T01:14:33.1000000+00:00,10:14,[MIL 3-0] Middleton 3pt Shot: Made (3 PTS) Assist: Beasley (1 AST),-168,209,3,0,0,0,80,1,,1610612749,203114,3,0,1627736,1610612749,250000,3,-3
20,1,28,2024-01-27T01:14:48.0000000+00:00,09:59,[CLE] Mitchell Driving Floating Jump Shot: Missed,-21,106,2,0,0,0,101,2,,1610612739,1628378,3,0,,1610612739,270000,0,-3
21,1,29,2024-01-27T01:14:51.0000000+00:00,09:56,[MIL] Antetokounmpo Rebound (Off:0 Def:2),-21,106,0,0,0,0,0,4,,1610612749,203507,3,0,,1610612739,280000,0,-3
22,1,30,2024-01-27T01:14:56.8000000+00:00,09:50,[MIL 5-0] Middleton Step Back Jump shot: Made (5 PTS) Assist: Antetokounmpo (1 AST),-141,33,2,0,0,0,80,1,,1610612749,203114,5,0,203507,1610612749,290000,2,-5
23,1,32,2024-01-27T01:15:16.1000000+00:00,09:33,[CLE] Allen Turnover : Out of Bounds - Bad Pass Turnover (1 TO),-4,77,0,0,0,0,45,5,,1610612739,1628386,5,0,1193,1610612739,310000,0,-5
24,1,33,2024-01-27T01:15:42.5000000+00:00,09:16,[CLE] Allen Foul: Personal (1 PF) (D Collins),56,36,0,0,0,0,1,6,203507,1610612739,1628386,5,0,2002,1610612749,320000,0,-5
25,1,35,2024-01-27T01:16:09.8000000+00:00,09:13,[CLE] Okoro Foul: Shooting (1 PF) (2 FTA) (P Fraher),-71,51,0,0,2,0,2,6,203507,1610612739,1630171,5,0,2003,1610612749,340000,0,-5
26,1,37,2024-01-27T01:16:54.9000000+00:00,09:13,[MIL 6-0] Antetokounmpo Free Throw 1 of 2 (1 PTS),0,-80,1,0,1,0,11,3,,1610612749,203507,6,0,,1610612749,360000,1,-6
27,1,38,2024-01-27T01:16:54.9000000+00:00,09:13,[MIL] Antetokounmpo Free Throw 2 of 2 Missed,0,-80,2,0,0,0,12,3,,1610612749,203507,6,0,,1610612749,370000,0,-6
