,PERIOD,EVT,WALLCLK,CL,DE,LOCX,LOCY,OPT1,OPT2,OPT3,OPT4,MTYPE,ETYPE,OPID,TID,PID,HS,VS,EPID,OFTID,ORD,PTS,diff_a-h
0,1,2,2024-02-23T03:15:56.2000000+00:00,12:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,0
1,1,4,2024-02-23T03:15:57.8000000+00:00,11:58,Jump Ball Green vs Green (Hachimura gains possession),0,-80,0,0,0,0,0,10,203110,1610612747,203110,0,0,1629060,1610612747,60000,0,0
2,1,90,2024-02-23T03:16:28.4000000+00:00,11:47,[LAL] Davis Cutting Layup Shot: Missed Block: Green (1 BLK),-64,21,2,0,0,0,98,2,203110,1610612747,203076,0,0,,1610612747,65000,0,0
3,1,92,2024-02-23T03:16:29.4000000+00:00,11:46,[LAL] Team Rebound,-64,21,1,0,0,0,0,4,,1610612747,0,0,0,,1610612747,68750,0,0
4,1,265,2024-02-23T03:16:29.3000000+00:00,11:46,Stoppage: Out-of-Bounds,0,-80,0,0,0,0,3,20,,0,0,0,0,,1610612747,74375,0,0
5,1,8,2024-02-23T03:16:30.3000000+00:00,11:43,[LAL] Russell Fadeaway Jump Shot: Missed,-104,-19,2,0,0,0,63,2,,1610612747,1626156,0,0,,1610612747,80000,0,0
6,1,9,2024-02-23T03:16:33.3000000+00:00,11:40,[LAL] Davis Rebound (Off:1 Def:0),-104,-19,1,0,0,0,0,4,,1610612747,203076,0,0,,1610612747,90000,0,0
7,1,12,2024-02-23T03:16:36.2000000+00:00,11:37,[LAL 2-0] Davis Putback Layup Shot: Made (2 PTS),0,0,2,0,0,0,72,1,,1610612747,203076,0,2,,1610612747,120000,2,2
8,1,13,2024-02-23T03:16:54.5000000+00:00,11:28,[GSW 3-2] Curry 3pt Shot: Made (3 PTS) Assist: Green (1 AST),225,146,3,0,0,0,1,1,,1610612744,201939,3,2,203110,1610612744,130000,3,-1
9,1,15,2024-02-23T03:17:35.1000000+00:00,11:18,Jump Ball Russell vs Russell (Green gains possession),0,-80,0,0,0,0,0,10,1626156,1610612744,1626156,3,2,203110,1610612747,170000,0,-1
10,1,18,2024-02-23T03:17:35.1000000+00:00,11:18,[LAL] Russell Turnover : Lost Ball (1 TO) Steal:Curry (1 ST),-194,247,1,0,0,0,2,5,201939,1610612747,1626156,3,2,,1610612747,180000,0,-1
11,1,20,2024-02-23T03:17:38.2000000+00:00,11:13,[GSW] Green Turnover : Bad Pass (1 TO) Steal:Russell (1 ST),162,558,1,0,0,0,1,5,1626156,1610612744,203110,3,2,,1610612744,200000,0,-1
