,PERIOD,EVT,WALLCLK,CL,DE,LOCX,LOCY,OPT1,OPT2,OPT3,OPT4,MTYPE,ETYPE,OPID,TID,PID,HS,VS,EPID,OFTID,ORD,PTS,diff_a-h
0,1,2,2023-11-23T00:40:35.7000000+00:00,12:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,0
1,1,4,2023-11-23T00:40:37.8000000+00:00,11:57,Jump Ball Claxton vs Capela (Dinwiddie gains possession),0,-80,0,0,0,0,0,10,203991,1610612751,1629651,0,0,203915,1610612751,60000,0,0
2,1,7,2023-11-23T00:41:01.8000000+00:00,11:33,[BKN 3-0] Dinwiddie 3pt Shot: Made (3 PTS) Assist: Claxton (1 AST),116,227,3,0,0,0,1,1,,1610612751,203915,0,3,1629651,1610612751,70000,3,3
3,1,9,2023-11-23T00:41:24.6000000+00:00,11:10,[ATL] Murray 3pt Shot: Missed,-78,251,3,0,0,0,1,2,,1610612737,1627749,0,3,,1610612737,90000,0,3
4,1,10,2023-11-23T00:41:28.6000000+00:00,11:06,[BKN] Claxton Rebound (Off:0 Def:1),-78,251,0,0,0,0,0,4,,1610612751,1629651,0,3,,1610612737,100000,0,3
5,1,11,2023-11-23T00:41:38.0000000+00:00,10:58,[ATL] Johnson Foul: Shooting (1 PF) (2 FTA) (J Sterling),22,105,0,0,2,0,2,6,1628969,1610612737,1630552,0,3,1627964,1610612751,110000,0,3
6,1,13,2023-11-23T00:42:08.0000000+00:00,10:58,[BKN 4-0] Bridges Free Throw 1 of 2 (1 PTS),0,-80,1,0,1,0,11,3,,1610612751,1628969,0,4,,1610612751,130000,1,4
7,1,14,2023-11-23T00:42:22.9000000+00:00,10:58,[BKN 5-0] Bridges Free Throw 2 of 2 (2 PTS),0,-80,1,0,1,0,12,3,,1610612751,1628969,0,5,,1610612751,140000,1,5
8,1,15,2023-11-23T00:42:35.3000000+00:00,10:48,[ATL 2-5] Capela Layup Shot: Made (2 PTS) Assist: Young (1 AST),9,14,2,0,0,0,5,1,,1610612737,203991,2,5,1629027,1610612737,150000,2,3
9,1,17,2023-11-23T00:42:47.6000000+00:00,10:35,[BKN] Claxton Alley Oop Layup shot: Missed,-29,37,2,0,0,0,43,2,,1610612751,1629651,2,5,,1610612751,170000,0,3
10,1,18,2023-11-23T00:42:51.6000000+00:00,10:31,[ATL] Capela Rebound (Off:0 Def:1),-29,37,0,0,0,0,0,4,,1610612737,203991,2,5,,1610612751,180000,0,3
11,1,21,2023-11-23T00:43:00.7000000+00:00,10:23,[ATL 4-5] Johnson Jump Shot: Made (2 PTS) Assist: Young (2 AST),-201,41,2,0,0,0,1,1,,1610612737,1630552,4,5,1629027,1610612737,210000,2,1
