,PERIOD,EVT,WALLCLK,CL,DE,LOCX,LOCY,OPT1,OPT2,OPT3,OPT4,MTYPE,ETYPE,OPID,TID,PID,HS,VS,EPID,OFTID,ORD,PTS,diff_a-h
0,1,2,2023-11-07T00:10:55.1000000+00:00,12:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,0
1,1,4,2023-11-07T00:10:58.6000000+00:00,11:55,Jump Ball Gafford vs Embiid (Avdija gains possession),0,-80,0,0,0,0,0,10,203954,1610612764,1629655,0,0,1630166,1610612764,60000,0,0
2,1,7,2023-11-07T00:11:10.5000000+00:00,11:43,[WAS] Poole Turnover : Bad Pass (1 TO) Steal:Embiid (1 ST),-99,55,1,0,0,0,1,5,203954,1610612764,1629673,0,0,,1610612764,70000,0,0
3,1,9,2023-11-07T00:11:15.3000000+00:00,11:39,[PHI] Oubre Jr. Turnover : Lost Ball (1 TO) Steal:Jones (1 ST),27,51,1,0,0,0,2,5,1626145,1610612755,1626162,0,0,,1610612755,90000,0,0
4,1,11,2023-11-07T00:11:19.1000000+00:00,11:35,[WAS 2-0] Poole Running Finger Roll Layup Shot: Made (2 PTS) Assist: Jones (1 AST),-16,-1,2,1,0,0,76,1,,1610612764,1629673,0,2,1626145,1610612764,110000,2,2
5,1,13,2023-11-07T00:11:41.8000000+00:00,11:12,[PHI 2-2] Embiid Jump Shot: Made (2 PTS),-33,109,2,0,0,0,1,1,,1610612755,203954,2,2,,1610612755,130000,2,0
6,1,14,2023-11-07T00:11:58.2000000+00:00,10:56,[WAS] Kuzma Pullup Jump shot: Missed,-33,77,2,0,0,0,79,2,,1610612764,1628398,2,2,,1610612764,140000,0,0
7,1,15,2023-11-07T00:12:03.2000000+00:00,10:51,[WAS] Gafford Rebound (Off:1 Def:0),-33,77,1,0,0,0,0,4,,1610612764,1629655,2,2,,1610612764,150000,0,0
8,1,16,2023-11-07T00:12:02.8000000+00:00,10:51,[WAS 4-2] Gafford Tip Dunk Shot: Made (2 PTS),0,0,2,0,0,0,107,1,,1610612764,1629655,2,4,,1610612764,160000,2,2
9,1,17,2023-11-07T00:12:08.0000000+00:00,10:46,[PHI] Maxey 3pt Shot: Missed,150,239,3,0,0,0,1,2,,1610612755,1630178,2,4,,1610612755,170000,0,2
10,1,18,2023-11-07T00:12:11.0000000+00:00,10:43,[WAS] Avdija Rebound (Off:0 Def:1),150,239,0,0,0,0,0,4,,1610612764,1630166,2,4,,1610612755,180000,0,2
11,1,19,2023-11-07T00:12:19.4000000+00:00,10:35,[WAS 6-2] Gafford Cutting Dunk Shot: Made (4 PTS) Assist: Avdija (1 AST),0,-1,2,0,0,0,108,1,,1610612764,1629655,2,6,1630166,1610612764,190000,2,4
12,1,21,2023-11-07T00:12:39.0000000+00:00,10:15,[PHI] Embiid Pullup Jump shot: Missed,-92,130,2,0,0,0,79,2,,1610612755,203954,2,6,,1610612755,210000,0,4
13,1,22,2023-11-07T00:12:44.0000000+00:00,10:10,[PHI] Harris Rebound (Off:1 Def:0),-92,130,1,0,0,0,0,4,,1610612755,202699,2,6,,1610612755,220000,0,4
14,1,23,2023-11-07T00:12:43.7000000+00:00,10:10,[PHI] Harris Tip Layup Shot: Missed,0,0,2,0,0,0,97,2,,1610612755,202699,2,6,,1610612755,230000,0,4
15,1,24,2023-11-07T00:12:43.7000000+00:00,10:10,[WAS] Avdija Rebound (Off:0 Def:2),0,0,0,0,0,0,0,4,,1610612764,1630166,2,6,,1610612755,240000,0,4
16,1,25,2023-11-07T00:12:46.5000000+00:00,10:07,[WAS] Poole 3pt Shot: Missed,-143,241,3,1,0,0,103,2,,1610612764,1629673,2,6,,1610612764,250000,0,4
17,1,26,2023-11-07T00:12:49.5000000+00:00,10:04,[PHI] Embiid Rebound (Off:0 Def:1),-143,241,0,0,0,0,0,4,,1610612755,203954,2,6,,1610612764,260000,0,4
18,1,27,2023-11-07T00:13:02.0000000+00:00,09:55,[PHI] Oubre Jr. Turnover : Step Out of Bounds Turnover (2 TO),-34,11,0,0,0,0,39,5,,1610612755,1626162,2,6,1627964,1610612755,270000,0,4
19,1,35,2023-11-07T00:13:15.6000000+00:00,09:55,[PHI] Team Violation : Delay Of Game,0,-80,0,0,0,0,1,7,,1610612755,0,2,6,,1610612764,280000,0,4
20,1,29,2023-11-07T00:13:29.2000000+00:00,09:47,[PHI] Melton Foul: Personal (1 PF) (J Sterling),-18,130,0,0,0,0,1,6,1626145,1610612755,1629001,2,6,1627964,1610612764,290000,0,4
21,1,31,2023-11-07T00:13:52.0000000+00:00,09:41,[WAS 8-2] Gafford Alley Oop Dunk Shot: Made (6 PTS) Assist: Jones (2 AST),-4,13,2,0,0,0,52,1,,1610612764,1629655,2,8,1626145,1610612764,310000,2,6
22,1,33,2023-11-07T00:14:04.8000000+00:00,09:27,[PHI 4-8] Harris Turnaround Jump Shot: Made (2 PTS) Assist: Maxey (1 AST),4,85,2,0,0,0,47,1,,1610612755,202699,4,8,1630178,1610612755,330000,2,4
23,1,36,2023-11-07T00:14:20.4000000+00:00,09:14,[WAS] Poole Turnover : Out of Bounds - Bad Pass Turnover (2 TO),-183,483,0,0,0,0,45,5,,1610612764,1629673,4,8,,1610612764,350000,0,4
24,1,37,2023-11-07T00:14:42.1000000+00:00,09:03,[PHI 6-8] Harris Pullup Jump shot: Made (4 PTS),-110,114,2,0,0,0,79,1,,1610612755,202699,6,8,,1610612755,360000,2,2
25,1,38,2023-11-07T00:15:00.1000000+00:00,08:48,[WAS] Kuzma Foul: Offensive (1 PF) (J Tiven),-109,9,0,0,0,0,4,6,1626162,1610612764,1628398,6,8,201639,1610612764,370000,0,2
26,1,40,2023-11-07T00:15:00.1000000+00:00,08:48,[WAS] Kuzma Turnover : Offensive Foul Turnover (1 TO),-109,9,0,0,0,0,37,5,,1610612764,1628398,6,8,201639,1610612764,390000,0,2
27,1,41,2023-11-07T00:15:21.3000000+00:00,08:41,[PHI] Harris 3pt Shot: Missed,-188,187,3,0,0,0,1,2,,1610612755,202699,6,8,,1610612755,400000,0,2
28,1,42,2023-11-07T00:15:24.6000000+00:00,08:37,[WAS] Avdija Rebound (Off:0 Def:3),-188,187,0,0,0,0,0,4,,1610612764,1630166,6,8,,1610612755,410000,0,2
29,1,43,2023-11-07T00:15:29.4000000+00:00,08:35,[PHI] Embiid Foul: Shooting (1 PF) (2 FTA) (B Forte),20,3,0,0,2,0,2,6,1630166,1610612755,203954,6,8,101283,1610612764,420000,0,2
30,1,45,2023-11-07T00:15:53.8000000+00:00,08:35,[WAS 9-6] Avdija Free Throw 1 of 2 (1 PTS),0,-80,1,1,1,0,11,3,,1610612764,1630166,6,9,,1610612764,440000,1,3
31,1,46,2023-11-07T00:16:13.5000000+00:00,08:35,[WAS 10-6] Avdija Free Throw 2 of 2 (2 PTS),0,-80,1,1,1,0,12,3,,1610612764,1630166,6,10,,1610612764,450000,1,4
32,1,47,2023-11-07T00:16:30.4000000+00:00,08:22,[PHI] Embiid Layup Shot: Missed Block: Gafford (1 BLK),9,22,2,0,0,0,5,2,1629655,1610612755,203954,6,10,,1610612755,460000,0,4
33,1,49,2023-11-07T00:16:30.4000000+00:00,08:22,[PHI] Team Rebound,9,22,1,0,0,0,0,4,,1610612755,0,6,10,,1610612755,480000,0,4
34,1,50,2023-11-07T00:16:35.6000000+00:00,08:22,Stoppage: Out-of-Bounds,0,-80,0,0,0,0,3,20,,0,0,6,10,,1610612755,490000,0,4
35,1,51,2023-11-07T00:16:50.7000000+00:00,08:13,[PHI] Embiid Layup Shot: Missed Block: Gafford (2 BLK),-50,21,2,0,0,0,5,2,1629655,1610612755,203954,6,10,,1610612755,500000,0,4
