,PERIOD,EVT,WALLCLK,CL,DE,LOCX,LOCY,OPT1,OPT2,OPT3,OPT4,MTYPE,ETYPE,OPID,TID,PID,HS,VS,EPID,OFTID,ORD,PTS,diff_a-h
0,1,2,2024-03-09T00:10:53.3000000+00:00,12:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,0
1,1,4,2024-03-09T00:10:57.1000000+00:00,11:56,Jump Ball Bamba vs Valanciunas (Lowry gains possession),0,-80,0,0,0,0,0,10,202685,1610612755,1628964,0,0,200768,1610612755,60000,0,0
2,1,7,2024-03-09T00:11:04.8000000+00:00,11:47,[PHI] Lowry 3pt Shot: Missed,156,235,3,0,0,0,79,2,,1610612755,200768,0,0,,1610612755,70000,0,0
3,1,8,2024-03-09T00:11:06.8000000+00:00,11:45,[NOP] Valanciunas Rebound (Off:0 Def:1),156,235,0,0,0,0,0,4,,1610612740,202685,0,0,,1610612755,80000,0,0
4,1,9,2024-03-09T00:11:18.9000000+00:00,11:33,[NOP] Valanciunas 3pt Shot: Missed,53,286,3,0,0,0,1,2,,1610612740,202685,0,0,,1610612740,90000,0,0
5,1,10,2024-03-09T00:11:20.9000000+00:00,11:31,[PHI] Oubre Jr. Rebound (Off:0 Def:1),53,286,0,0,0,0,0,4,,1610612755,1626162,0,0,,1610612740,100000,0,0
6,1,11,2024-03-09T00:11:25.9000000+00:00,11:26,[PHI] Harris 3pt Shot: Missed,-161,215,3,1,0,0,103,2,,1610612755,202699,0,0,,1610612755,110000,0,0
7,1,12,2024-03-09T00:11:27.9000000+00:00,11:24,[NOP] Ingram Rebound (Off:0 Def:1),-161,215,0,0,0,0,0,4,,1610612740,1627742,0,0,,1610612755,120000,0,0
8,1,13,2024-03-09T00:11:32.7000000+00:00,11:20,[NOP] McCollum 3pt Shot: Missed,169,219,3,1,0,0,2,2,,1610612740,203468,0,0,,1610612740,130000,0,0
9,1,14,2024-03-09T00:11:37.7000000+00:00,11:15,[PHI] Lowry Rebound (Off:0 Def:1),169,219,0,0,0,0,0,4,,1610612755,200768,0,0,,1610612740,140000,0,0
10,1,15,2024-03-09T00:11:45.5000000+00:00,11:11,Stoppage: Out-of-Bounds,0,-80,0,0,0,0,3,20,,0,0,0,0,,1610612755,150000,0,0
11,1,16,2024-03-09T00:11:59.1000000+00:00,11:06,[PHI] Hield 3pt Shot: Missed,241,108,3,0,0,0,1,2,,1610612755,1627741,0,0,,1610612755,160000,0,0
12,1,17,2024-03-09T00:12:02.1000000+00:00,11:03,[NOP] Williamson Rebound (Off:0 Def:1),241,108,0,0,0,0,0,4,,1610612740,1629627,0,0,,1610612755,170000,0,0
13,1,18,2024-03-09T00:12:08.6000000+00:00,10:58,[NOP 2-0] Williamson Driving Layup Shot: Made (2 PTS),-6,2,2,0,0,0,6,1,,1610612740,1629627,0,2,,1610612740,180000,2,2
14,1,19,2024-03-09T00:12:25.3000000+00:00,10:40,[PHI 2-2] Oubre Jr. Driving Floating Bank Jump Shot: Made (2 PTS) Assist: Lowry (1 AST),-12,24,2,0,0,0,102,1,,1610612755,1626162,2,2,200768,1610612755,190000,2,0
15,1,21,2024-03-09T00:12:45.0000000+00:00,10:20,[NOP] Ingram Pullup Jump shot: Missed,132,97,2,0,0,0,79,2,,1610612740,1627742,2,2,,1610612740,210000,0,0
16,1,22,2024-03-09T00:12:48.0000000+00:00,10:17,[NOP] Williamson Rebound (Off:1 Def:1),132,97,1,0,0,0,0,4,,1610612740,1629627,2,2,,1610612740,220000,0,0
17,1,49,2024-03-09T00:12:54.8000000+00:00,10:13,[NOP] Ingram Turnover : Lost Ball (1 TO) Steal:Harris (1 ST),32,75,1,0,0,0,2,5,202699,1610612740,1627742,2,2,,1610612740,245000,0,0
18,1,25,2024-03-09T00:12:57.2000000+00:00,10:08,[PHI 5-2] Oubre Jr. 3pt Shot: Made (5 PTS) Assist: Lowry (2 AST),-228,-11,3,1,0,0,2,1,,1610612755,1626162,5,2,200768,1610612755,250000,3,-3
19,1,28,2024-03-09T00:13:14.2000000+00:00,09:51,[NOP 4-5] Valanciunas Turnaround Hook Shot: Made (2 PTS) Assist: Jones (1 AST),17,28,2,0,0,0,58,1,,1610612740,202685,5,4,1630529,1610612740,270000,2,-1
20,1,30,2024-03-09T00:13:27.7000000+00:00,09:38,[PHI] Harris 3pt Shot: Missed,227,126,3,0,0,0,1,2,,1610612755,202699,5,4,,1610612755,290000,0,-1
21,1,31,2024-03-09T00:13:30.7000000+00:00,09:35,[NOP] Williamson Rebound (Off:1 Def:2),227,126,0,0,0,0,0,4,,1610612740,1629627,5,4,,1610612755,300000,0,-1
22,1,32,2024-03-09T00:13:39.2000000+00:00,09:26,[NOP 7-5] Ingram 3pt Shot: Made (3 PTS) Assist: Williamson (1 AST),238,8,3,0,0,0,1,1,,1610612740,1627742,5,7,1629627,1610612740,310000,3,2
23,1,34,2024-03-09T00:13:54.9000000+00:00,09:11,[PHI] Oubre Jr. 3pt Shot: Missed,221,162,3,0,0,0,1,2,,1610612755,1626162,5,7,,1610612755,330000,0,2
24,1,35,2024-03-09T00:13:56.9000000+00:00,09:09,[NOP] Valanciunas Rebound (Off:0 Def:2),221,162,0,0,0,0,0,4,,1610612740,202685,5,7,,1610612755,340000,0,2
25,1,36,2024-03-09T00:14:02.8000000+00:00,09:04,[NOP] Jones 3pt Shot: Missed,179,210,3,1,0,0,2,2,,1610612740,1630529,5,7,,1610612740,350000,0,2
26,1,37,2024-03-09T00:14:06.8000000+00:00,09:00,[PHI] Harris Rebound (Off:0 Def:1),179,210,0,0,0,0,0,4,,1610612755,202699,5,7,,1610612740,360000,0,2
27,1,38,2024-03-09T00:14:20.7000000+00:00,08:45,[PHI] Oubre Jr. Fadeaway Jump Shot: Missed Block: Jones (1 BLK),-69,47,2,0,0,0,63,2,1630529,1610612755,1626162,5,7,,1610612755,370000,0,2
28,1,40,2024-03-09T00:14:24.7000000+00:00,08:41,[NOP] Valanciunas Rebound (Off:0 Def:3),-69,47,0,0,0,0,0,4,,1610612740,202685,5,7,,1610612755,390000,0,2
29,1,41,2024-03-09T00:14:32.8000000+00:00,08:37,[PHI] Oubre Jr. Foul: Personal (1 PF) (E Dalen),36,24,0,0,0,0,1,6,202685,1610612755,1626162,5,7,200833,1610612740,400000,0,2
30,1,43,2024-03-09T00:14:52.7000000+00:00,08:31,[NOP 9-5] Williamson Driving Finger Roll Layup Shot: Made (4 PTS) Assist: Valanciunas (1 AST),-13,2,2,0,0,0,75,1,,1610612740,1629627,5,9,202685,1610612740,420000,2,4
31,1,45,2024-03-09T00:15:02.9000000+00:00,08:20,[PHI] Bamba 3pt Shot: Missed,-67,258,3,0,0,0,1,2,,1610612755,1628964,5,9,,1610612755,440000,0,4
32,1,46,2024-03-09T00:15:05.9000000+00:00,08:17,[NOP] Ingram Rebound (Off:0 Def:2),-67,258,0,0,0,0,0,4,,1610612740,1627742,5,9,,1610612755,450000,0,4
33,1,47,2024-03-09T00:15:13.5000000+00:00,08:10,[NOP 11-5] Ingram Driving Layup Shot: Made (5 PTS),-2,20,2,0,0,0,6,1,,1610612740,1627742,5,11,,1610612740,460000,2,6
34,1,48,2024-03-09T00:15:19.9000000+00:00,08:10,Timeout : Regular,0,-80,0,0,0,0,1,9,,1610612755,1610612755,5,11,,1610612755,470000,0,6
35,1,51,2024-03-09T00:18:37.8000000+00:00,07:46,[PHI] Hield 3pt Shot: Missed,-212,147,3,0,0,0,79,2,,1610612755,1627741,5,11,,1610612755,480000,0,6
36,1,52,2024-03-09T00:18:40.8000000+00:00,07:43,[NOP] Williamson Rebound (Off:1 Def:3),-212,147,0,0,0,0,0,4,,1610612740,1629627,5,11,,1610612755,490000,0,6
37,1,53,2024-03-09T00:18:47.2000000+00:00,07:37,[NOP 13-5] Williamson Running Layup Shot: Made (6 PTS),23,15,2,1,0,0,41,1,,1610612740,1629627,5,13,,1610612740,500000,2,8
38,1,54,2024-03-09T00:19:07.4000000+00:00,07:23,[NOP] Jones Violation:Kicked Ball (R Acosta),0,-80,0,0,0,0,5,7,,1610612740,1630529,5,13,,1610612755,510000,0,8
39,1,55,2024-03-09T00:19:09.9000000+00:00,07:23,[PHI] Bamba Substitution replaced by Reed,0,-80,0,0,0,0,0,8,,1610612755,1628964,5,13,1630194,1610612755,520000,0,8
40,1,57,2024-03-09T00:19:34.5000000+00:00,07:11,[PHI] Lowry Fadeaway Jump Shot: Missed,17,96,2,0,0,0,63,2,,1610612755,200768,5,13,,1610612755,540000,0,8
41,1,58,2024-03-09T00:19:36.5000000+00:00,07:09,[NOP] Ingram Rebound (Off:0 Def:3),17,96,0,0,0,0,0,4,,1610612740,1627742,5,13,,1610612755,550000,0,8
42,1,59,2024-03-09T00:19:43.6000000+00:00,07:03,[NOP] McCollum 3pt Shot: Missed,-99,266,3,0,0,0,1,2,,1610612740,203468,5,13,,1610612740,560000,0,8
43,1,60,2024-03-09T00:19:47.6000000+00:00,06:59,[PHI] Oubre Jr. Rebound (Off:0 Def:2),-99,266,0,0,0,0,0,4,,1610612755,1626162,5,13,,1610612740,570000,0,8
44,1,61,2024-03-09T00:19:54.0000000+00:00,06:55,[NOP] Jones Foul: Shooting (1 PF) (2 FTA) (E Dalen),17,29,0,0,2,0,2,6,1626162,1610612740,1630529,5,13,200833,1610612755,580000,0,8
45,1,63,2024-03-09T00:20:21.4000000+00:00,06:55,[PHI 6-13] Oubre Jr. Free Throw 1 of 2 (6 PTS),0,-80,1,1,1,0,11,3,,1610612755,1626162,6,13,,1610612755,600000,1,7
46,1,64,2024-03-09T00:20:21.4000000+00:00,06:55,[PHI] Oubre Jr. Free Throw 2 of 2 Missed,0,-80,2,1,0,0,12,3,,1610612755,1626162,6,13,,1610612755,610000,0,7
