,PERIOD,EVT,WALLCLK,CL,DE,LOCX,LOCY,OPT1,OPT2,OPT3,OPT4,MTYPE,ETYPE,OPID,TID,PID,HS,VS,EPID,OFTID,ORD,PTS,diff_a-h
0,1,2,2023-11-04T23:10:31.3000000+00:00,12:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,0
1,1,4,2023-11-04T23:10:34.3000000+00:00,11:56,Jump Ball Valanciunas vs Capela (Williamson gains possession),0,-80,0,0,0,0,0,10,203991,1610612740,202685,0,0,1629627,1610612740,60000,0,0
2,1,7,2023-11-04T23:10:47.6000000+00:00,11:45,[NOP] Jones Turnover : Step Out of Bounds Turnover (1 TO),-228,11,0,0,0,0,39,5,,1610612740,1630529,0,0,201246,1610612740,70000,0,0
3,1,8,2023-11-04T23:11:07.4000000+00:00,11:32,[ATL 2-0] Johnson Driving Layup Shot: Made (2 PTS) Assist: Young (1 AST),-20,41,2,0,0,0,6,1,,1610612737,1630552,0,2,1629027,1610612737,80000,2,2
4,1,10,2023-11-04T23:11:27.5000000+00:00,11:12,[NOP] McCollum 3pt Shot: Missed,-224,117,3,0,0,0,1,2,,1610612740,203468,0,2,,1610612740,100000,0,2
5,1,11,2023-11-04T23:11:29.6000000+00:00,11:10,[NOP] Williamson Rebound (Off:1 Def:0),-224,117,1,0,0,0,0,4,,1610612740,1629627,0,2,,1610612740,110000,0,2
6,1,12,2023-11-04T23:11:32.5000000+00:00,11:09,[ATL] Hunter Foul: Shooting (1 PF) (3 FTA) (B Taylor),67,248,0,0,3,0,2,6,1627742,1610612737,1629631,0,2,202049,1610612740,120000,0,2
7,1,14,2023-11-04T23:11:57.2000000+00:00,11:09,[NOP 1-2] Ingram Free Throw 1 of 3 (1 PTS),0,-80,1,0,1,0,13,3,,1610612740,1627742,1,2,,1610612740,140000,1,1
8,1,15,2023-11-04T23:12:14.3000000+00:00,11:09,[NOP 2-2] Ingram Free Throw 2 of 3 (2 PTS),0,-80,1,0,1,0,14,3,,1610612740,1627742,2,2,,1610612740,150000,1,0
9,1,16,2023-11-04T23:12:30.0000000+00:00,11:09,[NOP 3-2] Ingram Free Throw 3 of 3 (3 PTS),0,-80,1,0,1,0,15,3,,1610612740,1627742,3,2,,1610612740,160000,1,-1
10,1,185,2023-11-04T23:13:10.9000000+00:00,10:57,[NOP] Ingram Foul: Non-Unsportsmanlike Technical Foul - Defensive Three Seconds (1 PF) (1 FTA) (S Twardoski),0,-80,0,0,1,0,17,6,,1610612740,1627742,3,2,202053,1610612737,188125,0,-1
11,1,62,2023-11-04T23:13:11.4000000+00:00,10:57,[ATL] Young Free Throw Technical Missed,0,-80,2,0,0,0,16,3,,1610612737,1629027,3,2,,1610612737,189062,0,-1
12,1,63,2023-11-04T23:13:11.4000000+00:00,10:57,[ATL] Team Rebound,0,-80,1,0,0,0,1,4,,1610612737,0,3,2,,1610612737,189063,0,-1
13,1,19,2023-11-04T23:13:21.5000000+00:00,10:52,[ATL] Young Driving Layup Shot: Missed,22,62,2,0,0,0,6,2,,1610612737,1629027,3,2,,1610612737,190000,0,-1
14,1,20,2023-11-04T23:13:23.5000000+00:00,10:50,[NOP] Valanciunas Rebound (Off:0 Def:1),22,62,0,0,0,0,0,4,,1610612740,202685,3,2,,1610612737,200000,0,-1
15,1,21,2023-11-04T23:13:28.1000000+00:00,10:46,[NOP] Ingram 3pt Shot: Missed,-186,163,3,0,0,0,79,2,,1610612740,1627742,3,2,,1610612740,210000,0,-1
16,1,22,2023-11-04T23:13:31.1000000+00:00,10:43,[ATL] Capela Rebound (Off:0 Def:1),-186,163,0,0,0,0,0,4,,1610612737,203991,3,2,,1610612740,220000,0,-1
17,1,23,2023-11-04T23:13:35.2000000+00:00,10:39,[ATL 4-3] Murray Running Layup Shot: Made (2 PTS),21,29,2,1,0,0,41,1,,1610612737,1627749,3,4,,1610612737,230000,2,1
18,1,24,2023-11-04T23:13:41.9000000+00:00,10:32,[NOP] Jones Pullup Jump shot: Missed,158,137,2,0,0,0,79,2,,1610612740,1630529,3,4,,1610612740,240000,0,1
