,PERIOD,EVT,WALLCLK,CL,DE,LOCX,LOCY,OPT1,OPT2,OPT3,OPT4,MTYPE,ETYPE,OPID,TID,PID,HS,VS,EPID,OFTID,ORD,PTS,diff_a-h
0,1,2,2024-02-09T00:42:57.0000000+00:00,12:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,0
1,1,4,2024-02-09T00:43:00.3000000+00:00,11:56,Jump Ball Claxton vs Allen (Simmons gains possession),0,-80,0,0,0,0,0,10,1628386,1610612751,1629651,0,0,1627732,1610612751,60000,0,0
2,1,7,2024-02-09T00:43:11.2000000+00:00,11:45,[BKN] Claxton Driving Hook Shot: Missed,4,56,2,0,0,0,57,2,,1610612751,1629651,0,0,,1610612751,70000,0,0
3,1,8,2024-02-09T00:43:14.2000000+00:00,11:42,[CLE] Strus Rebound (Off:0 Def:1),4,56,0,0,0,0,0,4,,1610612739,1629622,0,0,,1610612751,80000,0,0
4,1,9,2024-02-09T00:43:17.3000000+00:00,11:39,[CLE 3-0] Mitchell 3pt Shot: Made (3 PTS) Assist: Strus (1 AST),-116,226,3,1,0,0,2,1,,1610612739,1628378,0,3,1629622,1610612739,90000,3,3
5,1,11,2024-02-09T00:43:33.6000000+00:00,11:22,[BKN 3-3] Bridges 3pt Shot: Made (3 PTS) Assist: Wilson (1 AST),-235,3,3,0,0,0,1,1,,1610612751,1628969,3,3,1630592,1610612751,110000,3,0
6,1,14,2024-02-09T00:43:58.2000000+00:00,10:58,[CLE 5-3] Mitchell Step Back Jump shot: Made (5 PTS),-172,94,2,0,0,0,80,1,,1610612739,1628378,3,5,,1610612739,140000,2,2
7,1,15,2024-02-09T00:44:04.5000000+00:00,10:51,[BKN 5-5] Simmons Driving Dunk Shot: Made (2 PTS),1,4,2,0,0,0,9,1,,1610612751,1627732,5,5,,1610612751,150000,2,0
8,1,16,2024-02-09T00:44:18.1000000+00:00,10:38,[CLE] Mitchell Driving Layup Shot: Missed,-21,8,2,0,0,0,6,2,,1610612739,1628378,5,5,,1610612739,160000,0,0
9,1,17,2024-02-09T00:44:22.1000000+00:00,10:34,[CLE] Allen Rebound (Off:1 Def:0),-21,8,1,0,0,0,0,4,,1610612739,1628386,5,5,,1610612739,170000,0,0
