,PERIOD,EVT,WALLCLK,CL,DE,LOCX,LOCY,OPT1,OPT2,OPT3,OPT4,MTYPE,ETYPE,OPID,TID,PID,HS,VS,EPID,OFTID,ORD,PTS,diff_a-h
0,1,2,2023-11-10T02:44:57.4000000+00:00,12:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,0
1,1,4,2023-11-10T02:45:00.1000000+00:00,11:56,Jump Ball Capela vs Bitadze (Young gains possession),0,-80,0,0,0,0,0,10,1629048,1610612737,203991,0,0,1629027,1610612737,60000,0,0
2,1,7,2023-11-10T02:45:10.7000000+00:00,11:46,[ATL] Young Driving Floating Bank Jump Shot: Missed,113,35,2,0,0,0,102,2,,1610612737,1629027,0,0,,1610612737,70000,0,0
3,1,8,2023-11-10T02:45:14.7000000+00:00,11:42,[ORL] Wagner Rebound (Off:0 Def:1),113,35,0,0,0,0,0,4,,1610612753,1630532,0,0,,1610612737,80000,0,0
4,1,9,2023-11-10T02:45:17.7000000+00:00,11:39,[ORL] Wagner Turnover : Bad Pass (1 TO) Steal:Young (1 ST),-85,382,1,0,0,0,1,5,1629027,1610612753,1630532,0,0,,1610612753,90000,0,0
5,1,11,2023-11-10T02:45:24.3000000+00:00,11:32,[ATL 3-0] Johnson 3pt Shot: Made (3 PTS) Assist: Young (1 AST),-224,50,3,0,0,0,1,1,,1610612737,1630552,0,3,1629027,1610612737,110000,3,3
6,1,13,2023-11-10T02:45:43.5000000+00:00,11:13,[ORL 2-3] Bitadze Dunk Shot: Made (2 PTS) Assist: Wagner (1 AST),-4,-2,2,0,0,0,7,1,,1610612753,1629048,2,3,1630532,1610612753,130000,2,1
7,1,15,2023-11-10T02:46:08.3000000+00:00,10:48,[ATL 6-2] Murray 3pt Shot: Made (3 PTS) Assist: Capela (1 AST),-163,195,3,0,0,0,1,1,,1610612737,1627749,2,6,203991,1610612737,150000,3,4
8,1,17,2023-11-10T02:46:20.2000000+00:00,10:38,[ATL] Johnson Foul: Personal (1 PF) (M Myers),97,87,0,0,0,0,1,6,1631094,1610612737,1630552,2,6,202901,1610612753,170000,0,4
9,1,19,2023-11-10T02:46:48.9000000+00:00,10:26,[ORL 5-6] Banchero 3pt Shot: Made (3 PTS),80,246,3,0,0,0,80,1,,1610612753,1631094,5,6,,1610612753,190000,3,1
10,1,20,2023-11-10T02:47:08.8000000+00:00,10:06,[ATL 9-5] Murray 3pt Shot: Made (6 PTS) Assist: Young (2 AST),152,206,3,0,0,0,79,1,,1610612737,1627749,5,9,1629027,1610612737,200000,3,4
