,PERIOD,EVT,WALLCLK,CL,DE,LOCX,LOCY,OPT1,OPT2,OPT3,OPT4,MTYPE,ETYPE,OPID,TID,PID,HS,VS,EPID,OFTID,ORD,PTS,diff_a-h
0,1,2,2023-11-27T01:11:01.7000000+00:00,12:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,0
1,1,4,2023-11-27T01:11:04.4000000+00:00,11:57,Jump Ball Wembanyama vs Wembanyama (Holiday gains possession),0,-80,0,0,0,0,0,10,1641705,1610612743,1641705,0,0,203200,1610612743,60000,0,0
2,1,7,2023-11-27T01:11:20.5000000+00:00,11:41,[DEN 3-0] Porter Jr. 3pt Shot: Made (3 PTS) Assist: Holiday (1 AST),-194,157,3,0,0,0,80,1,,1610612743,1629008,3,0,203200,1610612743,70000,3,-3
3,1,9,2023-11-27T01:11:46.4000000+00:00,11:14,[SAS] Collins 3pt Shot: Missed,-61,234,3,0,0,0,1,2,,1610612759,1628380,3,0,,1610612759,90000,0,-3
4,1,10,2023-11-27T01:11:49.4000000+00:00,11:11,[SAS] Team Rebound,-61,234,1,0,0,0,0,4,,1610612759,0,3,0,,1610612759,100000,0,-3
5,1,11,2023-11-27T01:11:58.0000000+00:00,11:11,[DEN] Holiday Foul: Loose Ball (1 PF) (S Foster),-10,13,0,0,0,0,3,6,1641705,1610612743,203200,3,0,1162,1610612759,110000,0,-3
6,1,13,2023-11-27T01:12:23.9000000+00:00,11:02,[SAS 2-3] Wembanyama Fadeaway Jump Shot: Made (2 PTS),47,146,2,0,0,0,63,1,,1610612759,1641705,3,2,,1610612759,130000,2,-1
7,1,14,2023-11-27T01:12:37.8000000+00:00,10:50,[DEN] Jackson Turnover : Out of Bounds - Bad Pass Turnover (1 TO),-143,225,0,0,0,0,45,5,,1610612743,202704,3,2,1162,1610612743,140000,0,-1
8,1,15,2023-11-27T01:13:04.3000000+00:00,10:30,[SAS] Wembanyama Pullup Jump shot: Missed,5,208,2,0,0,0,79,2,,1610612759,1641705,3,2,,1610612759,150000,0,-1
9,1,16,2023-11-27T01:13:08.3000000+00:00,10:26,[DEN] Jackson Rebound (Off:0 Def:1),5,208,0,0,0,0,0,4,,1610612743,202704,3,2,,1610612759,160000,0,-1
10,1,17,2023-11-27T01:13:18.1000000+00:00,10:16,[DEN] Jackson Driving Reverse Layup Shot: Missed Block: Wembanyama (1 BLK),-16,11,2,0,0,0,73,2,1641705,1610612743,202704,3,2,,1610612743,170000,0,-1
11,1,19,2023-11-27T01:13:20.1000000+00:00,10:14,[SAS] Wembanyama Rebound (Off:0 Def:1),-16,11,0,0,0,0,0,4,,1610612759,1641705,3,2,,1610612743,190000,0,-1
