,PERIOD,EVT,WALLCLK,CL,DE,LOCX,LOCY,OPT1,OPT2,OPT3,OPT4,MTYPE,ETYPE,OPID,TID,PID,HS,VS,EPID,OFTID,ORD,PTS,diff_a-h
0,1,2,2023-10-27T23:43:52.9000000+00:00,12:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,0
1,1,4,2023-10-27T23:43:58.2000000+00:00,11:53,Jump Ball Mobley vs Holmgren (Strus gains possession),0,-80,0,0,0,0,0,10,1631096,1610612739,1630596,0,0,1629622,1610612739,60000,0,0
2,1,7,2023-10-27T23:44:08.7000000+00:00,11:45,[CLE] Mobley Turnover : Out of Bounds Lost Ball Turnover (1 TO),-129,116,0,0,0,0,40,5,,1610612739,1630596,0,0,1627541,1610612739,70000,0,0
3,1,8,2023-10-27T23:44:32.6000000+00:00,11:29,[OKC 3-0] Dort 3pt Shot: Made (3 PTS) Assist: Giddey (1 AST),-237,89,3,0,0,0,1,1,,1610612760,1629652,0,3,1630581,1610612760,80000,3,3
4,1,10,2023-10-27T23:44:50.8000000+00:00,11:10,[CLE] Okoro Driving Floating Jump Shot: Missed,44,43,2,0,0,0,101,2,,1610612739,1630171,0,3,,1610612739,100000,0,3
5,1,11,2023-10-27T23:44:53.2000000+00:00,11:09,[CLE] Okoro Rebound (Off:1 Def:0),44,43,1,0,0,0,0,4,,1610612739,1630171,0,3,,1610612739,110000,0,3
6,1,12,2023-10-27T23:45:02.5000000+00:00,10:59,[CLE] Mitchell 3pt Shot: Missed,-163,320,3,0,0,0,79,2,,1610612739,1628378,0,3,,1610612739,120000,0,3
7,1,13,2023-10-27T23:45:06.5000000+00:00,10:55,[OKC] Holmgren Rebound (Off:0 Def:1),-163,320,0,0,0,0,0,4,,1610612760,1631096,0,3,,1610612739,130000,0,3
8,1,14,2023-10-27T23:45:24.7000000+00:00,10:37,[OKC] Dort Turnaround Jump Shot: Missed,11,166,2,0,0,0,47,2,,1610612760,1629652,0,3,,1610612760,140000,0,3
9,1,15,2023-10-27T23:45:28.7000000+00:00,10:33,[CLE] Wade Rebound (Off:0 Def:1),11,166,0,0,0,0,0,4,,1610612739,1629731,0,3,,1610612760,150000,0,3
10,1,16,2023-10-27T23:45:35.6000000+00:00,10:26,[CLE] Wade 3pt Shot: Missed,167,184,3,0,0,0,1,2,,1610612739,1629731,0,3,,1610612739,160000,0,3
11,1,17,2023-10-27T23:45:38.6000000+00:00,10:23,[OKC] Jal Williams Rebound (Off:0 Def:1),167,184,0,0,0,0,0,4,,1610612760,1631114,0,3,,1610612739,170000,0,3
12,1,18,2023-10-27T23:45:44.0000000+00:00,10:21,[CLE] Mitchell Foul: Shooting (1 PF) (2 FTA) (P Fraher),55,14,0,0,2,0,2,6,1631114,1610612739,1628378,0,3,2003,1610612760,180000,0,3
13,1,20,2023-10-27T23:46:10.1000000+00:00,10:21,[OKC 4-0] Jal Williams Free Throw 1 of 2 (1 PTS),0,-80,1,1,1,0,11,3,,1610612760,1631114,0,4,,1610612760,200000,1,4
14,1,21,2023-10-27T23:46:23.9000000+00:00,10:21,[OKC 5-0] Jal Williams Free Throw 2 of 2 (2 PTS),0,-80,1,1,1,0,12,3,,1610612760,1631114,0,5,,1610612760,210000,1,5
15,1,22,2023-10-27T23:46:43.8000000+00:00,10:03,[CLE] Mitchell 3pt Shot: Missed,162,206,3,0,0,0,80,2,,1610612739,1628378,0,5,,1610612739,220000,0,5
16,1,23,2023-10-27T23:46:45.8000000+00:00,10:01,[OKC] Giddey Rebound (Off:0 Def:1),162,206,0,0,0,0,0,4,,1610612760,1630581,0,5,,1610612739,230000,0,5
17,1,24,2023-10-27T23:46:53.5000000+00:00,09:54,[OKC] Giddey Driving Floating Bank Jump Shot: Missed,91,56,2,0,0,0,102,2,,1610612760,1630581,0,5,,1610612760,240000,0,5
18,1,25,2023-10-27T23:46:55.5000000+00:00,09:52,[CLE] Mobley Rebound (Off:0 Def:1),91,56,0,0,0,0,0,4,,1610612739,1630596,0,5,,1610612760,250000,0,5
19,1,26,2023-10-27T23:47:02.2000000+00:00,09:45,[CLE] Mobley Running Jump Shot: Missed Block: Holmgren (1 BLK),47,22,2,1,0,0,2,2,1631096,1610612739,1630596,0,5,,1610612739,260000,0,5
20,1,28,2023-10-27T23:47:05.2000000+00:00,09:42,[OKC] Jal Williams Rebound (Off:0 Def:2),47,22,0,0,0,0,0,4,,1610612760,1631114,0,5,,1610612739,280000,0,5
21,1,29,2023-10-27T23:47:13.5000000+00:00,09:34,[OKC] Jal Williams Turnover : Bad Pass (1 TO) Steal:Wade (1 ST),-47,55,1,0,0,0,1,5,1629731,1610612760,1631114,0,5,,1610612760,290000,0,5
22,1,31,2023-10-27T23:47:37.8000000+00:00,09:14,Stoppage: Out-of-Bounds,0,-80,0,0,0,0,3,20,,0,0,0,5,,1610612739,310000,0,5
23,1,32,2023-10-27T23:47:53.9000000+00:00,09:10,[CLE] Mobley Turnaround Jump Shot: Missed,-168,-1,2,0,0,0,47,2,,1610612739,1630596,0,5,,1610612739,320000,0,5
24,1,33,2023-10-27T23:47:56.3000000+00:00,09:07,[OKC] Giddey Rebound (Off:0 Def:2),-168,-1,0,0,0,0,0,4,,1610612760,1630581,0,5,,1610612739,330000,0,5
25,1,34,2023-10-27T23:48:04.2000000+00:00,09:00,[OKC 7-0] Gilgeous-Alexander Pullup Jump shot: Made (2 PTS),-51,125,2,0,0,0,79,1,,1610612760,1628983,0,7,,1610612760,340000,2,7
26,1,35,2023-10-27T23:48:27.6000000+00:00,08:36,[CLE] Strus 3pt Shot: Missed,-200,162,3,0,0,0,1,2,,1610612739,1629622,0,7,,1610612739,350000,0,7
27,1,36,2023-10-27T23:48:30.6000000+00:00,08:33,[OKC] Holmgren Rebound (Off:0 Def:2),-200,162,0,0,0,0,0,4,,1610612760,1631096,0,7,,1610612739,360000,0,7
28,1,37,2023-10-27T23:48:38.5000000+00:00,08:25,[OKC] Holmgren Alley Oop Dunk Shot: Missed,5,20,2,0,0,0,52,2,,1610612760,1631096,0,7,,1610612760,370000,0,7
29,1,38,2023-10-27T23:48:40.5000000+00:00,08:23,[CLE] Mobley Rebound (Off:0 Def:2),5,20,0,0,0,0,0,4,,1610612739,1630596,0,7,,1610612760,380000,0,7
30,1,39,2023-10-27T23:48:46.6000000+00:00,08:17,[CLE 3-7] Okoro 3pt Shot: Made (3 PTS) Assist: Mobley (1 AST),239,27,3,0,0,0,1,1,,1610612739,1630171,3,7,1630596,1610612739,390000,3,4
31,1,41,2023-10-27T23:48:58.0000000+00:00,08:06,[OKC] Jal Williams Driving Layup Shot: Missed Block: Strus (1 BLK),17,40,2,0,0,0,6,2,1629622,1610612760,1631114,3,7,,1610612760,410000,0,4
32,1,43,2023-10-27T23:49:01.0000000+00:00,08:03,[CLE] Wade Rebound (Off:0 Def:2),17,40,0,0,0,0,0,4,,1610612739,1629731,3,7,,1610612760,430000,0,4
33,1,44,2023-10-27T23:49:10.2000000+00:00,07:54,[CLE] Mobley Jump Shot: Missed,75,84,2,0,0,0,1,2,,1610612739,1630596,3,7,,1610612739,440000,0,4
34,1,45,2023-10-27T23:49:12.2000000+00:00,07:52,[OKC] Holmgren Rebound (Off:0 Def:3),75,84,0,0,0,0,0,4,,1610612760,1631096,3,7,,1610612739,450000,0,4
35,1,46,2023-10-27T23:49:20.9000000+00:00,07:43,[OKC] Gilgeous-Alexander Driving Layup Shot: Missed,12,29,2,0,0,0,6,2,,1610612760,1628983,3,7,,1610612760,460000,0,4
36,1,47,2023-10-27T23:49:22.9000000+00:00,07:41,[CLE] Wade Rebound (Off:0 Def:3),12,29,0,0,0,0,0,4,,1610612739,1629731,3,7,,1610612760,470000,0,4
37,1,48,2023-10-27T23:49:27.4000000+00:00,07:40,[OKC] Holmgren Foul: Shooting (1 PF) (2 FTA) (I Hwang),17,-4,0,0,2,0,2,6,1630171,1610612760,1631096,3,7,1630886,1610612739,480000,0,4
38,1,50,2023-10-27T23:49:57.1000000+00:00,07:40,[CLE 4-7] Okoro Free Throw 1 of 2 (4 PTS),0,-80,1,1,1,0,11,3,,1610612739,1630171,4,7,,1610612739,500000,1,3
