,PERIOD,EVT,WALLCLK,CL,DE,LOCX,LOCY,OPT1,OPT2,OPT3,OPT4,MTYPE,ETYPE,OPID,TID,PID,HS,VS,EPID,OFTID,ORD,PTS,diff_a-h
0,1,2,2023-12-13T03:40:42.6000000+00:00,12:00,Start Period,0,-80,0,0,0,0,0,12,,0,0,0,0,,0,20000,0,0
1,1,4,2023-12-13T03:40:45.6000000+00:00,11:56,Jump Ball Zubac vs Sabonis (Harden gains possession),0,-80,0,0,0,0,0,10,1627734,1610612746,1627826,0,0,201935,1610612746,60000,0,0
2,1,7,2023-12-13T03:41:07.9000000+00:00,11:33,[LAC 3-0] Mann 3pt Shot: Made (3 PTS) Assist: Harden (1 AST),190,167,3,0,0,0,80,1,,1610612746,1629611,3,0,201935,1610612746,70000,3,-3
3,1,9,2023-12-13T03:41:22.8000000+00:00,11:19,[SAC] Huerter 3pt Shot: Missed,74,256,3,0,0,0,1,2,,1610612758,1628989,3,0,,1610612758,90000,0,-3
4,1,10,2023-12-13T03:41:24.8000000+00:00,11:17,[LAC] Zubac Rebound (Off:0 Def:1),74,256,0,0,0,0,0,4,,1610612746,1627826,3,0,,1610612758,100000,0,-3
5,1,11,2023-12-13T03:41:49.3000000+00:00,10:52,[LAC] Mann 3pt Shot: Missed,141,217,3,0,0,0,1,2,,1610612746,1629611,3,0,,1610612746,110000,0,-3
6,1,12,2023-12-13T03:41:51.3000000+00:00,10:50,[SAC] Murray Rebound (Off:0 Def:1),141,217,0,0,0,0,0,4,,1610612758,1631099,3,0,,1610612746,120000,0,-3
7,1,13,2023-12-13T03:41:57.4000000+00:00,10:44,[SAC] Murray Pullup Jump shot: Missed,48,162,2,0,0,0,79,2,,1610612758,1631099,3,0,,1610612758,130000,0,-3
8,1,14,2023-12-13T03:41:59.4000000+00:00,10:42,[LAC] George Rebound (Off:0 Def:1),48,162,0,0,0,0,0,4,,1610612746,202331,3,0,,1610612758,140000,0,-3
9,1,15,2023-12-13T03:42:06.5000000+00:00,10:37,[SAC] Sabonis Foul: Personal (1 PF) (R Mott),-39,62,0,0,0,0,1,6,202695,1610612758,1627734,3,0,1179,1610612746,150000,0,-3
